neuron_id,F1 Score,session_name
1031,0.6130389869273819,hamilton_04
1032,0.6433489652075135,hamilton_04
1034,0.5018627159523076,hamilton_04
1035,0.24061345802201162,hamilton_04
1036,0.28774006129916685,hamilton_04
1037,0.3766356100762215,hamilton_04
1038,0.25465909124884356,hamilton_04
1040,0.21868370336863013,hamilton_04
1041,0.2361260559705083,hamilton_04
1044,0.6132724364499003,hamilton_04
1045,0.32617774257870175,hamilton_04
1046,0.6406588043096173,hamilton_04
1047,0.30727119482920323,hamilton_04
1048,0.20660612047555146,hamilton_04
1049,0.5268483145769538,hamilton_04
1050,0.43974810551653293,hamilton_04
1051,0.2945114540059497,hamilton_09
1052,0.47588928455342305,hamilton_09
1053,0.5168062809380053,hamilton_09
1054,0.4943091003646177,hamilton_09
1055,0.44575986720745087,hamilton_09
1056,0.3584734115121454,hamilton_09
1057,0.5178002431894381,hamilton_09
1058,0.5534679505633819,hamilton_09
1059,0.472682188351052,hamilton_09
1060,0.5052795089092447,hamilton_09
1061,0.43415628410257534,hamilton_09
1062,0.4950723404088606,hamilton_09
1064,0.2903000157870669,hamilton_09
1065,0.287455223660206,hamilton_09
1068,0.4701788779764263,hamilton_09
1613,0.35881518279770064,hamilton_31
1614,0.360708117442303,hamilton_31
1615,0.3537676051475402,hamilton_31
1616,0.34095459658494154,hamilton_31
1617,0.24997006714627407,hamilton_31
1619,0.4653095429365961,hamilton_31
1620,0.47283747175893326,hamilton_31
1621,0.30818733123189646,hamilton_31
1622,0.41794332235370896,hamilton_31
1623,0.41669652232153886,hamilton_31
1625,0.44841933441462317,hamilton_31
1626,0.5226216577157865,hamilton_31
1632,0.3570723702404617,hamilton_31
1636,0.4088976878973777,hamilton_31
1638,0.5779692187477636,hamilton_31
1639,0.3519112158477352,hamilton_31
1640,0.5276271371085631,hamilton_31
1641,0.44480074040397727,hamilton_31
1642,0.31852829643087877,hamilton_31
1644,0.3962033632766466,hamilton_31
1645,0.4612170949575579,hamilton_31
1647,0.521990952185762,hamilton_31
1648,0.46749320915366466,hamilton_31
1649,0.3858324029509232,hamilton_31
1650,0.3852082208004851,hamilton_31
1651,0.5951273625144531,hamilton_31
1655,0.5294292801468019,hamilton_31
1657,0.39011483395115726,hamilton_31
1658,0.3709553920222587,hamilton_31
1659,0.3903245773026339,hamilton_31
1660,0.6295851842785964,hamilton_31
1661,0.6103114919789265,hamilton_31
1663,0.5750342307908133,hamilton_31
1664,0.4183064398825841,hamilton_31
1666,0.38533937178845634,hamilton_31
1667,0.38233368601844336,hamilton_31
1668,0.5312274479585214,hamilton_31
1669,0.5207748787134056,hamilton_31
1670,0.5564904794127072,hamilton_31
1671,0.36265705684624117,hamilton_31
1675,0.4165569729209381,hamilton_31
1676,0.4100612627607948,hamilton_31
1678,0.4056230270164747,hamilton_31
1679,0.36553308379403543,hamilton_31
1680,0.45809734132967933,hamilton_31
1681,0.4049911219490069,hamilton_31
1682,0.3943486832829698,hamilton_31
1683,0.3276720476251803,hamilton_31
1684,0.46901937628979,hamilton_31
1685,0.4246580261162398,hamilton_31
1686,0.4280666382855399,hamilton_31
1687,0.4594890214050721,hamilton_31
1690,0.7198080281902269,hamilton_38
1691,0.4979032728068238,hamilton_38
1693,0.7164307799006667,hamilton_38
1695,0.5101389820344605,hamilton_38
1697,0.5031073765340567,hamilton_38
1698,0.49815716713408065,hamilton_38
1700,0.7600239821106455,hamilton_38
1706,0.48216029009353295,hamilton_38
1708,0.4995673036927924,hamilton_38
1709,0.6222030000345316,hamilton_38
1712,0.5380992136890649,hamilton_38
1713,0.4491899050660925,hamilton_38
1715,0.7167406513985416,hamilton_38
1720,0.613366319869665,hamilton_38
1721,0.5142433231548764,hamilton_38
1725,0.5136545646092727,hamilton_38
1726,0.5792092052631341,hamilton_38
1727,0.44886953394965656,hamilton_38
1728,0.4412413342024427,hamilton_38
1732,0.927150649332593,hamilton_38
1733,0.45323555597898346,hamilton_38
1735,0.7324476546355383,hamilton_38
1736,0.6424011185735545,hamilton_38
1737,0.6025291612228699,hamilton_38
1739,0.5322306463950047,hamilton_38
1741,0.6270591816707588,hamilton_38
1743,0.7402647068165906,hamilton_38
1748,0.5084168792117818,hamilton_38
1749,0.3913841612382148,hamilton_38
1751,0.5321567270651089,hamilton_38
1752,0.524300686453941,hamilton_38
1754,0.49139335119434585,hamilton_38
1755,0.5393989129347656,hamilton_38
1760,0.5893814006664049,hamilton_37
1767,0.6030517219777348,hamilton_37
1769,0.5342157383037207,hamilton_37
1772,0.49150707953243933,hamilton_37
1774,0.44660501691542603,hamilton_37
1775,0.6756980202709729,hamilton_37
1792,0.5867818381812206,hamilton_37
1795,0.4285171310190815,hamilton_37
1800,0.6994248595610174,hamilton_37
1810,0.4280822695909453,hamilton_37
1811,0.39828415277399465,hamilton_37
1812,0.4354145020588864,hamilton_37
1813,0.37562937628363946,hamilton_37
1814,0.5216584107423511,hamilton_37
1815,0.42522910334013764,hamilton_37
1816,0.45626321168893363,hamilton_37
1817,0.43420545368165114,hamilton_37
1818,0.5357702576689939,hamilton_37
1819,0.4619479921153239,hamilton_37
1820,0.506804581136424,hamilton_37
1821,0.4587816640146503,hamilton_37
1822,0.5756530429685978,hamilton_37
1823,0.5543946680719747,hamilton_37
