n_neurons,pop_score,session_name
12,0.6886250349856098,hamilton_37
13,0.6841734712004712,hamilton_37
14,0.6853646041907347,hamilton_37
15,0.5851344168863133,hamilton_37
16,0.7435183998607826,hamilton_37
17,0.7415950293864868,hamilton_37
18,0.7008045768001516,hamilton_37
19,0.7114049902260293,hamilton_37
20,0.7641422222557113,hamilton_37
21,0.6809196659314909,hamilton_37
22,0.7090368313919198,hamilton_37
23,0.7055384266971293,hamilton_37
24,0.766395698874702,hamilton_37
25,0.7639183403130005,hamilton_37
26,0.7409648770838864,hamilton_37
27,0.7684621890017821,hamilton_37
28,0.7742549534603208,hamilton_37
29,0.75288988640825,hamilton_37
1,0.3935232152442298,hamilton_35
2,0.4249682453275267,hamilton_35
3,0.4754105288913356,hamilton_35
4,0.40955049301677293,hamilton_35
5,0.9345311958778895,hamilton_35
6,0.7129281591989028,hamilton_35
7,0.8874348117301654,hamilton_35
8,0.9210264718097214,hamilton_35
9,0.8056506648493142,hamilton_35
10,0.936575094091577,hamilton_35
11,0.8080394505464753,hamilton_35
12,0.8383574174727559,hamilton_35
13,0.811889449893684,hamilton_35
14,0.7370270308796015,hamilton_35
15,0.8809727304724658,hamilton_35
16,0.9130394276558012,hamilton_35
17,0.8095239744402288,hamilton_35
18,0.9405268190001775,hamilton_35
19,0.8370864703263063,hamilton_35
20,0.9274776732484721,hamilton_35
21,0.8263549531620414,hamilton_35
22,0.8644818961252646,hamilton_35
23,0.9214775319803726,hamilton_35
24,0.919793651743084,hamilton_35
25,0.8796513696098875,hamilton_35
26,0.9477476352332366,hamilton_35
27,0.9158811733253603,hamilton_35
28,0.9033284713872668,hamilton_35
29,0.9398107340909391,hamilton_35
1,0.4505050505050505,hamilton_36
2,0.5085172690059089,hamilton_36
3,0.6641247726137849,hamilton_36
4,0.6740246230908359,hamilton_36
5,0.6362720143062497,hamilton_36
6,0.7129497537847524,hamilton_36
7,0.744413868099817,hamilton_36
8,0.7080781473726466,hamilton_36
9,0.743425490455642,hamilton_36
10,0.827228726252551,hamilton_36
11,0.828149237201065,hamilton_36
12,0.7326013777822405,hamilton_36
13,0.7005026393077681,hamilton_36
14,0.7489152660761904,hamilton_36
15,0.7447987411863567,hamilton_36
16,0.842205724420053,hamilton_36
17,0.8492216817456406,hamilton_36
18,0.7649497749818321,hamilton_36
19,0.8485281697748637,hamilton_36
20,0.8317483109249538,hamilton_36
21,0.857150937188839,hamilton_36
22,0.8469777075560094,hamilton_36
23,0.8500969318964658,hamilton_36
24,0.8457341165679308,hamilton_36
25,,hamilton_36
26,,hamilton_36
27,,hamilton_36
28,,hamilton_36
29,,hamilton_36
1,0.3345430502497796,hamilton_32
2,0.3775484744201923,hamilton_32
3,0.6130698904480552,hamilton_32
4,0.7628615802255445,hamilton_32
5,0.6731130437067794,hamilton_32
6,0.7202764646206916,hamilton_32
7,0.6239892243802012,hamilton_32
8,0.6669208545641597,hamilton_32
9,0.6881397153978144,hamilton_32
10,0.8510346559756812,hamilton_32
11,0.8314328321160644,hamilton_32
12,0.728488619385091,hamilton_32
13,0.7153865322541815,hamilton_32
14,0.8516786906744587,hamilton_32
15,0.6721037592299078,hamilton_32
16,0.7326566227083383,hamilton_32
17,0.8354859537990175,hamilton_32
18,0.8537313049202971,hamilton_32
19,0.8469173636308499,hamilton_32
20,0.7046568158396694,hamilton_32
21,0.8545531088487998,hamilton_32
22,0.7617395467292891,hamilton_32
23,0.8512279398939067,hamilton_32
24,0.8460270720510868,hamilton_32
25,0.8472507806210496,hamilton_32
26,0.8421118587581817,hamilton_32
27,0.7642346259516162,hamilton_32
28,0.8402046291353352,hamilton_32
29,0.8461654565100052,hamilton_32
