n_neurons,pop_score,session_name
16,0.8539422802259178,hamilton_36
17,0.9062627466214389,hamilton_36
18,0.8943811018597841,hamilton_36
19,0.9081508155733425,hamilton_36
20,0.9099547917552201,hamilton_36
21,0.9162175396126585,hamilton_36
22,0.9142395247165414,hamilton_36
23,0.9092029740815832,hamilton_36
24,0.9172660737526968,hamilton_36
25,,hamilton_36
26,,hamilton_36
27,,hamilton_36
28,,hamilton_36
29,,hamilton_36
30,,hamilton_36
1,0.3242942942942943,hamilton_32
2,0.6269146510919105,hamilton_32
3,0.6763254651738297,hamilton_32
4,0.630059310345215,hamilton_32
5,0.7503414041718334,hamilton_32
6,0.7179703223447953,hamilton_32
7,0.865864346249204,hamilton_32
8,0.8398548755428475,hamilton_32
9,0.7997133988256845,hamilton_32
10,0.8897775654545128,hamilton_32
11,0.9124317162206548,hamilton_32
12,0.9271863750554653,hamilton_32
13,0.9096230948451156,hamilton_32
14,0.9068948650942803,hamilton_32
15,0.9428731897263021,hamilton_32
16,0.9269811615254582,hamilton_32
17,0.9515561318571237,hamilton_32
18,0.9402785644021723,hamilton_32
19,0.9409453782259888,hamilton_32
20,0.9638411190219761,hamilton_32
21,0.9460456765013936,hamilton_32
22,0.9649079726789325,hamilton_32
23,0.9479653270323702,hamilton_32
24,0.9592723906228743,hamilton_32
25,0.9497833996046843,hamilton_32
26,0.9735484291076005,hamilton_32
27,0.9642852335404651,hamilton_32
28,0.9743410866322195,hamilton_32
29,0.9666116477750426,hamilton_32
30,0.9700690752725333,hamilton_32
