neuron_id,F1 Score,session_name
1031,0.4121959602131711,hamilton_04
1032,0.41218177464665073,hamilton_04
1034,0.4122078871893519,hamilton_04
1035,0.4121793363859064,hamilton_04
1036,0.41219305179009513,hamilton_04
1037,0.4122059228466394,hamilton_04
1038,0.4122138433928798,hamilton_04
1040,0.4121009157135983,hamilton_04
1041,0.41221323624171013,hamilton_04
1044,0.4121931626348941,hamilton_04
1045,0.41648022524869266,hamilton_04
1046,0.4508274876878799,hamilton_04
1047,0.41221068152886564,hamilton_04
1048,0.4121376458057301,hamilton_04
1049,0.4121788926973406,hamilton_04
1050,0.4417757382925118,hamilton_04
1051,0.4117552210320228,hamilton_09
1052,0.47276667098570285,hamilton_09
1053,0.4116817499791172,hamilton_09
1054,0.41167599287862416,hamilton_09
1055,0.41174311581388834,hamilton_09
1056,0.4596388326311779,hamilton_09
1057,0.4581620044769978,hamilton_09
1058,0.5570489181307503,hamilton_09
1059,0.4117498210389322,hamilton_09
1060,0.4126243887844937,hamilton_09
1061,0.5410398587154178,hamilton_09
1062,0.5066014892664886,hamilton_09
1064,0.41175526297647813,hamilton_09
1065,0.4117558374661547,hamilton_09
1068,0.41175284167894055,hamilton_09
1613,0.41150495670720266,hamilton_31
1614,0.41149576461007553,hamilton_31
1615,0.41151233396494513,hamilton_31
1616,0.4114985539724305,hamilton_31
1617,0.4115093987627498,hamilton_31
1619,0.4115126355227366,hamilton_31
1620,0.41152584924782376,hamilton_31
1621,0.4115148742863545,hamilton_31
1622,0.4114955419269045,hamilton_31
1623,0.41150610410676897,hamilton_31
1625,0.4115050738443144,hamilton_31
1626,0.41152182559545974,hamilton_31
1632,0.4111111957552178,hamilton_31
1636,0.41151274542289756,hamilton_31
1638,0.41150006482147117,hamilton_31
1639,0.4115247960271099,hamilton_31
1640,0.4115210055910924,hamilton_31
1641,0.41149397472500315,hamilton_31
1642,0.41146044430538103,hamilton_31
1644,0.41150868731295687,hamilton_31
1645,0.41471697287967196,hamilton_31
1647,0.41150929639008493,hamilton_31
1648,0.4115144890736776,hamilton_31
1649,0.41151244649005625,hamilton_31
1650,0.4122982480897518,hamilton_31
1651,0.41151683844391646,hamilton_31
1655,0.44500592017570934,hamilton_31
1657,0.41152057767170563,hamilton_31
1658,0.4115287664445814,hamilton_31
1659,0.41150696336111514,hamilton_31
1660,0.45550834985772626,hamilton_31
1661,0.41246722556670673,hamilton_31
1663,0.4115279934571502,hamilton_31
1664,0.41151199019416723,hamilton_31
1666,0.41150491172798287,hamilton_31
1667,0.4115287865660379,hamilton_31
1668,0.4132733954003351,hamilton_31
1669,0.42669831594658697,hamilton_31
1670,0.41151031660111637,hamilton_31
1671,0.4115331277957773,hamilton_31
1675,0.411527482436406,hamilton_31
1676,0.4111634782300782,hamilton_31
1678,0.4115281345459073,hamilton_31
1679,0.4114307400092633,hamilton_31
1680,0.4114991687819252,hamilton_31
1681,0.41146915971335696,hamilton_31
1682,0.41147257841992707,hamilton_31
1683,0.4115212633732974,hamilton_31
1684,0.41149288504651593,hamilton_31
1685,0.42251685387769317,hamilton_31
1686,0.411530254270132,hamilton_31
1687,0.4158074495221683,hamilton_31
1690,0.4124908215122474,hamilton_38
1691,0.41163330719183133,hamilton_38
1693,0.4116396386542179,hamilton_38
1695,0.41163697951830736,hamilton_38
1697,0.4116373089175996,hamilton_38
1698,0.4116279873576419,hamilton_38
1700,0.41156090942130835,hamilton_38
1706,0.411641705079675,hamilton_38
1708,0.4116204179267379,hamilton_38
1709,0.41160812026728777,hamilton_38
1712,0.4115933373121446,hamilton_38
1713,0.4116025321082482,hamilton_38
1715,0.41162734675621093,hamilton_38
1720,0.4116113365796882,hamilton_38
1721,0.41161957183033,hamilton_38
1725,0.41165648075444833,hamilton_38
1726,0.4202662754593785,hamilton_38
1727,0.41163326086136554,hamilton_38
1728,0.41160032921650513,hamilton_38
1732,0.5329723281620801,hamilton_38
1733,0.411614975848902,hamilton_38
1735,0.4583117126424702,hamilton_38
1736,0.41164667733943255,hamilton_38
1737,0.4116253731623914,hamilton_38
1739,0.41161037719994464,hamilton_38
1741,0.4116213630940809,hamilton_38
1743,0.4164353322390001,hamilton_38
1748,0.41163871584731027,hamilton_38
1749,0.4116034236155811,hamilton_38
1751,0.41161282587167075,hamilton_38
1752,0.4124539051535622,hamilton_38
1754,0.41165372931076705,hamilton_38
1755,0.41163737351008345,hamilton_38
1760,0.4212898570228412,hamilton_37
1767,0.41170206185730673,hamilton_37
