neuron_id,width_min,width_basepost,prom_min,prom_basepre,prom_basepost,has_basepre,basepost_width,min_init,basepre_init,min_term,basepost_term,width_all,width_premin,width_minpost,init,term,width_overall
105,14.170749151239932,56.23644247892696,0.8587231929120194,,0.12585690044112763,False,56.23644247892696,112.96022135160565,,127.13097050284559,187.15082033459902,,,60.01984983175343,112.96022135160565,187.15082033459902,74.19059898299336
107,20.816351190638983,63.299958234513014,0.8192208049752939,,0.16519876839596626,False,63.299958234513014,113.18814948243858,,134.00450067307756,206.11857357542215,,,72.11407290234459,113.18814948243858,206.11857357542215,92.93042409298357
108,16.71099678651396,30.30516023541071,0.8202515775471253,,0.1601538489840142,False,30.30516023541071,114.19958268179533,,130.9105794683093,164.5650558913689,,,33.654476423059606,114.19958268179533,164.5650558913689,50.365473209573565
109,27.397650678996158,67.38111173973797,0.8295238696198075,,0.14751173032083498,False,67.38111173973797,109.0259249977875,,136.42357567678366,216.65717411728772,,,80.23359844050407,109.0259249977875,216.65717411728772,107.63124911950023
110,24.990285990685294,57.2572206737575,0.8142166195446038,0.08204266552054496,0.22916861890375528,True,57.2572206737575,111.67833586719121,101.0955609012917,136.6686218578765,200.76548801242689,99.66992711113518,35.5730609565848,64.09686615455038,101.0955609012917,200.76548801242689,99.66992711113518
111,11.324999447375205,42.82715841280161,0.6569257500698297,,0.3384419470789489,False,42.82715841280161,115.02731846079331,,126.35231790816852,170.79293894762262,,,44.4406210394541,115.02731846079331,170.79293894762262,55.765620486829306
115,70.78866630502473,29.327760221271575,0.9482436865394438,0.09139060466001359,0.14716034366025632,True,29.327760221271575,67.5662317590098,32.43915073505783,138.35489806403453,169.7904538859659,137.35130315090805,105.91574732897669,31.43555582193136,32.43915073505783,169.7904538859659,137.35130315090805
116,50.67995416878996,35.63456926992626,0.8846394434463405,,0.12480289312762971,False,35.63456926992626,78.21477995571261,,128.89473412450258,166.00104244615656,,,37.106308321653984,78.21477995571261,166.00104244615656,87.78626249044395
123,15.625374310411459,69.00151847945327,0.7985311398209629,,0.1864236524442342,False,69.00151847945327,109.32598172990357,,124.95135604031503,196.46804857492867,,,71.51669253461364,109.32598172990357,196.46804857492867,87.1420668450251
125,15.054614946651654,61.00981836910165,0.7182186725771342,,0.22663718967875957,False,61.00981836910165,113.07977285584126,,128.1343878024929,195.14042291082714,,,67.00603510833423,113.07977285584126,195.14042291082714,82.06065005498589
126,17.496845226183368,56.73322525884711,0.8707147042505009,,0.09981805654124265,False,56.73322525884711,113.56875944826486,,131.06560467444822,208.3264134082292,,,77.26080873378098,113.56875944826486,208.3264134082292,94.75765395996434
127,18.005933048182115,23.663417486877393,0.7750390418587911,0.17458800497232074,0.07221635538770177,True,23.663417486877393,113.29142398107531,18.025103633518814,131.29735702925743,162.9047973064999,144.87969367298106,113.27225339573862,31.60744027724246,18.025103633518814,162.9047973064999,144.87969367298106
129,16.600455962510395,31.388839773994675,0.76925755367553,,0.15409390472161277,False,31.388839773994675,111.38836934325913,,127.98882530576952,162.9510385650323,,,34.96221325926277,111.38836934325913,162.9510385650323,51.56266922177316
130,16.00774805957741,52.051647790498606,0.7911268961782298,,0.08201473904392476,False,52.051647790498606,108.56547933033332,,124.57322738991073,179.70808923657606,,,55.13486184666533,108.56547933033332,179.70808923657606,71.14260990624274
131,13.981095908672032,62.16996786109166,0.933726984264679,,0.10517154874345569,False,62.16996786109166,113.86164823669571,,127.84274414536775,206.19979093292656,,,78.35704678755882,113.86164823669571,206.19979093292656,92.33814269623085
132,56.22235267579046,,0.938592126246454,0.1129790707652798,0.0,True,,88.70195454203869,12.706387521502972,144.92430721782915,,,132.2179196963262,,12.706387521502972,144.92430721782915,132.2179196963262
135,22.283276109279043,59.85824110567248,0.9597422960301498,0.2639929497451169,0.21751279463303463,True,59.85824110567248,114.78017954834606,104.39308519078021,137.0634556576251,200.2478292593187,95.8547440685385,32.670370466844886,63.18437360169361,104.39308519078021,200.2478292593187,95.8547440685385
144,13.950945558506419,37.358518360665556,0.8388085723094694,,0.16424435143216887,False,37.358518360665556,113.73224612003075,,127.68319167853717,168.886233519338,,,41.20304184080082,113.73224612003075,168.886233519338,55.15398739930724
145,12.541011709086163,34.99833870973865,0.824546527134074,,0.1476103785566314,False,34.99833870973865,113.34264983190708,,125.88366154099324,164.16973257948177,,,38.28607103848853,113.34264983190708,164.16973257948177,50.82708274757469
151,11.468630265592637,47.57565654246093,0.7387607344900676,,0.18375808283197737,False,47.57565654246093,113.89035005074432,,125.35898031633695,175.94391383789343,,,50.58493352155648,113.89035005074432,175.94391383789343,62.053563787149116
152,11.021552532606805,44.4034569487532,0.76539981773703,,0.26626822437190056,False,44.4034569487532,115.23809826321289,,126.2596507958197,172.15328495457908,,,45.89363415875938,115.23809826321289,172.15328495457908,56.91518669136619
153,12.513634420542658,40.752883925926525,0.7392259103787744,,0.22523167613536588,False,40.752883925926525,113.02660418154012,,125.54023860208278,168.58504017374588,,,43.0448015716631,113.02660418154012,168.58504017374588,55.55843599220576
154,16.55409092811736,62.8897720482876,0.7458757726161165,,0.08886811157593755,False,62.8897720482876,114.60508434885871,,131.15917527697607,200.85460071397958,,,69.69542543700351,114.60508434885871,200.85460071397958,86.24951636512087
155,19.82144934908827,66.93239015031563,0.8891631266505031,,0.09131050505076332,False,66.93239015031563,109.4154742624962,,129.23692361158447,203.64057160876445,,,74.40364799717997,109.4154742624962,203.64057160876445,94.22509734626824
156,39.79500756047821,48.991523671325695,0.962214778497619,,0.11243476868443503,False,48.991523671325695,96.63821030509973,,136.43321786557794,191.73092739153648,,,55.29770952595854,96.63821030509973,191.73092739153648,95.09271708643675
157,12.976938912477962,26.470431786610334,0.821376046356126,,0.1753417409890088,False,26.470431786610334,114.16637604433306,,127.14331495681103,156.00018953013873,,,28.8568745733277,114.16637604433306,156.00018953013873,41.83381348580566
164,18.451675385786203,60.87573804834096,0.776063416908888,0.052155210647087946,0.17277860231751307,True,60.87573804834096,110.88065926309788,28.41625148578163,129.33233464888409,197.69041783668567,169.27416635090404,100.91608316310246,68.35808318780158,28.41625148578163,197.69041783668567,169.27416635090404
176,19.55953164511851,57.18754201934365,0.7170277444442911,,0.25941037291679425,False,57.18754201934365,110.45801640701899,,130.0175480521375,194.3860596563685,,,64.368511604231,110.45801640701899,194.3860596563685,83.92804324934951
181,16.930557446640975,61.51241980149956,0.8307900118391155,0.1995430834055575,0.2182221278824985,True,61.51241980149956,115.09264447928747,104.43155728132218,132.02320192592845,200.04448380278046,95.61292652145828,27.591644644606262,68.02128187685202,104.43155728132218,200.04448380278046,95.61292652145828
182,24.32436214683898,37.430140530283325,0.9688207785992595,,0.25223527252486033,False,37.430140530283325,104.2235639802492,,128.54792612708818,166.28265527413024,,,37.73472914704206,104.2235639802492,166.28265527413024,62.05909129388104
1011,18.521149824926724,56.32636420353643,0.8473417123085759,,0.16758490421283123,False,56.32636420353643,114.08929736146634,,132.61044718639306,194.28846070820958,,,61.678013521816524,114.08929736146634,194.28846070820958,80.19916334674325
1013,19.370213008616517,59.78241979738752,0.9002500329530223,,0.06258565929768001,False,59.78241979738752,113.36280748012153,,132.73302048873805,220.05394818535513,,,87.32092769661708,113.36280748012153,220.05394818535513,106.6911407052336
1015,25.607916800770568,54.032740341280515,0.9305580886064283,0.305604435527974,0.2876931842973932,True,54.032740341280515,113.9634115951464,105.69670428954198,139.57132839591696,194.74911724490937,89.05241295536739,33.87462410637498,55.17778884899241,105.69670428954198,194.74911724490937,89.05241295536739
1016,24.563758335545003,54.59021881299756,0.9238019410191364,0.2848411638517636,0.2827151912452216,True,54.59021881299756,114.50103230533651,106.09430984809197,139.0647906408815,195.27469253172868,89.18038268363671,32.970480792789544,56.20990189084716,106.09430984809197,195.27469253172868,89.18038268363671
1018,23.937719166757176,57.479671228217626,0.9141287398345153,0.28562760929661524,0.27590124705230257,True,57.479671228217626,114.62365322032397,105.6487939239786,138.56137238708115,198.14591956119904,92.49712563722044,32.91257846310255,59.58454717411789,105.6487939239786,198.14591956119904,92.49712563722044
1019,22.42264626146762,58.272806374218305,0.8520555601269866,0.3293521019031749,0.1342430436104951,True,58.272806374218305,110.32190539766783,97.04734224939658,132.74455165913545,193.06362361446884,96.01628136507226,35.697209409738875,60.319071955333385,97.04734224939658,193.06362361446884,96.01628136507226
1020,12.424620136411605,29.73870109884254,0.7679657425138148,0.09576012063299044,0.27453692767396376,True,29.73870109884254,115.36134089945361,99.73400391090567,127.78596103586521,159.54589928225957,59.8118953713539,28.051957124959543,31.759938246394356,99.73400391090567,159.54589928225957,59.8118953713539
1021,16.804733265787036,55.876493370394485,0.8776478141612466,,0.08191791246752067,False,55.876493370394485,113.65709494613003,,130.46182821191707,200.04337579085703,,,69.58154757893996,113.65709494613003,200.04337579085703,86.386280844727
1022,11.10392266063343,30.855899263392956,0.6463615424687945,,0.3351326681783712,False,30.855899263392956,114.8331514893546,,125.93707414998804,158.76779642684895,,,32.83072227686091,114.8331514893546,158.76779642684895,43.93464493749434
1024,18.070552172844145,65.88273440287603,0.859195618562336,0.09809001485725943,0.17326730339853857,True,65.88273440287603,112.73408277037896,89.05280045936688,130.8046349432231,201.6210908114769,112.56829035211003,41.75183448385623,70.8164558682538,89.05280045936688,201.6210908114769,112.56829035211003
1025,17.31039667842093,43.05820508079509,0.7242080499215936,,0.2557349088404892,False,43.05820508079509,114.1406100946053,,131.45100677302622,182.28399100987713,,,50.832984236850905,114.1406100946053,182.28399100987713,68.14338091527183
1026,14.626441493629542,63.81419405272254,0.837359705537158,,0.11793916764933432,False,63.81419405272254,114.15944075223787,,128.7858822458674,198.21801498725324,,,69.43213274138583,114.15944075223787,198.21801498725324,84.05857423501537
1027,16.553740116792127,45.20932598894876,0.7401941842863038,,0.2231048717765136,False,45.20932598894876,113.95323622480764,,130.50697634159977,184.3051380843892,,,53.79816174278943,113.95323622480764,184.3051380843892,70.35190185958156
1028,16.98384303635001,55.950259659148145,0.7098702960486674,,0.23229481238005278,False,55.950259659148145,110.8377180230365,,127.82156105938651,188.7115302672268,,,60.889969207840295,110.8377180230365,188.7115302672268,77.8738122441903
1029,19.139595117221532,68.51139159270423,0.7981714828341332,,0.19905843441482896,False,68.51139159270423,109.80107043626369,,128.94066555348522,203.35145647239247,,,74.41079091890725,109.80107043626369,203.35145647239247,93.55038603612878
1030,15.875897469238893,57.89024470136346,0.8588292293417157,,0.11489942567719369,False,57.89024470136346,111.83526123594169,,127.71115870518058,193.41148271651923,,,65.70032401133865,111.83526123594169,193.41148271651923,81.57622148057754
1031,16.821449377974332,37.09748719628723,0.8861176614098433,0.1528895920831257,0.2024493416678037,True,37.09748719628723,113.11074904965558,86.31658854417547,129.9321984276299,169.70267987640636,83.38609133223089,43.61560988345444,39.77048144877645,86.31658854417547,169.70267987640636,83.38609133223089
1032,11.605058365260334,34.16557302684008,0.6908889421919404,0.052727857113813004,0.31392557800951604,True,34.16557302684008,114.04363785596267,21.158616230911903,125.648696221223,161.51842189032575,140.35980565941384,104.4900799903111,35.86972566910275,21.158616230911903,161.51842189032575,140.35980565941384
1034,14.86324701635776,43.7879155246456,0.7804991640482137,,0.18467543986035262,False,43.7879155246456,114.82283521047556,,129.68608222683332,177.92522108691966,,,48.23913886008634,114.82283521047556,177.92522108691966,63.1023858764441
1037,13.622652807517767,57.353051795054085,0.8886366200546816,,0.12400297648366443,False,57.353051795054085,114.13232321079612,,127.75497601831388,190.03305654250818,,,62.278080524194294,114.13232321079612,190.03305654250818,75.90073333171206
1040,14.16235621135192,42.78871615793568,0.7798542571340723,,0.18903061183545444,False,42.78871615793568,114.77219678522388,,128.9345529965758,175.85536696280013,,,46.92081396622433,114.77219678522388,175.85536696280013,61.08317017757625
1041,13.914650727572266,43.59504749453717,0.7751427518022683,,0.1964579225804436,False,43.59504749453717,114.84530574674712,,128.75995647431938,176.29499175193166,,,47.53503527761228,114.84530574674712,176.29499175193166,61.449686005184546
1044,21.808122066932185,49.02722761105528,0.9887572440702252,0.31308873169115436,0.2820148295273288,True,49.02722761105528,113.79523469266755,93.72943223454985,135.60335675959973,184.21367378294025,90.4842415483904,41.87392452504989,48.610317023340514,93.72943223454985,184.21367378294025,90.4842415483904
1045,15.397767458574492,39.12474684615992,0.897557229877209,,0.1080384198590374,False,39.12474684615992,113.2953520596133,,128.69311951818779,175.25748080108312,,,46.564361282895334,113.2953520596133,175.25748080108312,61.962128741469826
1046,18.049724708221902,55.156184532860124,0.8055860137367216,,0.1417560121661321,False,55.156184532860124,114.36967537825214,,132.41940008647404,194.29313037176334,,,61.8737302852893,114.36967537825214,194.29313037176334,79.9234549935112
1047,15.302103042298157,54.740246556170405,0.8707369405022645,,0.12769550105676164,False,54.740246556170405,112.6988227900191,,128.00092583231725,188.13869748841407,,,60.13777165609682,112.6988227900191,188.13869748841407,75.43987469839497
1048,16.865341682106234,33.06247014668523,0.9251865448892962,,0.10664555344819115,False,33.06247014668523,114.31599203182653,,131.18133371393276,168.54967576120018,,,37.36834204726742,114.31599203182653,168.54967576120018,54.23368372937365
1049,16.56289578599994,26.225957968866368,0.881525129693193,,0.09980179649614573,False,26.225957968866368,111.42181413405869,,127.98470992005863,158.58280790128384,,,30.59809798122521,111.42181413405869,158.58280790128384,47.16099376722515
1050,20.702062285454303,63.07878120435069,0.8178365582119171,,0.1501121024773564,False,63.07878120435069,114.54958608075651,,135.25164836621082,205.7596604888076,,,70.5080121225968,114.54958608075651,205.7596604888076,91.2100744080511
1052,20.98287439529959,51.85806924523729,0.8557721011627214,,0.10138913269704508,False,51.85806924523729,109.55206160283389,,130.53493599813348,194.5540735836518,,,64.01913758551834,109.55206160283389,194.5540735836518,85.00201198081793
1053,17.62690724957119,46.766037566166744,0.8793117185605589,,0.10772347329335785,False,46.766037566166744,115.01351821395957,,132.64042546353076,186.51510932463938,,,53.87468386110862,115.01351821395957,186.51510932463938,71.50159111067981
