neuron_id,n_pre,n_post,Mean_pre,Mean_post,Diff,U,p,neuron_type,session_name,group_name
1664,600.0,1199.0,0.0,-0.6148557357129669,-0.6148557357129669,491944.5,3.2671415138104114e-48,SIR,hamilton_31,acute_cit
1666,600.0,1199.0,-9.177843670234627e-17,-0.5863187043400951,-0.586318704340095,480812.5,8.42400383491047e-33,SR,hamilton_31,acute_cit
1667,600.0,1199.0,1.8947806286936006e-16,-0.816442237958767,-0.8164422379587672,536709.0,5.1189364483806534e-68,SIR,hamilton_31,acute_cit
1668,600.0,1199.0,2.3684757858670008e-17,-0.4893860057909431,-0.4893860057909431,468949.5,1.2551286255118247e-33,SR,hamilton_31,acute_cit
1669,600.0,1199.0,-1.1842378929335004e-17,-0.06414595821573554,-0.06414595821573553,361797.5,0.07983544362177974,SIR,hamilton_31,acute_cit
1670,600.0,1199.0,2.3684757858670008e-17,-0.31381597999265987,-0.31381597999265987,421927.0,1.3033470605590665e-10,SIR,hamilton_31,acute_cit
1671,600.0,1199.0,1.0066022089934752e-16,-0.13205039748233854,-0.13205039748233866,383389.5,0.015649262862108795,SIR,hamilton_31,acute_cit
1675,600.0,1199.0,-4.7369515717340015e-17,-0.6023536441198234,-0.6023536441198234,490836.0,5.523298180276555e-48,SIR,hamilton_31,acute_cit
1676,600.0,1199.0,-4.7369515717340015e-17,-0.05489845032463583,-0.05489845032463578,366874.0,0.4417461366979254,SIR,hamilton_31,acute_cit
1678,600.0,1199.0,-5.921189464667502e-18,0.12020834072475677,0.12020834072475677,338820.0,0.020628637378801988,SIR,hamilton_31,acute_cit
1679,600.0,1199.0,0.0,-0.2606783576444801,-0.2606783576444801,413441.0,1.6220413809910578e-07,SIR,hamilton_31,acute_cit
1680,600.0,1199.0,-1.1842378929335004e-17,-0.27656903728798254,-0.27656903728798254,410250.5,1.2877536853142693e-09,SR,hamilton_31,acute_cit
1681,600.0,1199.0,-7.697546304067752e-17,-0.6434461790714425,-0.6434461790714424,494555.5,5.3073636428795446e-43,SIR,hamilton_31,acute_cit
1682,600.0,1199.0,2.2204460492503132e-17,0.09765801722189557,0.09765801722189554,341165.5,0.01947435893105277,SR,hamilton_31,acute_cit
1683,600.0,1199.0,5.921189464667501e-17,-1.4198297513827187,-1.4198297513827187,668813.0,2.301220750503346e-255,SIR,hamilton_31,acute_cit
1685,600.0,1199.0,-5.921189464667502e-18,-0.07535688039349722,-0.07535688039349722,362397.0,0.03365470183116841,SIR,hamilton_31,acute_cit
1686,600.0,1199.0,9.473903143468003e-17,-0.07774044198902771,-0.07774044198902781,346132.5,0.18854863683733014,SIR,hamilton_31,acute_cit
1687,600.0,1199.0,1.6579330501069005e-16,-1.5334288052357532,-1.5334288052357534,598129.0,5.542894434064496e-118,SIR,hamilton_31,acute_cit
1690,600.0,1199.0,-4.7369515717340015e-17,-4.83653495472883,-4.83653495472883,654046.5,5.81104592799513e-179,FF,hamilton_38,acute_cit
1691,600.0,1199.0,5.921189464667502e-18,1.1655015561233981,1.1655015561233981,209205.0,2.404521720419747e-57,SIR,hamilton_38,acute_cit
1693,600.0,1199.0,-2.3684757858670008e-17,-0.19853620716605494,-0.1985362071660549,405922.5,4.571849754700792e-06,FF,hamilton_38,acute_cit
1695,600.0,1199.0,-5.921189464667502e-18,0.5842578942750888,0.5842578942750888,349784.0,0.0004176064710086941,SIR,hamilton_38,acute_cit
1697,600.0,1199.0,8.881784197001253e-17,-1.4839496555370588,-1.4839496555370588,652433.0,4.020772476541337e-218,SR,hamilton_38,acute_cit
1698,600.0,1199.0,3.1086244689504386e-17,1.6570530362369675,1.6570530362369675,240324.0,3.6874450234922986e-44,SIR,hamilton_38,acute_cit
1706,600.0,1199.0,8.289665250534503e-17,-0.037357908613667966,-0.03735790861366805,373718.5,0.1732650208308143,SIR,hamilton_38,acute_cit
1708,600.0,1199.0,-5.921189464667502e-18,-0.08395375751881215,-0.08395375751881215,367762.5,0.03370939930636938,SR,hamilton_38,acute_cit
1709,600.0,1199.0,-2.3684757858670008e-17,0.4836343243613115,0.4836343243613115,297091.5,2.9093308393152586e-17,SIR,hamilton_38,acute_cit
1712,600.0,1199.0,0.0,-0.649153761822879,-0.649153761822879,538456.0,2.451725769439267e-76,SIR,hamilton_38,acute_cit
1713,600.0,1199.0,-5.921189464667502e-18,-0.045796697224345165,-0.04579669722434516,361197.5,0.2631113770335317,SIR,hamilton_38,acute_cit
1715,600.0,1199.0,8.881784197001253e-18,-1.351406553180618,-1.351406553180618,602412.0,1.2158184742434146e-122,SR,hamilton_38,acute_cit
1720,600.0,1199.0,2.3684757858670008e-17,0.8338883612926132,0.8338883612926132,203109.0,5.248781898202833e-52,SIR,hamilton_38,acute_cit
1721,600.0,1199.0,-4.7369515717340015e-17,1.2948602908272824,1.2948602908272824,135068.5,5.432384204930882e-105,SIR,hamilton_38,acute_cit
1725,600.0,1199.0,4.7369515717340015e-17,-1.1129945213371666,-1.1129945213371666,611378.5,1.0595132433664223e-135,SIR,hamilton_38,acute_cit
1726,600.0,1199.0,0.0,-0.08572159918983124,-0.08572159918983124,367190.0,0.0025815253341426574,SIR,hamilton_38,acute_cit
1727,600.0,1199.0,7.105427357601002e-17,-1.6558939476352388,-1.6558939476352388,657542.0,3.351006056503132e-185,FF,hamilton_38,acute_cit
1728,600.0,1199.0,9.473903143468003e-17,-0.7405404844185002,-0.7405404844185003,532123.0,2.3718414111996965e-70,SIR,hamilton_38,acute_cit
1732,600.0,1199.0,0.0,0.3429707981862683,0.3429707981862683,355783.5,0.04767632071854848,SIR,hamilton_38,acute_cit
1735,600.0,1199.0,1.628327102783563e-17,0.5204824858208376,0.5204824858208376,340786.0,6.285960547931652e-07,SIR,hamilton_38,acute_cit
1736,600.0,1199.0,0.0,0.19332192587620536,0.19332192587620536,354897.5,0.03108018345364425,SIR,hamilton_38,acute_cit
1737,600.0,1199.0,5.921189464667502e-18,4.609277378182354,4.609277378182354,55914.0,2.6818247055114474e-192,SIR,hamilton_38,acute_cit
1741,600.0,1199.0,1.3026616822268503e-16,1.2217081378416332,1.221708137841633,131287.5,1.2037723193637031e-107,SR,hamilton_38,acute_cit
1743,600.0,1199.0,-1.2138438402568377e-16,1.2654662794754097,1.26546627947541,168215.0,6.7918688044698385e-77,FF,hamilton_38,acute_cit
1748,600.0,1199.0,-1.1842378929335004e-17,0.658148613810435,0.658148613810435,249630.5,7.962155939921905e-28,SIR,hamilton_38,acute_cit
1749,600.0,1199.0,1.4802973661668754e-17,0.4179731377783439,0.4179731377783439,316126.5,5.5020073959847584e-08,SIR,hamilton_38,acute_cit
1751,600.0,1199.0,0.0,-0.8772666742417001,-0.8772666742417001,580583.0,9.79468795032165e-103,SIR,hamilton_38,acute_cit
1760,600.0,1199.0,-1.1842378929335004e-17,-0.9475389786238686,-0.9475389786238686,593634.5,3.484713151318313e-132,SR,hamilton_37,acute_sal
1767,600.0,1199.0,1.865174681370263e-16,0.0002309890364501376,0.0002309890364499511,361004.0,0.8990376659828812,SR,hamilton_37,acute_sal
1769,600.0,1199.0,-2.486899575160351e-16,-0.6205206759718123,-0.620520675971812,465358.5,5.435973533993913e-33,SR,hamilton_37,acute_sal
1772,600.0,1199.0,1.4802973661668754e-17,-0.1373051051539651,-0.13730510515396513,373174.0,2.4034422713196154e-08,SIR,hamilton_37,acute_sal
1774,600.0,1199.0,1.1842378929335003e-16,-0.4131409355582417,-0.41314093555824183,451628.0,5.477306012111822e-21,SR,hamilton_37,acute_sal
1775,600.0,1199.0,7.105427357601002e-17,-0.2806578543097016,-0.28065785430970164,415303.0,5.4211452745502536e-08,SR,hamilton_37,acute_sal
1792,600.0,1199.0,-8.289665250534503e-17,0.19880350279350079,0.19880350279350087,322502.5,0.00024288988614438577,SR,hamilton_37,acute_sal
1795,600.0,1199.0,1.1546319456101628e-16,0.08087385888257663,0.08087385888257652,347858.0,0.24341633894161452,SR,hamilton_37,acute_sal
1800,600.0,1199.0,2.3684757858670008e-17,-0.4496028669319417,-0.4496028669319417,477618.0,3.704603926413946e-36,SIR,hamilton_37,acute_sal
1810,600.0,1199.0,-6.809367884367626e-17,0.01995536416678258,0.01995536416678265,358472.0,0.7517806408386196,SIR,hamilton_37,acute_sal
1811,600.0,1199.0,-3.1974423109204507e-16,-0.6136472324766338,-0.6136472324766334,459818.5,7.131687380269978e-23,SR,hamilton_37,acute_sal
1812,600.0,1199.0,-4.144832625267251e-17,-0.30464981163993826,-0.3046498116399382,419621.0,2.4419786655965163e-10,SR,hamilton_37,acute_sal
1813,600.0,1199.0,-2.3092638912203257e-16,0.3167773736458303,0.31677737364583053,290693.5,2.6994168557869635e-13,SR,hamilton_37,acute_sal
1814,600.0,1199.0,-7.105427357601002e-17,-0.20315620800743356,-0.20315620800743348,394840.5,0.0003415069572405027,SR,hamilton_37,acute_sal
1815,600.0,1199.0,1.1842378929335004e-17,-0.04022375253747753,-0.04022375253747754,364010.5,0.6224528054926289,SR,hamilton_37,acute_sal
1816,600.0,1199.0,7.993605777301127e-17,-0.4069722082893285,-0.40697220828932856,446042.0,4.795586813775588e-18,SR,hamilton_37,acute_sal
1817,600.0,1199.0,1.0066022089934752e-16,-0.1017821469671502,-0.1017821469671503,386206.5,0.00938715517476542,SR,hamilton_37,acute_sal
1818,600.0,1199.0,0.0,-0.9861505626805152,-0.9861505626805152,556556.5,3.1985542054078224e-82,SIR,hamilton_37,acute_sal
1819,600.0,1199.0,-3.552713678800501e-17,-0.20989295054848306,-0.20989295054848303,402047.5,2.8729789012092694e-05,SIR,hamilton_37,acute_sal
1820,600.0,1199.0,-2.6053233644537007e-16,0.2519440621598322,0.2519440621598325,294080.0,6.898006171224229e-12,SR,hamilton_37,acute_sal
1821,600.0,1199.0,-1.0658141036401502e-16,0.543502465783353,0.5435024657833532,252552.0,4.291800702328808e-26,SIR,hamilton_37,acute_sal
1822,600.0,1199.0,-5.921189464667501e-17,-0.33057810016466144,-0.3305781001646614,411141.5,2.620633420516817e-07,SR,hamilton_37,acute_sal
1823,600.0,1199.0,7.697546304067752e-17,0.5401437736160292,0.540143773616029,237224.5,8.587035240851442e-36,SR,hamilton_37,acute_sal
1824,600.0,1199.0,8.881784197001253e-18,-0.023083913910941386,-0.023083913910941396,365373.5,0.5356865241396043,SR,hamilton_37,acute_sal
1825,600.0,1199.0,-7.993605777301127e-17,-0.42097230821475884,-0.4209723082147588,454039.5,3.071336517570058e-24,SR,hamilton_37,acute_sal
1826,600.0,1199.0,1.1842378929335004e-17,-0.08932780836555104,-0.08932780836555106,363605.5,0.013516071078758806,SR,hamilton_37,acute_sal
1827,600.0,1199.0,1.3322676295501878e-17,0.04985241968424859,0.049852419684248576,357579.0,0.46904957919651746,SIR,hamilton_37,acute_sal
1828,600.0,1199.0,1.7763568394002505e-17,-0.03662206672864996,-0.03662206672864998,360897.5,0.3934363943724565,SIR,hamilton_37,acute_sal
1829,600.0,1199.0,-1.4802973661668754e-17,0.033613024513673394,0.03361302451367341,358497.0,0.5431261203356885,SIR,hamilton_37,acute_sal
1830,600.0,1199.0,0.0,-0.07135938023028525,-0.07135938023028525,362399.0,0.06540148467350669,SIR,hamilton_37,acute_sal
1831,600.0,1199.0,-5.921189464667502e-18,-0.0836242010007091,-0.0836242010007091,362697.5,0.0015564334545531077,SR,hamilton_37,acute_sal
1832,600.0,1199.0,3.552713678800501e-17,-0.3162612066950592,-0.31626120669505925,425885.0,1.2067454513740762e-11,SR,hamilton_37,acute_sal
1833,600.0,1199.0,1.7763568394002505e-17,0.20168078109506765,0.20168078109506762,330070.0,0.0002441528986616108,SIR,hamilton_37,acute_sal
1834,600.0,1199.0,-1.1842378929335004e-17,-0.04696516991697619,-0.04696516991697618,364959.5,0.40315630679831194,SIR,hamilton_37,acute_sal
1835,600.0,1199.0,-4.7369515717340015e-17,-0.43922036973442663,-0.4392203697344266,447181.5,2.1913825311550945e-17,FF,hamilton_37,acute_sal
1836,600.0,1199.0,-3.552713678800501e-17,-0.059019817578488704,-0.05901981757848867,367292.5,0.33914349995169135,SIR,hamilton_37,acute_sal
1837,600.0,1199.0,0.0,-0.04385577251369581,-0.04385577251369581,362982.0,0.23246900550601157,SIR,hamilton_37,acute_sal
1914,600.0,1199.0,-3.552713678800501e-17,3.1772396610555385,3.1772396610555385,285194.0,6.77089437508998e-32,SR,hamilton_36,acute_cit
1930,600.0,1199.0,2.960594732333751e-18,26.769421647722705,26.769421647722705,82811.0,3.2273329651825054e-179,SR,hamilton_36,acute_cit
1931,600.0,1199.0,-1.3322676295501878e-17,7.8279049561558525,7.8279049561558525,206820.0,5.336928292400137e-77,SR,hamilton_36,acute_cit
1934,600.0,1199.0,-5.921189464667502e-18,12.383524525598878,12.383524525598878,114144.0,2.6390234739539176e-147,SR,hamilton_36,acute_cit
1938,600.0,1199.0,-3.256654205567126e-17,-0.04085889232227184,-0.04085889232227181,360299.5,0.157818921022005,SR,hamilton_36,acute_cit
1940,600.0,1199.0,7.401486830834377e-17,-0.5984219331299132,-0.5984219331299133,488139.0,8.871879622241468e-38,FF,hamilton_36,acute_cit
1942,600.0,1199.0,-8.881784197001253e-18,-0.04085889232227184,-0.040858892322271835,360299.5,0.157818921022005,SIR,hamilton_36,acute_cit
1946,600.0,1199.0,-2.3684757858670008e-17,-0.21518033859505092,-0.2151803385950509,416671.5,1.4011244347478254e-08,FF,hamilton_36,acute_cit
1949,600.0,1199.0,-5.921189464667502e-18,0.20262727516181617,0.20262727516181617,356696.0,0.07540575522799699,SIR,hamilton_36,acute_cit
1950,600.0,1199.0,-8.289665250534503e-17,-0.8612641767869433,-0.8612641767869432,543443.0,1.462418480727617e-72,SIR,hamilton_36,acute_cit
1951,600.0,1199.0,8.289665250534503e-17,-0.25361188504189514,-0.2536118850418952,403534.0,6.655472933839736e-09,SR,hamilton_36,acute_cit
1952,600.0,1199.0,-2.3684757858670008e-17,-0.22992980337232807,-0.22992980337232805,403220.5,1.5512612473257898e-06,SIR,hamilton_36,acute_cit
1956,600.0,1199.0,-3.552713678800501e-17,-0.03285268830447606,-0.032852688304476026,334008.5,0.004269775737276179,SIR,hamilton_36,acute_cit
1959,600.0,1199.0,-1.4802973661668754e-17,0.2767897005857075,0.2767897005857075,351896.0,0.002559942151321632,FF,hamilton_36,acute_cit
1960,600.0,1199.0,2.960594732333751e-18,14.516693684604371,14.516693684604371,90754.0,4.321430545903343e-170,SR,hamilton_36,acute_cit
1961,600.0,1199.0,-8.881784197001253e-18,0.0010197668682581963,0.0010197668682582052,361193.0,0.8813993178807088,SR,hamilton_32,acute_sal
1962,600.0,1199.0,1.6579330501069005e-16,-0.2248463311204099,-0.22484633112041005,406231.0,4.014397454228631e-06,SR,hamilton_32,acute_sal
1963,600.0,1199.0,3.256654205567126e-17,0.08825348027776593,0.0882534802777659,348939.5,0.06445219872799135,SIR,hamilton_32,acute_sal
1966,600.0,1199.0,4.7369515717340015e-17,-0.45409198709747545,-0.4540919870974755,446007.5,3.597481921821727e-17,SR,hamilton_32,acute_sal
1968,600.0,1199.0,1.3322676295501878e-16,0.08524276653350486,0.08524276653350472,345270.0,0.14343010563294115,SR,hamilton_32,acute_sal
1969,600.0,1199.0,-1.4802973661668754e-17,-0.0645466887195442,-0.06454668871954419,372277.0,0.19671451221749103,SR,hamilton_32,acute_sal
1970,600.0,1199.0,1.7763568394002505e-17,0.07517982398313139,0.07517982398313137,354338.5,0.40504727490501813,SIR,hamilton_32,acute_sal
1973,600.0,1199.0,-3.256654205567126e-17,-0.032497679224304285,-0.03249767922430425,361796.5,0.5230851962725753,SIR,hamilton_32,acute_sal
1974,600.0,1199.0,3.315866100213801e-16,-0.042110535508810776,-0.04211053550881111,362336.5,0.7981829228138133,FF,hamilton_32,acute_sal
1975,600.0,1199.0,1.7763568394002505e-17,0.18467097104104938,0.18467097104104935,344185.0,0.01963555152862258,SR,hamilton_32,acute_sal
1978,600.0,1199.0,1.1842378929335004e-17,0.7832091705704332,0.7832091705704332,197098.0,3.6848475151527784e-61,SR,hamilton_32,acute_sal
1980,600.0,1199.0,7.105427357601002e-17,0.33235857931749696,0.3323585793174969,295421.0,8.989819209719271e-11,SR,hamilton_32,acute_sal
1982,600.0,1199.0,-3.907985046680551e-16,-0.4377945055388611,-0.43779450553886073,444151.5,3.252597707146804e-17,SR,hamilton_32,acute_sal
1983,600.0,1199.0,1.1842378929335003e-16,1.257125472548182,1.2571254725481817,206158.5,6.112067987073672e-50,SIR,hamilton_32,acute_sal
1984,600.0,1199.0,4.7369515717340015e-17,0.9832566538752167,0.9832566538752167,180975.0,6.00001645419112e-71,SR,hamilton_32,acute_sal
1985,600.0,1199.0,-9.769962616701378e-17,0.4008502542509826,0.4008502542509827,283411.0,1.2469095445360578e-14,SR,hamilton_32,acute_sal
1987,600.0,1199.0,-2.3684757858670008e-17,0.7108662555040223,0.7108662555040223,242344.0,5.013035489307394e-31,SIR,hamilton_32,acute_sal
1988,600.0,1199.0,9.473903143468003e-17,0.6916923217216742,0.691692321721674,227959.0,3.047008932253721e-40,SIR,hamilton_32,acute_sal
1989,600.0,1199.0,1.1842378929335004e-17,0.23246764187135519,0.23246764187135519,347620.0,0.003391241244043071,SIR,hamilton_32,acute_sal
1990,600.0,1199.0,1.1842378929335004e-17,0.09154633320031659,0.09154633320031658,357302.0,0.1294190559942034,SR,hamilton_32,acute_sal
1991,600.0,1199.0,-1.1842378929335004e-17,0.27029883894082707,0.27029883894082707,310808.0,1.759665524730624e-07,SIR,hamilton_32,acute_sal
1992,600.0,1199.0,4.7369515717340015e-17,0.2699075628918007,0.2699075628918006,305242.5,3.291026659277973e-08,SR,hamilton_32,acute_sal
1993,600.0,1199.0,-2.960594732333751e-17,0.5835971469148662,0.5835971469148662,266277.0,1.7346996867746644e-21,SR,hamilton_32,acute_sal
1995,600.0,1199.0,1.1842378929335004e-17,0.410177265834929,0.410177265834929,288843.5,3.0873810758951826e-12,SR,hamilton_32,acute_sal
1997,600.0,1199.0,-5.329070518200751e-17,-0.3012784477360805,-0.3012784477360804,428394.5,1.7175843480222713e-11,SR,hamilton_32,acute_sal
1998,600.0,1199.0,-1.3322676295501878e-17,-0.07586267929431233,-0.07586267929431231,376389.5,0.1006891321346047,SR,hamilton_32,acute_sal
1999,600.0,1199.0,1.1842378929335004e-17,0.007188070214942432,0.00718807021494242,360646.5,0.9252093770176858,SR,hamilton_32,acute_sal
2000,600.0,1199.0,4.144832625267251e-17,-0.2464332090773159,-0.24643320907731592,411650.5,1.5733120084897281e-09,SIR,hamilton_32,acute_sal
2001,600.0,1199.0,2.3684757858670008e-17,0.05752250491151411,0.05752250491151409,352021.5,0.20158861470169398,SIR,hamilton_32,acute_sal
2002,600.0,1199.0,-6.039613253960852e-16,-0.2932669038678453,-0.2932669038678447,421458.0,2.191414380441851e-09,FF,hamilton_32,acute_sal
2003,600.0,1199.0,5.329070518200751e-17,-0.12636253216664006,-0.12636253216664012,372393.5,0.21472880251098392,SR,hamilton_32,acute_sal
2291,600.0,1199.0,-3.552713678800501e-17,2.6346289977851396,2.6346289977851396,82730.5,1.4776908955884848e-158,SR,acute_15,acute_saline
2293,600.0,1199.0,-2.7237471537470505e-16,0.18449914652438906,0.18449914652438934,324638.0,0.00032086351527372165,SR,acute_15,acute_saline
2296,600.0,1199.0,-1.7763568394002506e-16,0.8106073256025057,0.8106073256025059,235530.0,3.4581848510936903e-34,SR,acute_15,acute_saline
2298,600.0,1199.0,-1.1842378929335003e-16,2.0625314878930094,2.0625314878930094,117085.0,1.6998057857188234e-122,SIR,acute_15,acute_saline
2299,600.0,1199.0,-1.1842378929335004e-17,-0.23858515916979872,-0.23858515916979872,399828.0,2.3582721558271922e-05,SR,acute_15,acute_saline
2301,600.0,1199.0,1.1842378929335003e-16,-0.6028654544338354,-0.6028654544338355,472038.0,2.1266464195511345e-30,SR,acute_15,acute_saline
2305,600.0,1199.0,1.8947806286936006e-16,-0.17351293976557916,-0.17351293976557935,387769.5,0.001861439387027449,SIR,acute_15,acute_saline
2306,600.0,1199.0,-4.7369515717340015e-17,0.6482392177004125,0.6482392177004125,271153.5,9.990407780649236e-18,FF,acute_15,acute_saline
2309,600.0,1199.0,-1.4210854715202004e-16,0.24708923437547828,0.24708923437547842,316925.5,5.8097702062419655e-06,SR,acute_15,acute_saline
2316,600.0,1199.0,9.473903143468003e-17,0.19125635987032147,0.19125635987032139,305800.0,1.230085019297655e-07,SIR,acute_15,acute_saline
2324,600.0,1199.0,8.289665250534503e-17,2.3743938835564142,2.3743938835564142,69099.0,4.276434762773109e-176,SIR,acute_15,acute_saline
2328,600.0,1199.0,-4.263256414560601e-16,0.4065714959972957,0.40657149599729614,287057.0,1.6866741264283526e-12,FF,acute_15,acute_saline
2329,600.0,1199.0,-4.7369515717340015e-17,-0.47979873058040384,-0.4797987305804038,504206.5,1.823872078044824e-50,SIR,acute_15,acute_saline
2334,600.0,1199.0,-3.552713678800501e-17,0.2150958026597902,0.21509580265979023,303771.5,3.665456400300211e-09,SR,acute_15,acute_saline
2335,600.0,1199.0,-7.105427357601002e-17,-0.4203521955863794,-0.4203521955863793,456906.0,1.1623716565853542e-27,SR,acute_15,acute_saline
2337,600.0,1199.0,-1.1546319456101628e-16,0.3349822200962987,0.3349822200962988,297568.0,8.196298859342152e-11,SR,acute_15,acute_saline
2338,600.0,1199.0,0.0,-0.16903552576140785,-0.16903552576140785,387361.5,0.006142110101418781,SR,acute_15,acute_saline
2339,600.0,1199.0,1.1842378929335004e-17,0.001987573897630888,0.001987573897630876,384070.0,0.003291829190158029,SIR,acute_15,acute_saline
