Method,MI
Observed,0.38992785417878284
Observed,0.35896615310556557
Observed,0.372752723852062
Observed,0.40575142930880165
Observed,0.3931427471825958
Observed,0.4330059168696403
Observed,0.441418997209799
Observed,0.35333115124201786
Observed,0.40272593287582065
Observed,0.3653819084950393
Observed,0.4157856838470959
Observed,0.41856927010853745
Observed,0.38497975183551403
Observed,0.3722169474374316
Observed,0.41376430587291135
Observed,0.3446450478032147
Observed,0.42836363878072864
Observed,0.37590470993419484
Observed,0.3914887797247471
Observed,0.3822794520525977
Observed,0.41884675243927205
Observed,0.40939247550701363
Observed,0.450681989150301
Observed,0.4126418300726191
Observed,0.41444204381049166
Observed,0.44087683795387006
Observed,0.4273224332175778
Observed,0.4404595547448998
Observed,0.4633865642659641
Observed,0.4002740209646893
Observed,0.4134210508987824
Observed,0.4063546685775864
Observed,0.41383708964455623
Observed,0.39369880028381876
Observed,0.4116533536494949
Observed,0.4595148002193675
Observed,0.36980145363798345
Observed,0.46577793332247264
Observed,0.36629210387668376
Observed,0.398753209422657
Observed,0.3797181379479926
Observed,0.4677657471992279
Observed,0.3518897260859496
Observed,0.4315039768899673
Observed,0.3752257641875047
Observed,0.35046205946018366
Observed,0.4310352502617307
Observed,0.39930976630280246
Observed,0.3460507835135509
Observed,0.39264251398559213
Observed,0.41721170100812005
Observed,0.38978375980231755
Observed,0.4720165139606511
Observed,0.37932288886985543
Observed,0.3925315012903521
Observed,0.44963965456441013
Observed,0.4549902575242973
Observed,0.3516259428620243
Observed,0.3933827668649866
Observed,0.3658401135031578
Observed,0.4265490585357896
Observed,0.4025138195780974
Observed,0.37292440922467485
Observed,0.44394895136081686
Observed,0.4503595057616825
Observed,0.38314963414051295
Observed,0.454892073801706
Observed,0.4024351411234099
Observed,0.3815080307129358
Observed,0.38685535284297395
Observed,0.3915311014449795
Observed,0.34759790187818407
Observed,0.3840651165114415
Observed,0.422196548631989
Observed,0.3925259258129134
Observed,0.4593442727697918
Observed,0.47384270443965393
Observed,0.37963966716009045
Observed,0.42525726198972463
Observed,0.40892862209678027
Observed,0.40665798508394535
Observed,0.3572728613750103
Observed,0.4577143254917012
Observed,0.4433809648222715
Observed,0.4473310764296463
Observed,0.49145094954033275
Observed,0.43438924297478104
Observed,0.3847142782783599
Observed,0.4273091450765553
Observed,0.4052625823006619
Observed,0.3957751833482243
Observed,0.38519305836668283
Observed,0.3966289049584434
Observed,0.4432141759333109
Observed,0.43033156463676736
Observed,0.323526769464181
Observed,0.41314650859427793
Observed,0.3590001965793621
Observed,0.3931980934783922
Observed,0.42459907237994915
Observed,0.4614353686499296
Observed,0.5234640929971325
Observed,0.4141443910678407
Observed,0.41269141244712687
Observed,0.4357638366835673
Observed,0.4128974678641503
Observed,0.4052421654170857
Observed,0.4505490545205499
Observed,0.36321788552713896
Observed,0.4067916532832816
Observed,0.39461395665088467
Observed,0.4787417520734652
Observed,0.40318980434713964
Observed,0.4013683402463009
Observed,0.3900615724556958
Observed,0.4146839440860947
Observed,0.5526376838786844
Observed,0.4336058170438985
Observed,0.4526699727158938
Observed,0.36996337316052275
Observed,0.4101252714525835
Observed,0.43386988928881887
Observed,0.3906214804525806
Observed,0.43882017310232596
Observed,0.4047903378346765
Observed,0.4884189527347236
Observed,0.4065273310769462
Observed,0.3877830765928779
Observed,0.39650322681590067
Observed,0.5086496771879985
Observed,0.3503166617418616
Observed,0.47873755482287833
Observed,0.3993524748558911
Observed,0.44418029060120345
Observed,0.4501210043316986
Observed,0.3779947546283263
Observed,0.4021770411001143
Observed,0.4176194464840505
Observed,0.37150030826148445
Observed,0.37192532217438223
Observed,0.419507015749175
Observed,0.4157891420392834
Observed,0.3981079412877379
Observed,0.3938799975296541
Observed,0.3795831093675041
Observed,0.42910406554087954
Observed,0.4779527891195104
Observed,0.35624111820051163
Observed,0.4214739066288505
Observed,0.37895341988552084
Observed,0.40586622893077917
Observed,0.39758897214232625
Observed,0.40722741902670545
Observed,0.35554907618144466
Observed,0.41543231219145454
Observed,0.42540791363228236
Observed,0.41439457677454977
Observed,0.405927001377661
Observed,0.4577476476780663
Observed,0.39372717810216856
Observed,0.3362478362027179
Observed,0.4022403949354977
Observed,0.32298870490814413
Observed,0.3404851104998403
Observed,0.3574584086476866
Observed,0.3603364705306101
Observed,0.40973625483190673
Observed,0.45249242372888054
Observed,0.3633191462042331
Observed,0.3922152159561853
Observed,0.39710486137399525
Observed,0.3958862028977327
Observed,0.4589098336256445
Observed,0.3632062868634435
Observed,0.3473017300026225
Observed,0.4129940260261384
Observed,0.4450441075310862
Observed,0.38941646002804126
Observed,0.5043826810385519
Observed,0.38572226577903473
Observed,0.3599571776351055
Observed,0.40702984433291306
Observed,0.33083893389204105
Observed,0.4663559809652648
Observed,0.3932980684425209
Observed,0.4327566939917508
Observed,0.40983679134571566
Observed,0.3562880998310435
Observed,0.4635919470661231
Observed,0.43064629796061843
Observed,0.37554317059971937
Observed,0.42153797558160044
Observed,0.39270338228128077
Observed,0.37022366398962464
Observed,0.44609543725628964
Observed,0.42662289319257224
Observed,0.45606589076944
Observed,0.35520748570444033
Observed,0.38735922013314117
Observed,0.3414625704482122
Observed,0.43325156247484176
Observed,0.3491031131288478
Observed,0.4070820569057405
Observed,0.4185825036059079
Observed,0.4037397487083718
Observed,0.3485887377889208
Observed,0.4427356119346266
Observed,0.43834703318474183
Observed,0.4013235403066404
Observed,0.40766663565117794
Observed,0.3923826437018356
Observed,0.38305659468705916
Observed,0.34961430048459
Observed,0.4400372542761869
Observed,0.3845451405439841
Observed,0.43586093028661904
Observed,0.4175172689382623
Observed,0.4645050739500293
Observed,0.33824020157896034
Observed,0.44748105962159396
Observed,0.36222440514225446
Observed,0.3940687084206995
Observed,0.4003774300749691
Observed,0.39572019111876505
Observed,0.48526537244239304
Observed,0.43974772156069303
Observed,0.3629210338572139
Observed,0.3832655763891588
Observed,0.4791526328974234
Observed,0.4508287630834822
Observed,0.3884933263872048
Observed,0.4080625796040196
Observed,0.39670706025389735
Observed,0.4789304367844251
Observed,0.42260865043315277
Observed,0.3615297642093296
Observed,0.44665936096548936
Observed,0.40194524771466195
Observed,0.4818083476422189
Observed,0.3982215154124654
Observed,0.4558109148097694
Observed,0.32819650488459673
Observed,0.38471583530531933
Observed,0.42580410930711277
Observed,0.3474892232596182
Observed,0.41593049632026474
Observed,0.40427283748230064
Observed,0.41830231799518264
Observed,0.40871768229348254
Observed,0.3639165236318412
Observed,0.4188281156483599
Observed,0.47244797199579086
Observed,0.4173984994930605
Observed,0.3384133518674699
Observed,0.36113693700897276
Observed,0.3813500889124656
Observed,0.39122698014555596
Observed,0.3918241677588731
Observed,0.4187214239879559
Observed,0.38638321026553435
Observed,0.3848579206530806
Observed,0.41675660870702086
Observed,0.3389452060450137
Observed,0.39314710461138175
Observed,0.353755254757001
Observed,0.4150803665160669
Observed,0.38365158336900734
Observed,0.3913419579872702
Observed,0.37904103905519254
Observed,0.4124535603066795
Observed,0.44586705419455436
Observed,0.3655055738310703
Observed,0.4375334732441749
Observed,0.3975139380494578
Observed,0.42444835107335915
Observed,0.4215204470737503
Observed,0.362067498446856
Observed,0.4217932305234958
Observed,0.5507065673409517
Observed,0.48124419910398025
Observed,0.36516163315727734
Observed,0.38842615640266626
Observed,0.4149859136493443
Observed,0.38085562750162616
Observed,0.356938779136855
Observed,0.4788832812033662
Observed,0.42345960794062426
Observed,0.45415313883545355
Observed,0.38599980467614614
Observed,0.335287415496016
Observed,0.4445942055049751
Observed,0.3998785014683963
Observed,0.3895201598212403
Observed,0.38125307106971723
Observed,0.4306681085988461
Observed,0.39203786896469744
Observed,0.472310417972303
Observed,0.3980148419905733
Observed,0.4709034161187163
Observed,0.40757930527343367
Observed,0.43039384457583224
Observed,0.41756591201442866
Observed,0.35351962541101767
Observed,0.44888601528978767
Observed,0.38902148790604696
Observed,0.42262736331369327
Observed,0.38622258324728476
Observed,0.39951682104639547
Observed,0.47488786059276367
Observed,0.4355060313000673
Observed,0.42727614500446126
Observed,0.3681561295432038
Observed,0.35206823791038455
Observed,0.36886240871177123
Observed,0.46364294290856
Observed,0.45532686132845235
Observed,0.48026162331202105
Observed,0.4697286996900233
Observed,0.40453414187549425
Observed,0.33871454158204123
Observed,0.36937240706031876
Observed,0.4505879348091773
Observed,0.45367350146298163
Observed,0.4648932316360444
Observed,0.43580103630636896
Observed,0.3552919690024154
Observed,0.43738033530086146
Observed,0.39958560003946564
Observed,0.37294541044642776
Observed,0.43516402682828503
Observed,0.46935201672283716
Observed,0.4647900017543763
Observed,0.4267339345961811
Observed,0.45828002591117445
Observed,0.4074190839328995
Observed,0.4540274387767572
Observed,0.41347954085448896
Observed,0.4699249385581279
Observed,0.36434065767642765
Observed,0.42191163643774343
Observed,0.48412808962239545
Observed,0.3911291808466574
Observed,0.4056735061964807
Observed,0.3909294505339592
Observed,0.3748271112431125
Observed,0.38865975050029583
Observed,0.42191123958573107
Observed,0.4138728685765406
Observed,0.4129457583728632
Observed,0.421185134915053
Observed,0.41016153855952825
Observed,0.5220485575919991
Observed,0.4310559508421762
Observed,0.33874303843925574
Observed,0.36028062820326995
Observed,0.39233348488575254
Observed,0.3983908083051222
Observed,0.39141128357332555
Observed,0.38895271147226623
Observed,0.3418950965339687
Observed,0.40863536546151613
Observed,0.4069492496178991
Observed,0.3828966164550277
Observed,0.4020371353281634
Observed,0.4423623674410574
Observed,0.43669401052473267
Observed,0.3617693442151747
Observed,0.34009393075219696
Observed,0.46831020536102674
Observed,0.44058152916128057
Observed,0.3466757351640023
Observed,0.39399333410728976
Observed,0.4463519041522452
Observed,0.36510534203978423
Observed,0.4395759671958677
Observed,0.4476619194184959
Observed,0.3790881841494175
Observed,0.46910465949015373
Observed,0.48366473964509044
Observed,0.44180466291525156
Observed,0.45467667727970373
Observed,0.39851804216231573
Observed,0.39766555663310243
Observed,0.42033054104828255
Observed,0.4590890605579492
Observed,0.4352128943313305
Observed,0.4152610430431159
Observed,0.5157004824100087
Observed,0.37564252195935416
Observed,0.44455438533628583
Observed,0.4256326544477929
Observed,0.4222006899067634
Observed,0.4787935402190345
Observed,0.4550138679989377
Observed,0.36824246324689464
Observed,0.4424923018249514
Observed,0.3780093079045608
Observed,0.3201633980604722
Observed,0.4433227274812695
Observed,0.49839399128527256
Observed,0.4257917370613203
Observed,0.3907725782286486
Observed,0.4041910132125116
Observed,0.42888200652097513
Observed,0.4540854723205095
Observed,0.3508761243088296
Observed,0.433192534792617
Observed,0.42301433654761544
Observed,0.4423168052389478
Observed,0.42632781085074134
Observed,0.308169460748705
Observed,0.3827213017030898
Observed,0.3916853325227905
Observed,0.394875499336108
Observed,0.44089768822779907
Observed,0.4031481342449396
Observed,0.44759186025674114
Observed,0.37327826330143715
Observed,0.4740864795390932
Observed,0.47587958635655664
Observed,0.4858593988401799
Observed,0.375179500059594
Observed,0.43455116501264046
Observed,0.43003308162632303
Observed,0.3416937346489066
Observed,0.43011499761518995
Observed,0.418095550600076
Observed,0.3751587118366902
Observed,0.3892829948241444
Observed,0.46423541928191653
Observed,0.4345572090577387
Observed,0.4860256680896433
Observed,0.46570980471278917
Observed,0.49788539992501657
Observed,0.4623045936412261
Observed,0.4276565258097123
Observed,0.45819054037995094
Observed,0.3504138709740684
Observed,0.3483774588740932
Observed,0.4415528860701695
Observed,0.4183233045690436
Observed,0.48640765453818363
Observed,0.37180593521628313
Observed,0.4158073734047041
Observed,0.44557588151711686
Observed,0.4075252494019231
Observed,0.4642959928528427
Observed,0.34667989582592895
Observed,0.3851057829580248
Observed,0.34895159833719475
Observed,0.3882427745326798
Observed,0.417303236541445
Observed,0.3462390826347817
Observed,0.35903072813384784
Observed,0.38402511084973345
Observed,0.41475274850701865
Observed,0.3891485765769206
Observed,0.3494830802978305
Observed,0.4061582180896967
Observed,0.40343684334213625
Observed,0.4340034846082377
Observed,0.3748231447567732
Observed,0.4204227197583382
Observed,0.39660624393112226
Observed,0.36451504324643336
Observed,0.42946800661943907
Observed,0.448864851301556
Observed,0.3827812593277982
Observed,0.41649781339353986
Observed,0.42866299746310005
Observed,0.3790054889116652
Observed,0.4437575344229051
Observed,0.4328314482776504
Observed,0.5032232044612301
Observed,0.4857118747505474
Observed,0.38662271088400196
Observed,0.4075464315465311
Observed,0.47987145782451607
Observed,0.4717381153123583
Observed,0.4308484388541959
Observed,0.4857568466504536
Observed,0.34596244908321167
Observed,0.36345777410353586
Observed,0.3772203895355073
Observed,0.43568223527594385
Observed,0.4318281547149389
Observed,0.3799907383533667
Observed,0.39580898863210145
Observed,0.44727510578474555
Observed,0.48730267330767485
Observed,0.36171442316019775
Observed,0.39489676723575795
Observed,0.35145589142535755
Observed,0.3420231197942194
Observed,0.47827464762091004
Observed,0.3884785775232414
Observed,0.41695449205939916
Observed,0.4806489224372328
Observed,0.4233489810289558
Observed,0.3998360473243006
Observed,0.38834541937976075
Observed,0.3501546348905713
Observed,0.38184845918152155
Observed,0.3579387031273472
Observed,0.42715405053491406
Observed,0.4477204078430565
Observed,0.36416798020661056
Observed,0.4210037190522415
Observed,0.37296815134993944
Observed,0.394091959597383
Observed,0.44131375281920565
Observed,0.4777592111129271
Observed,0.3914966188518038
Observed,0.3964871779958258
Observed,0.47303062240276356
Observed,0.38631141147845527
Observed,0.4773152433703053
Observed,0.31851198199761976
Observed,0.400058394475286
Observed,0.4199747960914845
Observed,0.40310586571832285
Observed,0.39427157773691596
Observed,0.39162306107670464
Observed,0.3492422386923096
Observed,0.3817145387337752
Observed,0.4114810409777774
Observed,0.3914943526157794
Observed,0.34720267275097527
Observed,0.42295570629582624
Observed,0.4426686580344908
Observed,0.3264881447582614
Observed,0.413524097697891
Observed,0.44267508735670413
Observed,0.46302866732731274
Observed,0.3961878848619608
Observed,0.46514787862446344
Observed,0.412875566649215
Observed,0.33305892191036235
Observed,0.4042936071898093
Observed,0.39493019793009604
Observed,0.3486366986923386
Observed,0.40554537625956144
Observed,0.3722689781564733
Observed,0.3568256731890319
Observed,0.41587720464695227
Observed,0.40882578922454876
Observed,0.3759952785877892
Observed,0.39841159394855824
Observed,0.3495353626673651
Observed,0.3543482267277084
Observed,0.47887854072524627
Observed,0.37790168789400813
Observed,0.3983881085973627
Observed,0.47114460166024985
Observed,0.4341496159901674
Observed,0.4205571658952102
Observed,0.3942827492024471
Observed,0.43039603447975
Observed,0.4028897501218079
Observed,0.45800637503668273
Observed,0.38174810467797526
Observed,0.37380939972412197
Observed,0.4099118167430849
Observed,0.3961725677021602
Observed,0.3985163101557419
Observed,0.5166456438250042
Observed,0.4387736463134992
Observed,0.3359992152089586
Observed,0.4351469862236033
Observed,0.35509742570382385
Observed,0.3705154459102644
Observed,0.41398155097618883
Observed,0.3822245398409433
Observed,0.42339958323218235
Observed,0.34483531751226054
Observed,0.32241018269229527
Observed,0.422306344178239
Observed,0.43422684541073436
Observed,0.46317376415056927
Observed,0.36900103518534594
Observed,0.40298535680642683
Observed,0.383785853397624
Observed,0.42158568446277345
Observed,0.35475616072534627
Observed,0.42473710168799494
Observed,0.4483004698430373
Observed,0.387267958741823
Observed,0.45819335340097733
Observed,0.4278123136931024
Observed,0.39728077578440735
Observed,0.45196021049313323
Observed,0.3934138453005339
Observed,0.4146621465131799
Observed,0.4211925184541897
Observed,0.41664251911182676
Observed,0.35829325561437714
Observed,0.4972399555125869
Observed,0.4421852998757415
Observed,0.2958736379502693
Observed,0.35292847606483235
Observed,0.4747108055758634
Observed,0.37566660561400234
Observed,0.38696427920503934
Observed,0.429692917010402
Observed,0.4197023212510472
Observed,0.403436034052253
Observed,0.351019670744253
Observed,0.3577281210271193
Observed,0.40420890620843236
Observed,0.37948514494475794
Observed,0.40383622395023877
Observed,0.3800005018545154
Observed,0.34085312927127054
Observed,0.48478497053922853
Observed,0.4139678601406108
Observed,0.4608261825615588
Observed,0.3610266012653822
Observed,0.355567996813107
Observed,0.3720761141052659
Observed,0.3571526761678328
Observed,0.4110422826821211
Observed,0.3606041790573776
Observed,0.3537904846329186
Observed,0.3612415318675972
Observed,0.4110635581495866
Observed,0.39801573988854655
Observed,0.4150768189668836
Observed,0.4546680586565736
Observed,0.3941151204288039
Observed,0.4533586257110545
Observed,0.4443652940160952
Observed,0.35508515426432763
Observed,0.4534104978276052
Observed,0.34527167559397104
Observed,0.3851056231770747
Observed,0.31274337936769714
Observed,0.45819889718459067
Observed,0.4076475165551126
Observed,0.3612634954259779
Observed,0.4483919177789191
Observed,0.4418265311758927
Observed,0.4684205708379795
Observed,0.3945931477737375
Observed,0.4404317627893081
Observed,0.3844308619039545
Observed,0.3286365803359943
Observed,0.3521896927405392
Observed,0.4417641077848228
Observed,0.3864856595804103
Observed,0.4005979453031703
Observed,0.436741433343874
Observed,0.3882084993488019
Observed,0.36337611111832624
Observed,0.46919920819225486
Observed,0.39055559148720725
Observed,0.44075883633696206
Observed,0.4301323441586512
Observed,0.3642465874923388
Observed,0.4043476428370193
Observed,0.43668599491254395
Observed,0.39175669596453855
Observed,0.39847162748047865
Observed,0.45804368911579096
Observed,0.47694643826981636
Observed,0.41783353559013015
Observed,0.4666319645619969
Observed,0.35400671770658737
Observed,0.42885394676036426
Observed,0.4172483417263323
Observed,0.4448034121570016
Observed,0.36865001598409464
Observed,0.352071601118868
Observed,0.354429922155578
Observed,0.36807670250832625
Observed,0.3456733075418447
Observed,0.4059581113849892
Observed,0.3342629899651092
Observed,0.400723603568242
Observed,0.3890880529275083
Observed,0.4925304723851506
Observed,0.43350853927856603
Observed,0.47215111189185144
Observed,0.3966220467909517
Observed,0.3580554645526799
Observed,0.4153992986285178
Observed,0.3719161737273244
Observed,0.47122976553003504
Observed,0.47469868602728765
Observed,0.3900440393402502
Observed,0.4094144668382364
Observed,0.3736715882007267
Observed,0.33403198926156863
Observed,0.3722329077706355
Observed,0.3648596898795783
Observed,0.46444673332301206
Observed,0.4761887161024601
Observed,0.3926328916899589
Observed,0.414031224111409
Observed,0.3633073373921446
Observed,0.38378435754365675
Observed,0.40658260794111706
Observed,0.42381042203633285
Observed,0.3866332218726632
Observed,0.388647126543042
Observed,0.41337939719256506
Observed,0.44294320659157776
Observed,0.3739750716919417
Observed,0.3184883188702028
Observed,0.43735447864914706
Observed,0.529199976793043
Observed,0.3762134061417084
Observed,0.40888895137050335
Observed,0.3462513025731385
Observed,0.37543961239085827
Observed,0.39977056735454425
Observed,0.36983730977131274
Observed,0.4686291148358865
Observed,0.45973016391012117
Observed,0.4162172288406334
Observed,0.3429712892867917
Observed,0.40187831980094924
Observed,0.4138971609360278
Observed,0.4589473103312651
Observed,0.35512969310465986
Observed,0.40907069367805216
Observed,0.3927055986432617
Observed,0.4184659190861244
Observed,0.38544689326811976
Observed,0.4416106048422885
Observed,0.34006057119139965
Observed,0.4563409918263133
Observed,0.35534621111749476
Observed,0.37217348291357955
Observed,0.43442501470674777
Observed,0.38927211846904497
Observed,0.4030048424717287
Observed,0.4403852415842899
Observed,0.4620809339824061
Observed,0.3689445990238735
Observed,0.3779811585222932
Observed,0.4823277057072728
Observed,0.38579871936549265
Observed,0.4339833196973538
Observed,0.39573024360667025
Observed,0.3459522432987378
Observed,0.36863698381273685
Observed,0.4469408251184035
Observed,0.42395031356816193
Observed,0.3453264198800508
Observed,0.3734868920343296
Observed,0.4322965939680005
Observed,0.5162219320930852
Observed,0.4105314179393536
Observed,0.4480531491109367
Observed,0.3408107503907451
Observed,0.38243514836396725
Observed,0.38440885894510113
Observed,0.3742738485166619
Observed,0.4422697536471956
Observed,0.32042520455563767
Observed,0.3980192999650294
Observed,0.4378935469116635
Observed,0.5192721785493736
Observed,0.39320042632720237
Observed,0.3928011970551257
Observed,0.5241062764465092
Observed,0.4199532411997276
Observed,0.4075264322767222
Observed,0.37071757203216427
Observed,0.3864626947783505
Observed,0.3687523960356719
Observed,0.3808214757455851
Observed,0.4458937643676324
Observed,0.44788578311600563
Observed,0.40823791778034
Observed,0.38131165951675433
Observed,0.4343573638090661
Observed,0.4224782347616674
Observed,0.411733438337918
Observed,0.36377502096685455
Observed,0.35977089218198777
Observed,0.42710123092122154
Observed,0.40638482225238887
Observed,0.46807197325599537
Observed,0.42617513873964535
Observed,0.35987444180474454
Observed,0.40268259757945496
Observed,0.41837613760807624
Observed,0.3845266169941832
Observed,0.4631283845524404
Observed,0.41404326390645113
Observed,0.37832804293620226
Observed,0.3866134748060299
Observed,0.3991985865450462
Observed,0.38794560296958613
Observed,0.34704169979056954
Observed,0.3861443453233524
Observed,0.38921532013546917
Observed,0.4644451033108585
Observed,0.4019267266227138
Observed,0.3662532540294118
Observed,0.3847710376315881
Observed,0.39246899539999797
Observed,0.43105305179894393
Observed,0.3540706794909693
Observed,0.4926275121441961
Observed,0.31288574356853294
Observed,0.4018899178521327
Observed,0.3857795950490378
Observed,0.39883040670807074
Observed,0.4236772160830412
Observed,0.4464927995847575
Observed,0.43756818192584085
Observed,0.3574317381064656
Observed,0.4706417987402234
Observed,0.38988198212930425
Observed,0.36548051001064646
Observed,0.3979270543647203
Observed,0.3919608800621681
Observed,0.40907455297759837
Observed,0.3946777113466713
Observed,0.4068088276096461
Observed,0.42903161308225357
Observed,0.4398852314091058
Observed,0.38931188194118815
Observed,0.3780265487942384
Observed,0.41496733159359184
Observed,0.39239199397984725
Observed,0.42619483669731256
Observed,0.42138993735482466
Observed,0.39821301042228074
Observed,0.39015753456545144
Observed,0.3473156447144998
Observed,0.33227532539589105
Observed,0.4362104190257319
Observed,0.4105537269172111
Observed,0.40599161163613384
Observed,0.4188771814087937
Observed,0.3219320964112124
Observed,0.3981904579199673
Observed,0.36715790502066614
Observed,0.35818903600407687
Observed,0.41124962596989145
Observed,0.44608185190871263
Observed,0.4163408422982484
Observed,0.41180346344767643
Observed,0.38068976098412727
Observed,0.3986886324864045
Observed,0.3729640786753867
Observed,0.44276130267280084
Observed,0.4067883803407289
Observed,0.4385260757701822
Observed,0.42990431158789044
Observed,0.4046285419927224
Observed,0.35139312627300034
Observed,0.3871252434336491
Observed,0.3588261290321362
Observed,0.3662279440521624
Observed,0.3742393460497788
Observed,0.449948189363535
Observed,0.35675624704639974
Observed,0.43168197486226983
Observed,0.43602137814107944
Observed,0.494843398246311
Observed,0.34561696304044753
Observed,0.42336912838549107
Observed,0.458851422710073
Observed,0.3711506303920966
Observed,0.42470969541152526
Observed,0.46297464000795246
Observed,0.3721221263272001
Observed,0.429318391223902
Observed,0.4230218110874788
Observed,0.38935825606694807
Observed,0.4784159516188923
Observed,0.39427971840705506
Observed,0.3320938571236702
Observed,0.3334111109481439
Observed,0.4307089605021536
Observed,0.43345541437150964
Observed,0.3867863452783553
Observed,0.3757562929947505
Observed,0.4280695279612184
Observed,0.44379461386831753
Observed,0.3768359761195108
Observed,0.3826364743899094
Observed,0.346903918019203
Observed,0.493778055870716
Observed,0.49618135547965503
Observed,0.5021883389726514
Observed,0.4615690656187252
Observed,0.3539691699922423
Observed,0.37932994099839595
Observed,0.42659848011722473
Observed,0.4080552336638303
Observed,0.3863740141828609
Observed,0.4547847311895805
Observed,0.4300505206778851
Observed,0.4923770648385481
Observed,0.42139433007345
Observed,0.4135170789697033
Observed,0.382889773371784
Observed,0.41849553512505333
Observed,0.4230348039646496
Observed,0.34190084071459115
Observed,0.33402275912533047
Observed,0.3579431734455707
Observed,0.43564865063696
Observed,0.5015870251253394
Observed,0.3945663482482279
Observed,0.4212431499534922
Shuffled,0.004514857401564931
Shuffled,0.0024277316689017003
Shuffled,0.020524659330975234
Shuffled,0.01112738341710709
Shuffled,0.01217691618400274
Shuffled,0.018014065744798413
Shuffled,0.008386946318975602
Shuffled,0.002902816117758139
Shuffled,0.009095082858329717
Shuffled,0.007167904896241389
Shuffled,0.005993557929714066
Shuffled,0.005025926465285546
Shuffled,0.012191932619639273
Shuffled,0.0022859769443175915
Shuffled,0.004855362807378361
Shuffled,0.01381329583395377
Shuffled,0.010691001666386729
Shuffled,0.004969927388860429
Shuffled,0.005714542475291212
Shuffled,0.004125182286324441
Shuffled,0.010061738013804167
Shuffled,0.008937106065876915
Shuffled,0.0019561927441519023
Shuffled,0.0025603910293405807
Shuffled,0.009307027767440579
Shuffled,0.00561006030623995
Shuffled,0.004621401530387453
Shuffled,0.008560926541829772
Shuffled,0.001572916786458295
Shuffled,0.01209226260675944
Shuffled,0.007242224108957307
Shuffled,0.003819004695933853
Shuffled,0.004041704737712565
Shuffled,0.004636569670376983
Shuffled,0.009286537218333418
Shuffled,0.006319518473309027
Shuffled,0.0003312191783372831
Shuffled,0.013294430712417787
Shuffled,0.021639009907659768
Shuffled,0.01108831907887639
Shuffled,0.013170397330440842
Shuffled,0.01084150202968423
Shuffled,0.008858391752205846
Shuffled,0.002526961388424953
Shuffled,0.01635687511672966
Shuffled,0.005625860363351776
Shuffled,0.006619234757034603
Shuffled,0.009938384632353803
Shuffled,0.005443285280133187
Shuffled,0.0003312191783372831
Shuffled,0.0406456362009774
Shuffled,0.003123304527922921
Shuffled,0.002983186101426283
Shuffled,0.012312948970525206
Shuffled,0.004418608333377483
Shuffled,0.014318835358138118
Shuffled,0.02010879661941066
Shuffled,0.001400916966983079
Shuffled,0.0022689234979660355
Shuffled,0.002833536593908642
Shuffled,0.004364675699776166
Shuffled,0.016165245513065002
Shuffled,0.003087942981624403
Shuffled,0.009113493535954531
Shuffled,0.009689910306058425
Shuffled,0.003380433953500045
Shuffled,0.002415402542810613
Shuffled,0.010426159837435334
Shuffled,0.006589336943638308
