neuron_id,n_pre,n_post,Mean_pre,Mean_post,Diff,U,p,neuron_type,session_name,group_name
1625,10.0,19.0,-0.8638689019552459,0.45466784313433994,1.318536745089586,16.0,0.0003143737144143705,SIR,hamilton_31,acute_cit
1626,10.0,19.0,0.39363782444329065,-0.20717780233857383,-0.6008156267818645,108.0,0.5660403281149909,SIR,hamilton_31,acute_cit
1632,10.0,19.0,-0.6404531484190791,0.33708060443109417,0.9775337528501733,48.5,0.03453655434227942,SIR,hamilton_31,acute_cit
1636,10.0,19.0,-0.7480560341616609,0.393713702190348,1.141769736352009,39.0,0.010860919775513723,SIR,hamilton_31,acute_cit
1638,10.0,19.0,0.7062382983638877,-0.3717043675599409,-1.0779426659238287,152.5,0.008671765076255757,SIR,hamilton_31,acute_cit
1639,10.0,19.0,-0.18971252565594435,0.0998486977136546,0.28956122336959894,94.0,0.9816810821343458,SIR,hamilton_31,acute_cit
1640,10.0,19.0,0.7192995050075769,-0.3785786868460928,-1.0978781918536697,157.0,0.00474946166322459,FF,hamilton_31,acute_cit
1641,10.0,19.0,-0.32396981130286356,0.17051042700150718,0.4944802383043707,70.0,0.2607198833635712,SIR,hamilton_31,acute_cit
1642,10.0,19.0,0.5017792885470669,-0.26409436239319356,-0.7658736509402604,136.0,0.06306608332727065,SIR,hamilton_31,acute_cit
1644,10.0,19.0,-0.3061896035745086,0.16115242293395174,0.46734202650846035,74.0,0.3466699087085624,SIR,hamilton_31,acute_cit
1645,10.0,19.0,-0.4535890500365628,0.23873107896661205,0.6923201290031749,58.0,0.09390529407323037,SIR,hamilton_31,acute_cit
1647,10.0,19.0,-0.3309720386947877,0.17419580983936164,0.5051678485341493,71.5,0.2911041611494404,SR,hamilton_31,acute_cit
1648,10.0,19.0,-0.7698109637816947,0.4051636651482603,1.174974628929955,24.5,0.0013135282961446674,SIR,hamilton_31,acute_cit
1649,10.0,19.0,0.26276293089453207,-0.13829627941817482,-0.40105921031270686,117.5,0.3124110040832708,SIR,hamilton_31,acute_cit
1650,10.0,19.0,0.37656289125469816,-0.19819099539720916,-0.5747538866519073,126.0,0.161165452373787,SIR,hamilton_31,acute_cit
1651,10.0,19.0,-1.0826418834071538,0.569811517582713,1.6524534009898668,6.0,4.8620823396585064e-05,SR,hamilton_31,acute_cit
1655,10.0,19.0,0.008632646735502953,-0.004543498281843732,-0.013176145017346685,111.0,0.47538646842468746,SIR,hamilton_31,acute_cit
1657,10.0,19.0,0.8378830074212292,-0.44099105653748877,-1.278874063958718,162.0,0.002273364353436252,SR,hamilton_31,acute_cit
1658,10.0,19.0,0.9411799136230151,-0.495357849275271,-1.436537762898286,183.5,5.3291039977040594e-05,SR,hamilton_31,acute_cit
1659,10.0,19.0,0.5165100466971335,-0.27184739299849103,-0.7883574396956246,150.5,0.011575850783432314,SIR,hamilton_31,acute_cit
1660,10.0,19.0,0.9313153847933094,-0.49016599199647864,-1.421481376789788,176.0,0.00022110731918141308,FF,hamilton_31,acute_cit
1661,10.0,19.0,0.8312383992610478,-0.43749389434792074,-1.2687322936089687,185.0,3.998722188514227e-05,SR,hamilton_31,acute_cit
1663,10.0,19.0,-0.5031009475333659,0.264789972385982,0.7678909199193479,53.0,0.05682951518318541,SIR,hamilton_31,acute_cit
1664,10.0,19.0,0.7473731439966859,-0.39335428631404534,-1.140727430310731,155.0,0.006332525190874059,SIR,hamilton_31,acute_cit
1666,10.0,19.0,0.27644777367871104,-0.145498828251953,-0.421946601930664,118.5,0.2910446929507009,SR,hamilton_31,acute_cit
1667,10.0,19.0,-0.7735544200713222,0.4071339053006958,1.1806883253720182,33.5,0.005111739577231089,SIR,hamilton_31,acute_cit
1668,10.0,19.0,1.1252541303623942,-0.5922390159802076,-1.7174931463426018,181.0,8.709953760819737e-05,SR,hamilton_31,acute_cit
1669,10.0,19.0,0.25893962800993126,-0.1362840147420691,-0.3952236427520004,119.0,0.27967335988043074,SIR,hamilton_31,acute_cit
1670,10.0,19.0,0.6858087642131836,-0.36095198116483335,-1.046760745378017,153.0,0.008332751739180275,SIR,hamilton_31,acute_cit
1671,10.0,19.0,-0.23134260104441937,0.12175926370758908,0.35310186475200844,81.5,0.5505593603819078,SIR,hamilton_31,acute_cit
1675,10.0,19.0,0.5815067990204514,-0.3060562100107643,-0.8875630090312157,154.5,0.006719284855716807,SIR,hamilton_31,acute_cit
1676,10.0,19.0,0.5957045883401505,-0.31352873070534243,-0.9092333190454929,140.0,0.04052381908320974,SIR,hamilton_31,acute_cit
1678,10.0,19.0,-0.7903984886905964,0.41599920457399814,1.2063976932645946,25.0,0.0014263185353969752,SIR,hamilton_31,acute_cit
1679,10.0,19.0,0.46663429436846365,-0.2455969970360339,-0.7122312914044976,135.5,0.06635701729084217,SIR,hamilton_31,acute_cit
1680,10.0,19.0,1.143694770468747,-0.6019446160361829,-1.74563938650493,190.0,1.4477505333524312e-05,SR,hamilton_31,acute_cit
1681,10.0,19.0,0.8143096320277279,-0.4285840168566983,-1.2428936488844262,167.0,0.0010297777625169469,SIR,hamilton_31,acute_cit
1682,10.0,19.0,1.0234288694781524,-0.5386467734095536,-1.5620756428877058,183.0,5.9005129580938246e-05,SR,hamilton_31,acute_cit
1683,10.0,19.0,0.0035404496925774452,-0.0018633945750406472,-0.005403844267618092,96.0,0.9816652449549753,SIR,hamilton_31,acute_cit
1684,10.0,19.0,0.3779959016645006,-0.1989452114023688,-0.5769411130668693,152.0,0.00944269349167922,SIR,hamilton_31,acute_cit
1685,10.0,19.0,-0.10843530999559751,0.05707121578715653,0.16550652578275404,99.5,0.8538272960587332,SIR,hamilton_31,acute_cit
1686,10.0,19.0,-0.7981080251221483,0.42005685532744647,1.2181648804495948,26.0,0.0016700733944007226,SIR,hamilton_31,acute_cit
1687,10.0,19.0,-0.7267079418149107,0.38247786411311097,1.1091858059280217,33.0,0.0047597848978859466,SIR,hamilton_31,acute_cit
1690,10.0,19.0,-0.896645447148873,0.4719186563941434,1.3685641035430163,5.0,4.0162709393723125e-05,FF,hamilton_38,acute_cit
1691,10.0,19.0,-0.6082430762971301,0.3201279348932264,0.9283710111903565,21.0,0.0007097608895253264,SIR,hamilton_38,acute_cit
1693,10.0,19.0,1.0408813042900278,-0.5478322654158041,-1.5887135697058319,189.0,1.7818889219325615e-05,FF,hamilton_38,acute_cit
1695,10.0,19.0,-0.24788148702077253,0.13046394053724875,0.37834542755802125,140.0,0.039408978305627326,SIR,hamilton_38,acute_cit
1697,10.0,19.0,-1.2519739947020105,0.6589336814221108,1.9109076761241215,1.0,1.777651763676127e-05,SR,hamilton_38,acute_cit
1698,10.0,19.0,-0.08226755972639525,0.04329871564547106,0.12556627537186632,87.5,0.7463769904999623,SIR,hamilton_38,acute_cit
1700,10.0,19.0,0.7711032376819247,-0.40584380930627606,-1.1769470469882006,151.0,0.010320516626505585,SIR,hamilton_38,acute_cit
1706,10.0,19.0,0.05484804026815375,-0.028867389614818096,-0.08371542988297184,99.5,0.8543624159334097,SIR,hamilton_38,acute_cit
1708,10.0,19.0,-0.44348247581399364,0.23341182937578617,0.6768943051897798,50.5,0.04332107425683698,SR,hamilton_38,acute_cit
1709,10.0,19.0,-0.09987914390917751,0.05256797047851449,0.152447114387692,155.0,0.006293838863779297,SIR,hamilton_38,acute_cit
1712,10.0,19.0,-0.23369800310154756,0.12299894900081428,0.35669695210236185,69.0,0.24181881584597165,SIR,hamilton_38,acute_cit
1713,10.0,19.0,-0.34801384507464117,0.18316518161823225,0.5311790266928734,70.5,0.21195810373035362,SIR,hamilton_38,acute_cit
1715,10.0,19.0,-0.10202293487325605,0.05369628151224015,0.15571921638549618,79.0,0.4769129879129568,SR,hamilton_38,acute_cit
1720,10.0,19.0,-0.7771474177849897,0.4090249567289423,1.186172374513932,28.0,0.0022762134790631178,SIR,hamilton_38,acute_cit
1721,10.0,19.0,0.1366127958990438,-0.0719014715258123,-0.2085142674248561,96.0,0.981696878345011,SIR,hamilton_38,acute_cit
1725,10.0,19.0,-0.7320262090933769,0.3852769521544089,1.1173031612477857,27.0,0.0019541575806245825,SIR,hamilton_38,acute_cit
1726,10.0,19.0,-0.28824808155777737,0.15170951660935658,0.439957598167134,77.5,0.42367049980060734,SIR,hamilton_38,acute_cit
1727,10.0,19.0,-0.02614522857551586,0.013760646618692503,0.039905875194208365,109.5,0.5205854719742239,FF,hamilton_38,acute_cit
1728,10.0,19.0,0.17337245297296616,-0.09124865945945576,-0.2646211124324219,103.5,0.7134691944392269,SIR,hamilton_38,acute_cit
1732,10.0,19.0,0.25778533711794666,-0.135676493219972,-0.39346183033791865,155.0,0.0049980010243747255,SIR,hamilton_38,acute_cit
1733,10.0,19.0,0.6453979094624195,-0.3396831102433787,-0.9850810197057982,123.5,0.014927824134332855,SIR,hamilton_38,acute_cit
1735,10.0,19.0,-0.12813379137720526,0.06743883756695018,0.19557262894415545,155.0,0.006070714197033677,SIR,hamilton_38,acute_cit
1736,10.0,19.0,0.24908840695561135,-0.13109916155558496,-0.3801875685111963,157.0,0.004646925242860778,SIR,hamilton_38,acute_cit
1737,10.0,19.0,0.4566884323230914,-0.24036233280162714,-0.6970507651247185,135.5,0.06618971005960267,SIR,hamilton_38,acute_cit
1739,10.0,19.0,0.6594816960178276,-0.3470956294830672,-1.0065773255008947,138.5,0.005222790984599903,SR,hamilton_38,acute_cit
1741,10.0,19.0,1.2007110368185352,-0.6319531772729134,-1.8326642140914486,190.0,1.451270706847692e-05,SR,hamilton_38,acute_cit
1743,10.0,19.0,0.9584736141842868,-0.5044597969390981,-1.462933411123385,170.0,0.0006282016039241247,FF,hamilton_38,acute_cit
1748,10.0,19.0,0.21347334047859884,-0.11235438972557821,-0.32582773020417705,135.5,0.06625662833283504,SIR,hamilton_38,acute_cit
1749,10.0,19.0,0.4304050403262621,-0.22652896859276947,-0.6569340089190315,155.0,0.006313166083631962,SIR,hamilton_38,acute_cit
1751,10.0,19.0,-0.26433945358945377,0.1391260282049757,0.4034654817944294,97.0,0.9451291408968046,SIR,hamilton_38,acute_cit
1752,10.0,19.0,-0.19093750569222118,0.10049342404853753,0.2914309297407587,110.5,0.2953235926365647,SIR,hamilton_38,acute_cit
1755,10.0,19.0,0.19285714285714284,-0.10150375939849625,-0.2943609022556391,100.5,0.7267622843356004,SR,hamilton_38,acute_cit
1760,10.0,19.0,-0.2419117612233741,0.1273219795912494,0.3692337408146235,76.5,0.4086895448969239,SR,hamilton_37,acute_sal
1767,10.0,19.0,0.21182592072630485,-0.11148732669805517,-0.32331324742436,96.5,0.9633943760077835,SR,hamilton_37,acute_sal
1769,10.0,19.0,0.21619115732922367,-0.11378481964695983,-0.3299759769761835,114.5,0.3831527060269553,SR,hamilton_37,acute_sal
1772,10.0,19.0,0.27397227379360134,-0.14419593357557958,-0.4181682073691809,115.0,0.37093605633675164,SIR,hamilton_37,acute_sal
1774,10.0,19.0,0.43535557888699106,-0.22913451520367928,-0.6644900940906704,125.0,0.1758258671450762,SR,hamilton_37,acute_sal
1775,10.0,19.0,0.1338490488190977,-0.07044686779952457,-0.2042959166186223,96.0,0.9816923693121423,SR,hamilton_37,acute_sal
1792,10.0,19.0,-0.3120340324499734,0.16422843813156493,0.47626247058153837,68.0,0.2235078525304065,SR,hamilton_37,acute_sal
1795,10.0,19.0,0.4584458976337829,-0.24128731454409574,-0.6997332121778786,132.0,0.09382431917873651,SR,hamilton_37,acute_sal
1800,10.0,19.0,-0.34753597671764885,0.18291367195665717,0.530449648674306,77.0,0.4218863570734872,SIR,hamilton_37,acute_sal
1810,10.0,19.0,-0.02432041631720716,0.012800219114319354,0.037120635431526515,95.0,1.0,SIR,hamilton_37,acute_sal
1811,10.0,19.0,-0.45485381775837574,0.23939674618861814,0.6942505639469939,61.5,0.12980019260238984,SR,hamilton_37,acute_sal
1812,10.0,19.0,-0.3750261802425613,0.19738220012766358,0.5724083803702249,70.5,0.2705163553236427,SR,hamilton_37,acute_sal
1813,10.0,19.0,0.6243754069617092,-0.32861863524300583,-0.9529940422047151,160.0,0.0029451013267197245,SR,hamilton_37,acute_sal
1814,10.0,19.0,0.06013943977386225,-0.031652336723085386,-0.09179177649694764,112.5,0.4352132316206916,SR,hamilton_37,acute_sal
1815,10.0,19.0,-0.2834956853035303,0.1492082554229123,0.4327039407264426,72.5,0.3118134671709051,SR,hamilton_37,acute_sal
1816,10.0,19.0,-0.044535603483911904,0.02343979130732159,0.06797539479123349,93.0,0.9451156422533477,SR,hamilton_37,acute_sal
1817,10.0,19.0,-0.3746451855122083,0.19718167658537275,0.571826862097581,71.0,0.28080192759123457,SR,hamilton_37,acute_sal
1818,10.0,19.0,0.37918204913145914,-0.1995694995428732,-0.5787515486743323,122.0,0.2239646724042763,SIR,hamilton_37,acute_sal
1819,10.0,19.0,0.07926704264467258,-0.04171949612877486,-0.12098653877344744,126.5,0.15461161793709885,SIR,hamilton_37,acute_sal
1820,10.0,19.0,0.3234794198919967,-0.17025232625894549,-0.4937317461509422,113.0,0.4216001966237377,SR,hamilton_37,acute_sal
1821,10.0,19.0,-0.24468803102508865,0.1287831742237308,0.3734712052488195,71.5,0.29116361553085146,SIR,hamilton_37,acute_sal
1822,10.0,19.0,-0.3124704034784843,0.16445810709393896,0.47692851057242325,66.5,0.19877667743894856,SR,hamilton_37,acute_sal
1823,10.0,19.0,-0.39144105627794257,0.2060216085673384,0.597462664845281,65.0,0.17561292090056346,SR,hamilton_37,acute_sal
1824,10.0,19.0,-0.3020766398205693,0.1589877051687206,0.46106434498928994,77.5,0.43526981502241324,SR,hamilton_37,acute_sal
1825,10.0,19.0,-0.10537870539112908,0.05546247652164695,0.16084118191277602,88.5,0.7823536557116049,SR,hamilton_37,acute_sal
1826,10.0,19.0,-0.2072884803003025,0.10909920015805384,0.31638768045835636,93.5,0.9611264887245906,SR,hamilton_37,acute_sal
1827,10.0,19.0,-0.08476808799610244,0.044614783155843385,0.12938287115194583,101.0,0.796755856426579,SIR,hamilton_37,acute_sal
1828,10.0,19.0,0.23517618038588753,-0.12377693704520405,-0.3589531174310916,108.5,0.5266732354201361,SIR,hamilton_37,acute_sal
1829,10.0,19.0,-0.5167609551976173,0.27197945010400915,0.7887404053016265,58.0,0.04600122775962403,SIR,hamilton_37,acute_sal
1830,10.0,19.0,0.897023115021684,-0.47211742895878106,-1.369140543980465,164.5,0.0014986595495963353,SIR,hamilton_37,acute_sal
1831,10.0,19.0,0.021726979933547032,-0.011435252596603747,-0.03316223253015078,114.0,0.3295384592041163,SR,hamilton_37,acute_sal
1832,10.0,19.0,-0.49889310177676893,0.2625753167246152,0.7614684185013841,55.5,0.0735080814733877,SR,hamilton_37,acute_sal
1833,10.0,19.0,-0.4151605468086572,0.21850555095192495,0.6336660977605821,54.0,0.06180083186649771,SIR,hamilton_37,acute_sal
1834,10.0,19.0,-0.2483296057808691,0.13069979251624667,0.3790293982971158,74.5,0.35304021408302744,SIR,hamilton_37,acute_sal
1835,10.0,19.0,-0.4237143413449641,0.22300754807629664,0.6467218894212607,61.0,0.12427239361387725,FF,hamilton_37,acute_sal
1836,10.0,19.0,0.5734800115580125,-0.3018315850305329,-0.8753115965885454,146.0,0.02008039990208966,SIR,hamilton_37,acute_sal
1837,10.0,19.0,-0.011888765965555237,0.006257245245029098,0.018146011210584335,97.0,0.9428261249764449,SIR,hamilton_37,acute_sal
1911,10.0,19.0,0.7579759896258303,-0.39893473138201613,-1.1569107210078464,165.0,0.0003375423236506948,SR,hamilton_36,acute_cit
1914,10.0,19.0,1.0901680666081233,-0.5737726666358544,-1.6639407332439777,172.5,0.00038059158008277874,SR,hamilton_36,acute_cit
1917,10.0,19.0,0.9752136888724318,-0.5132703625644378,-1.4884840514368696,168.0,0.0006250792468061321,SR,hamilton_36,acute_cit
1919,10.0,19.0,1.1718680185587687,-0.6167726413467203,-1.788640659905489,183.0,3.622396731109963e-05,SR,hamilton_36,acute_cit
1921,10.0,19.0,1.0482980780358362,-0.5517358305451768,-1.600033908581013,169.5,0.0004791122097687033,SIR,hamilton_36,acute_cit
1924,10.0,19.0,1.1207277829173523,-0.5898567278512379,-1.7105845107685902,190.0,8.167004456381454e-06,SR,hamilton_36,acute_cit
1928,10.0,19.0,1.0800753539540247,-0.5684607126073814,-1.6485360665614062,170.0,0.00028550687664752425,SR,hamilton_36,acute_cit
1929,10.0,19.0,1.0063508793198401,-0.5296583575367578,-1.5360092368565978,167.0,0.0006661797963999299,SR,hamilton_36,acute_cit
1930,10.0,19.0,1.124310413301846,-0.5917423227904454,-1.7160527360922915,180.0,7.497460947638595e-05,SR,hamilton_36,acute_cit
1931,10.0,19.0,1.0498445454523975,-0.5525497607644196,-1.602394306216817,170.0,0.00054393773818692,SR,hamilton_36,acute_cit
1934,10.0,19.0,1.1840539543460664,-0.6231862917610876,-1.807240246107154,190.0,1.166664996280861e-05,SR,hamilton_36,acute_cit
1938,10.0,19.0,1.23592917810678,-0.6504890411088317,-1.8864182192156118,188.5,1.7820808638259285e-06,SR,hamilton_36,acute_cit
1940,10.0,19.0,1.1869701560144887,-0.6247211347444677,-1.8116912907589564,190.0,1.4442372067123618e-05,FF,hamilton_36,acute_cit
1942,10.0,19.0,0.9037841421801582,-0.4756758643053464,-1.3794600064855047,168.0,4.6382494252036255e-05,SIR,hamilton_36,acute_cit
1945,10.0,19.0,0.9982515184171044,-0.5253955360090024,-1.5236470544261067,180.5,1.201659066444327e-05,SR,hamilton_36,acute_cit
1946,10.0,19.0,0.9031883191226635,-0.4753622732224542,-1.3785505923451178,167.0,0.0010342174266225212,FF,hamilton_36,acute_cit
1947,10.0,19.0,-0.1889822365046136,0.09946433500242825,0.28844657150704184,90.0,0.513802293806963,SR,hamilton_36,acute_cit
1949,10.0,19.0,1.2237836633573846,-0.6440966649249392,-1.867880328282324,190.0,3.0124518120710344e-06,SIR,hamilton_36,acute_cit
1950,10.0,19.0,0.8245454145876605,-0.433971270835611,-1.2585166854232714,169.0,0.0007428856541222584,SIR,hamilton_36,acute_cit
1951,10.0,19.0,0.8008993230739542,-0.4215259595126075,-1.2224252825865616,166.5,0.0011168380098513888,SR,hamilton_36,acute_cit
1952,10.0,19.0,0.8675172754219128,-0.45658803969574385,-1.3241053151176567,166.0,0.0012123538271521957,SIR,hamilton_36,acute_cit
1956,10.0,19.0,0.2401464952951335,-0.12639289226059663,-0.3665393875557301,123.0,0.2066898505868494,SIR,hamilton_36,acute_cit
1959,10.0,19.0,1.0192675455578937,-0.5364566029252072,-1.555724148483101,175.0,0.0002332068000799834,FF,hamilton_36,acute_cit
1960,10.0,19.0,1.1850439932929056,-0.623707364891003,-1.8087513581839085,190.0,1.2301015527612346e-05,SR,hamilton_36,acute_cit
1961,10.0,19.0,0.5309997094646801,-0.2794735312972002,-0.8104732407618803,140.0,0.04089710685761589,SR,hamilton_32,acute_sal
1962,10.0,19.0,0.9663482500952811,-0.5086043421554111,-1.474952592250692,171.5,0.0004874701694393466,SR,hamilton_32,acute_sal
1963,10.0,19.0,-0.3597821507593085,0.18935902671542537,0.5491411774747339,61.0,0.12227603944991278,SIR,hamilton_32,acute_sal
1966,10.0,19.0,0.8412047739360631,-0.44273935470319153,-1.2839441286392546,170.5,0.000574540440772271,SR,hamilton_32,acute_sal
1968,10.0,19.0,0.31223666275145867,-0.16433508565866178,-0.47657174841012045,127.0,0.14726749988149276,SR,hamilton_32,acute_sal
1969,10.0,19.0,-0.1505744835405796,0.07924972817925198,0.22982421171983158,84.5,0.6455816323722291,SR,hamilton_32,acute_sal
1970,10.0,19.0,0.35607555969387195,-0.1874081893125639,-0.5434837490064358,116.5,0.32900037514833125,SIR,hamilton_32,acute_sal
1973,10.0,19.0,-0.10472928168807276,0.05512067457266992,0.15984995626074266,69.0,0.21846566681807422,SIR,hamilton_32,acute_sal
