a,b,_distance,weight,comb_id,a_nt,b_nt,nt_comb,distance,source_ensemble,ensemble,sig,ensemble_orig,session_name,block,bin_width,target_ensemble,in_ensemble,same_ensemble,session
1035,1050,0.9405848549500034,0.05941514504999655,"[1035.0, 1050.0]",SR,SR,SR-SR,279.5084971874737,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1036,1050,0.9569089587584,0.04309104124160006,"[1036.0, 1050.0]",SIR,SR,SR-SIR,279.5084971874737,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1037,1050,0.937436997533678,0.06256300246632197,"[1037.0, 1050.0]",SIR,SR,SR-SIR,127.00885795880538,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1038,1050,0.9553910128872798,0.04460898711272021,"[1038.0, 1050.0]",SR,SR,SR-SR,279.5084971874737,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1045,1050,0.9506800834650174,0.049319916534982536,"[1045.0, 1050.0]",SIR,SR,SR-SIR,251.24689052802225,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1046,1050,0.9602156473334159,0.03978435266658413,"[1046.0, 1050.0]",SR,SR,SR-SR,251.24689052802225,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1047,1050,0.957691684496384,0.04230831550361599,"[1047.0, 1050.0]",SR,SR,SR-SR,127.00885795880538,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1048,1050,0.9697551631260592,0.030244836873940733,"[1048.0, 1050.0]",SIR,SR,SR-SIR,250.0,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1049,1050,0.9355263593656149,0.06447364063438506,"[1049.0, 1050.0]",SR,SR,SR-SR,371.6517186829626,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1032,1041,0.9797176191689994,0.020282380831000594,"[1032.0, 1041.0]",SR,SIR,SR-SIR,33.63406011768428,-1,-1,False,1,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1034,1037,0.9803367069332889,0.019663293066711055,"[1034.0, 1037.0]",SR,SIR,SR-SIR,291.547594742265,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1034,1046,0.9422504785312487,0.05774952146875133,"[1034.0, 1046.0]",SR,SR,SR-SR,300.0,-1,-1,False,2,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1037,1046,0.9847900748845034,0.015209925115496617,"[1037.0, 1046.0]",SIR,SR,SR-SIR,291.547594742265,-1,-1,False,2,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1044,1046,0.9997274839510863,0.00027251604891361853,"[1044.0, 1046.0]",SIR,SR,SR-SIR,150.0,-1,-1,False,2,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1034,1049,0.9761612958546146,0.023838704145385303,"[1034.0, 1049.0]",SR,SR,SR-SR,0.0,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1035,1049,0.9773796239486489,0.02262037605135111,"[1035.0, 1049.0]",SR,SR,SR-SR,150.0,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1036,1049,0.9682158370648278,0.031784162935172194,"[1036.0, 1049.0]",SIR,SR,SR-SIR,150.0,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1037,1049,0.9503243656210616,0.049675634378938384,"[1037.0, 1049.0]",SIR,SR,SR-SIR,291.547594742265,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1038,1049,0.967974772223573,0.03202522777642702,"[1038.0, 1049.0]",SR,SR,SR-SR,150.0,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1045,1049,0.9864707414073889,0.013529258592611141,"[1045.0, 1049.0]",SIR,SR,SR-SIR,250.0,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1047,1049,0.953387801564151,0.046612198435848955,"[1047.0, 1049.0]",SR,SR,SR-SR,291.547594742265,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1048,1049,0.9971065898366323,0.002893410163367755,"[1048.0, 1049.0]",SIR,SR,SR-SIR,251.24689052802225,-1,-1,False,4,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1035,1040,0.9620044457165411,0.03799555428345891,"[1035.0, 1040.0]",SR,SIR,SR-SIR,150.0,-1,-1,False,0,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1036,1040,0.9792871094785213,0.020712890521478684,"[1036.0, 1040.0]",SIR,SIR,SIR-SIR,150.0,-1,-1,False,0,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1037,1044,0.9831418875392777,0.016858112460722288,"[1037.0, 1044.0]",SIR,SIR,SIR-SIR,250.0,-1,-1,False,3,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1041,1044,0.9925894998814087,0.007410500118591334,"[1041.0, 1044.0]",SIR,SIR,SIR-SIR,150.0,-1,-1,False,3,hamilton_04,pre,0.05,-1,True,False,hamilton_04
1051,1052,0.9686479820072765,0.03135201799272345,"[1051.0, 1052.0]",FF,SR,SR-FF,279.5084971874737,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1053,0.9902834541791455,0.009716545820854482,"[1051.0, 1053.0]",FF,FF,FF-FF,269.2582403567252,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1053,0.9933716553862152,0.006628344613784777,"[1052.0, 1053.0]",SR,FF,SR-FF,33.63406011768428,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1057,0.9529356128316572,0.047064387168342804,"[1051.0, 1057.0]",FF,FF,FF-FF,320.1562118716424,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1057,0.9754098804767302,0.02459011952326984,"[1052.0, 1057.0]",SR,FF,SR-FF,78.30229881682912,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1053,1057,0.9835793089623414,0.016420691037658638,"[1053.0, 1057.0]",FF,FF,FF-FF,100.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1054,1057,0.9982193435969577,0.0017806564030422914,"[1054.0, 1057.0]",FF,FF,FF-FF,100.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1055,1057,0.9685892913824456,0.03141070861755434,"[1055.0, 1057.0]",FF,FF,FF-FF,0.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1058,0.9497485418411576,0.05025145815884234,"[1051.0, 1058.0]",FF,SR,SR-FF,269.2582403567252,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1056,1058,0.9705038032088905,0.029496196791109503,"[1056.0, 1058.0]",SIR,SR,SR-SIR,325.7779151507972,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1059,0.9894985573694881,0.010501442630511924,"[1051.0, 1059.0]",FF,SR,SR-FF,261.00766272276377,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1059,0.9679015195289659,0.032098480471034106,"[1052.0, 1059.0]",SR,SR,SR-SR,50.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1055,1059,0.9829433978705093,0.017056602129490686,"[1055.0, 1059.0]",FF,SR,SR-FF,127.00885795880538,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1057,1059,0.9827739475530358,0.017226052446964197,"[1057.0, 1059.0]",FF,SR,SR-FF,127.00885795880538,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1060,0.9426153051712514,0.057384694828748604,"[1051.0, 1060.0]",FF,SR,SR-FF,250.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1060,0.9905446099696871,0.009455390030312934,"[1052.0, 1060.0]",SR,SR,SR-SR,127.00885795880538,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1053,1060,0.9890966514635404,0.01090334853645961,"[1053.0, 1060.0]",FF,SR,SR-FF,100.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1055,1060,0.9952884763601632,0.004711523639836824,"[1055.0, 1060.0]",FF,SR,SR-FF,200.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1056,1060,0.9868538811567209,0.013146118843279151,"[1056.0, 1060.0]",SIR,SR,SR-SIR,226.12220147522004,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1059,1060,0.9868248687675797,0.013175131232420317,"[1059.0, 1060.0]",SR,SR,SR-SR,78.30229881682912,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1061,0.9759832320181863,0.02401676798181368,"[1051.0, 1061.0]",FF,SR,SR-FF,251.24689052802225,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1061,0.9735077892695405,0.026492210730459483,"[1052.0, 1061.0]",SR,SR,SR-SR,100.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1053,1061,0.9841248459391153,0.015875154060884706,"[1053.0, 1061.0]",FF,SR,SR-FF,78.30229881682912,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1054,1061,0.9802981578690418,0.01970184213095813,"[1054.0, 1061.0]",FF,SR,SR-FF,78.30229881682912,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1055,1061,0.9696039989967951,0.030396001003204998,"[1055.0, 1061.0]",FF,SR,SR-FF,176.4404998859389,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1057,1061,0.9434085853280638,0.0565914146719362,"[1057.0, 1061.0]",FF,SR,SR-FF,176.4404998859389,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1059,1061,0.9810158686384932,0.01898413136150675,"[1059.0, 1061.0]",SR,SR,SR-SR,50.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1060,1061,0.9966029652521085,0.0033970347478915193,"[1060.0, 1061.0]",SR,SR,SR-SR,33.63406011768428,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1062,0.9507408983975592,0.04925910160244083,"[1051.0, 1062.0]",FF,SIR,SIR-FF,305.16389039334257,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1056,1062,0.95653544252417,0.04346455747582998,"[1056.0, 1062.0]",SIR,SIR,SIR-SIR,50.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1058,1062,0.9836074061278388,0.016392593872161132,"[1058.0, 1062.0]",SR,SIR,SR-SIR,275.9189192498405,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1059,1062,0.9908783864331163,0.009121613566883716,"[1059.0, 1062.0]",SR,SIR,SR-SIR,100.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1060,1062,0.9840778034635117,0.015922196536488246,"[1060.0, 1062.0]",SR,SIR,SR-SIR,176.4404998859389,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1064,0.4621254400311938,0.5378745599688062,"[1051.0, 1064.0]",FF,FF,FF-FF,305.16389039334257,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1064,0.9902452315596972,0.009754768440302724,"[1052.0, 1064.0]",SR,FF,SR-FF,50.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1057,1064,0.9788900930555698,0.021109906944430202,"[1057.0, 1064.0]",FF,FF,FF-FF,33.63406011768428,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1058,1064,0.9688243514793907,0.03117564852060925,"[1058.0, 1064.0]",SR,FF,SR-FF,275.9189192498405,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1059,1064,0.9971586561284447,0.002841343871555374,"[1059.0, 1064.0]",SR,FF,SR-FF,100.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1060,1064,0.912218777872801,0.08778122212719902,"[1060.0, 1064.0]",SR,FF,SR-FF,176.4404998859389,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1061,1064,0.9508912785906992,0.04910872140930076,"[1061.0, 1064.0]",SR,FF,SR-FF,150.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1062,1064,0.986301246713456,0.013698753286544,"[1062.0, 1064.0]",SIR,FF,SIR-FF,0.0,-1,-1,False,0,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1065,0.9901831433667753,0.00981685663322469,"[1051.0, 1065.0]",FF,SR,SR-FF,250.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1065,0.9963416613003199,0.003658338699680095,"[1052.0, 1065.0]",SR,SR,SR-SR,127.00885795880538,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1054,1065,0.9679092829977735,0.03209071700222652,"[1054.0, 1065.0]",FF,SR,SR-FF,100.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1056,1065,0.8823729003690786,0.1176270996309214,"[1056.0, 1065.0]",SIR,SR,SR-SIR,226.12220147522004,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1058,1065,0.954364572991209,0.04563542700879099,"[1058.0, 1065.0]",SR,SR,SR-SR,100.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1059,1065,0.9957261176046193,0.004273882395380775,"[1059.0, 1065.0]",SR,SR,SR-SR,78.30229881682912,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1060,1065,0.9962541952572548,0.0037458047427451724,"[1060.0, 1065.0]",SR,SR,SR-SR,0.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1062,1065,0.9697129984248594,0.03028700157514068,"[1062.0, 1065.0]",SIR,SR,SR-SIR,176.4404998859389,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1051,1068,0.9676539386117293,0.03234606138827068,"[1051.0, 1068.0]",FF,FF,FF-FF,320.1562118716424,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1054,1068,0.9949693875939087,0.005030612406091313,"[1054.0, 1068.0]",FF,FF,FF-FF,100.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1056,1068,0.9880357877703548,0.011964212229645218,"[1056.0, 1068.0]",SIR,FF,SIR-FF,33.63406011768428,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1059,1068,0.9950696532213954,0.004930346778604574,"[1059.0, 1068.0]",SR,FF,SR-FF,127.00885795880538,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1060,1068,0.9963074744122543,0.0036925255877456697,"[1060.0, 1068.0]",SR,FF,SR-FF,200.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1062,1068,0.9916722934830842,0.0083277065169158,"[1062.0, 1068.0]",SIR,FF,SIR-FF,33.63406011768428,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1064,1068,0.9865238196128976,0.013476180387102412,"[1064.0, 1068.0]",FF,FF,FF-FF,33.63406011768428,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1065,1068,0.9783110689049803,0.021688931095019633,"[1065.0, 1068.0]",SR,FF,SR-FF,200.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1052,1054,0.9837166073623516,0.01628339263764842,"[1052.0, 1054.0]",SR,FF,SR-FF,33.63406011768428,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1053,1054,0.999102665445909,0.0008973345540910173,"[1053.0, 1054.0]",FF,FF,FF-FF,0.0,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1053,1055,0.9906375922887595,0.00936240771124048,"[1053.0, 1055.0]",FF,FF,FF-FF,100.0,-1,-1,False,1,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1054,1056,0.9672752839989542,0.032724716001045734,"[1054.0, 1056.0]",FF,SIR,SIR-FF,127.00885795880538,-1,-1,False,2,hamilton_09,pre,0.05,-1,True,False,hamilton_09
1613,1617,0.9802812500649324,0.019718749935067583,"[1613.0, 1617.0]",SIR,SIR,SIR-SIR,33.63406011768428,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1615,1617,0.9951313345814757,0.00486866541852426,"[1615.0, 1617.0]",SIR,SIR,SIR-SIR,0.0,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1616,1617,0.9846278097314136,0.015372190268586348,"[1616.0, 1617.0]",SIR,SIR,SIR-SIR,0.0,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1613,1621,0.9953124795825933,0.004687520417406679,"[1613.0, 1621.0]",SIR,SIR,SIR-SIR,50.0,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1614,1621,0.9934589788672795,0.0065410211327205005,"[1614.0, 1621.0]",SIR,SIR,SIR-SIR,78.30229881682912,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1615,1621,0.9947215831345452,0.005278416865454866,"[1615.0, 1621.0]",SIR,SIR,SIR-SIR,78.30229881682912,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1617,1621,0.9945545860788287,0.005445413921171211,"[1617.0, 1621.0]",SIR,SIR,SIR-SIR,78.30229881682912,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1620,1621,0.9928490522295282,0.007150947770471793,"[1620.0, 1621.0]",SR,SIR,SR-SIR,0.0,-1,-1,False,2,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1613,1622,0.9957760388203801,0.004223961179619864,"[1613.0, 1622.0]",SIR,SIR,SIR-SIR,33.63406011768428,-1,-1,False,0,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1616,1622,0.9960954979153331,0.0039045020846668957,"[1616.0, 1622.0]",SIR,SIR,SIR-SIR,50.0,-1,-1,False,0,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1619,1622,0.9852901407851593,0.014709859214840729,"[1619.0, 1622.0]",SIR,SIR,SIR-SIR,0.0,-1,-1,False,0,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1620,1622,0.9943883073703648,0.005611692629635273,"[1620.0, 1622.0]",SR,SIR,SR-SIR,33.63406011768428,-1,-1,False,0,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1613,1623,0.9953594291718357,0.00464057082816427,"[1613.0, 1623.0]",SIR,SIR,SIR-SIR,78.30229881682912,-1,-1,False,4,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1615,1623,0.9952124450857663,0.00478755491423361,"[1615.0, 1623.0]",SIR,SIR,SIR-SIR,100.0,-1,-1,False,4,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1620,1623,0.9886040393726462,0.011395960627353794,"[1620.0, 1623.0]",SR,SIR,SR-SIR,33.63406011768428,-1,-1,False,4,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1621,1623,0.9969258840053947,0.003074115994605331,"[1621.0, 1623.0]",SIR,SIR,SIR-SIR,33.63406011768428,-1,-1,False,4,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1622,1623,0.9893609035261309,0.010639096473869116,"[1622.0, 1623.0]",SIR,SIR,SIR-SIR,50.0,-1,-1,False,4,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1613,1639,0.9980507518209959,0.0019492481790040893,"[1613.0, 1639.0]",SIR,SIR,SIR-SIR,300.0,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1614,1639,0.9962509635945742,0.0037490364054257696,"[1614.0, 1639.0]",SIR,SIR,SIR-SIR,325.7779151507972,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1616,1639,0.9927599432539824,0.007240056746017538,"[1616.0, 1639.0]",SIR,SIR,SIR-SIR,325.7779151507972,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1617,1639,0.9970331186916267,0.002966881308373339,"[1617.0, 1639.0]",SIR,SIR,SIR-SIR,325.7779151507972,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1619,1639,0.9910179993739544,0.008982000626045582,"[1619.0, 1639.0]",SIR,SIR,SIR-SIR,275.9189192498405,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1621,1639,0.9987611608273994,0.0012388391726006376,"[1621.0, 1639.0]",SIR,SIR,SIR-SIR,250.0,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1625,1639,0.9859025769583456,0.014097423041654358,"[1625.0, 1639.0]",SIR,SIR,SIR-SIR,226.12220147522004,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1636,1639,0.9955847748799515,0.004415225120048584,"[1636.0, 1639.0]",SIR,SIR,SIR-SIR,78.30229881682912,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1638,1639,0.9990105790360249,0.0009894209639751022,"[1638.0, 1639.0]",SIR,SIR,SIR-SIR,33.63406011768428,-1,-1,False,5,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1613,1640,0.9976622877945976,0.002337712205402321,"[1613.0, 1640.0]",SIR,FF,SIR-FF,325.7779151507972,-1,-1,False,3,hamilton_31,pre,0.05,-1,True,False,hamilton_31
1614,1640,0.9826538029927449,0.017346197007255114,"[1614.0, 1640.0]",SIR,FF,SIR-FF,350.0,-1,-1,False,3,hamilton_31,pre,0.05,-1,True,False,hamilton_31
