a,b,weight,_distance,comb_id,a_nt,b_nt,nt_comb,distance,source_ensemble,ensemble,sig,ensemble_orig,session_name,state,bin_width,target_ensemble,in_ensemble,same_ensemble,session
1,5,0.1578617952263022,0.8421382047736978,"[1.0, 5.0]",SIR,FF,SIR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_03_LOC1
4,5,0.10887416888707341,0.8911258311129266,"[4.0, 5.0]",SIR,FF,SIR-FF,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_03_LOC1
1,6,0.006408780861813321,0.9935912191381867,"[1.0, 6.0]",SIR,SIR,SIR-SIR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_03_LOC1
9,12,0.018129589987545113,0.9818704100124549,"[9.0, 12.0]",SIR,SIR,SIR-SIR,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,18,0.029726431408926487,0.9702735685910735,"[9.0, 18.0]",SIR,SIR,SIR-SIR,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,18,0.009160053695525326,0.9908399463044747,"[12.0, 18.0]",SIR,SIR,SIR-SIR,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,18,0.021848359436871148,0.9781516405631289,"[17.0, 18.0]",SIR,SIR,SIR-SIR,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,22,0.015401579047304902,0.9845984209526951,"[9.0, 22.0]",SIR,SR,SR-SIR,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,22,0.0025425463393751206,0.9974574536606249,"[12.0, 22.0]",SIR,SR,SR-SIR,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,27,0.0002503339866532272,0.9997496660133468,"[9.0, 27.0]",SIR,SIR,SIR-SIR,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,27,0.027211365931998126,0.9727886340680019,"[12.0, 27.0]",SIR,SIR,SIR-SIR,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,27,0.03457281484238323,0.9654271851576167,"[17.0, 27.0]",SIR,SIR,SIR-SIR,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,27,0.01852805172293495,0.9814719482770651,"[18.0, 27.0]",SIR,SIR,SIR-SIR,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,31,0.0029438120210790964,0.9970561879789209,"[9.0, 31.0]",SIR,SIR,SIR-SIR,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,31,0.06783090858009616,0.9321690914199039,"[12.0, 31.0]",SIR,SIR,SIR-SIR,261.00766272276377,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,31,0.013567121555348262,0.9864328784446518,"[17.0, 31.0]",SIR,SIR,SIR-SIR,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,31,0.012728986785157428,0.9872710132148426,"[18.0, 31.0]",SIR,SIR,SIR-SIR,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,31,0.028082154396210427,0.9719178456037896,"[27.0, 31.0]",SIR,SIR,SIR-SIR,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,32,0.01165282292419787,0.9883471770758021,"[9.0, 32.0]",SIR,SIR,SIR-SIR,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,32,0.007951919127696888,0.9920480808723031,"[17.0, 32.0]",SIR,SIR,SIR-SIR,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,32,0.020669094052827845,0.9793309059471722,"[18.0, 32.0]",SIR,SIR,SIR-SIR,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,32,0.008483196448814883,0.9915168035511851,"[22.0, 32.0]",SR,SIR,SR-SIR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,32,0.0050231500291140095,0.994976849970886,"[27.0, 32.0]",SIR,SIR,SIR-SIR,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,33,0.017414045861671414,0.9825859541383286,"[9.0, 33.0]",SIR,SIR,SIR-SIR,226.12220147522004,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,33,0.02438559970789657,0.9756144002921034,"[12.0, 33.0]",SIR,SIR,SIR-SIR,275.9189192498405,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,33,0.010883277694551885,0.9891167223054481,"[17.0, 33.0]",SIR,SIR,SIR-SIR,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,33,0.01644327304177079,0.9835567269582293,"[18.0, 33.0]",SIR,SIR,SIR-SIR,325.7779151507972,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,33,0.005640397436182228,0.9943596025638177,"[27.0, 33.0]",SIR,SIR,SIR-SIR,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,33,0.005601565512500593,0.9943984344874994,"[31.0, 33.0]",SIR,SIR,SIR-SIR,320.1562118716424,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,33,0.004573140150553142,0.9954268598494469,"[32.0, 33.0]",SIR,SIR,SIR-SIR,320.1562118716424,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,35,0.006570940127596988,0.993429059872403,"[9.0, 35.0]",SIR,SIR,SIR-SIR,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,35,0.012350994422786102,0.9876490055772139,"[17.0, 35.0]",SIR,SIR,SIR-SIR,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,35,0.012452754973177741,0.9875472450268222,"[18.0, 35.0]",SIR,SIR,SIR-SIR,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,35,0.011677838601400968,0.9883221613985991,"[27.0, 35.0]",SIR,SIR,SIR-SIR,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,35,0.009132851148962494,0.9908671488510375,"[31.0, 35.0]",SIR,SIR,SIR-SIR,261.00766272276377,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,35,0.015308399063365825,0.9846916009366342,"[33.0, 35.0]",SIR,SIR,SIR-SIR,275.9189192498405,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,39,0.029905113809317364,0.9700948861906826,"[9.0, 39.0]",SIR,SR,SR-SIR,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,39,0.004757317530333197,0.9952426824696669,"[12.0, 39.0]",SIR,SR,SR-SIR,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,39,0.03318148669592217,0.9668185133040779,"[17.0, 39.0]",SIR,SR,SR-SIR,0.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,39,0.014809184332471454,0.9851908156675285,"[18.0, 39.0]",SIR,SR,SR-SIR,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,39,0.01681578207932658,0.9831842179206735,"[22.0, 39.0]",SR,SR,SR-SR,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,39,0.008314205668753755,0.9916857943312463,"[27.0, 39.0]",SIR,SR,SR-SIR,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,39,0.006401009258786549,0.9935989907412135,"[32.0, 39.0]",SIR,SR,SR-SIR,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,40,0.009261251057262648,0.9907387489427374,"[9.0, 40.0]",SIR,SIR,SIR-SIR,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,40,0.036138390849973466,0.9638616091500265,"[17.0, 40.0]",SIR,SIR,SIR-SIR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,40,0.0188560327166007,0.9811439672833993,"[18.0, 40.0]",SIR,SIR,SIR-SIR,261.00766272276377,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,40,0.03257847662011305,0.967421523379887,"[32.0, 40.0]",SIR,SIR,SIR-SIR,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,40,0.01547100266047596,0.984528997339524,"[33.0, 40.0]",SIR,SIR,SIR-SIR,353.5533905932738,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
35,40,0.024776397654211097,0.9752236023457889,"[35.0, 40.0]",SIR,SIR,SIR-SIR,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
39,40,0.022858372249454285,0.9771416277505457,"[39.0, 40.0]",SR,SIR,SR-SIR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,41,0.017842412620469275,0.9821575873795307,"[9.0, 41.0]",SIR,FF,SIR-FF,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,41,0.002805986776099346,0.9971940132239007,"[12.0, 41.0]",SIR,FF,SIR-FF,226.12220147522004,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,41,0.017717983906589022,0.9822820160934109,"[17.0, 41.0]",SIR,FF,SIR-FF,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,41,0.006587993946086819,0.9934120060539132,"[18.0, 41.0]",SIR,FF,SIR-FF,275.9189192498405,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,41,0.01505229129000566,0.9849477087099944,"[27.0, 41.0]",SIR,FF,SIR-FF,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,41,0.00396937661696374,0.9960306233830363,"[31.0, 41.0]",SIR,FF,SIR-FF,291.547594742265,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,41,0.006762431220391543,0.9932375687796084,"[32.0, 41.0]",SIR,FF,SIR-FF,291.547594742265,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,41,0.009091663200772133,0.9909083367992279,"[33.0, 41.0]",SIR,FF,SIR-FF,50.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
34,41,0.010409772468189587,0.9895902275318104,"[34.0, 41.0]",SIR,FF,SIR-FF,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
35,41,0.017955456547787532,0.9820445434522125,"[35.0, 41.0]",SIR,FF,SIR-FF,226.12220147522004,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
38,41,0.0045820764132186755,0.9954179235867813,"[38.0, 41.0]",SR,FF,SR-FF,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,42,0.020870115188675605,0.9791298848113243,"[9.0, 42.0]",SIR,FF,SIR-FF,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,42,0.001020539099507368,0.9989794609004926,"[17.0, 42.0]",SIR,FF,SIR-FF,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,42,0.015136932435735436,0.9848630675642646,"[22.0, 42.0]",SR,FF,SR-FF,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,42,0.020638534441195316,0.9793614655588047,"[27.0, 42.0]",SIR,FF,SIR-FF,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,42,0.006347549339975071,0.9936524506600249,"[33.0, 42.0]",SIR,FF,SIR-FF,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
34,42,0.019077055704042164,0.9809229442959578,"[34.0, 42.0]",SIR,FF,SIR-FF,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
38,42,0.013510161651062646,0.9864898383489373,"[38.0, 42.0]",SR,FF,SR-FF,305.16389039334257,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
39,42,0.009089882838073956,0.990910117161926,"[39.0, 42.0]",SR,FF,SR-FF,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
40,42,0.01125796697620934,0.9887420330237907,"[40.0, 42.0]",SIR,FF,SIR-FF,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
41,42,0.008698267058346223,0.9913017329416538,"[41.0, 42.0]",FF,FF,FF-FF,261.00766272276377,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,43,0.024521024473723823,0.9754789755262762,"[9.0, 43.0]",SIR,FF,SIR-FF,226.12220147522004,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,43,0.018094954539598397,0.9819050454604016,"[12.0, 43.0]",SIR,FF,SIR-FF,275.9189192498405,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,43,0.020301673971965473,0.9796983260280345,"[17.0, 43.0]",SIR,FF,SIR-FF,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,43,0.009524088237957449,0.9904759117620425,"[18.0, 43.0]",SIR,FF,SIR-FF,325.7779151507972,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,43,0.0037868189154745486,0.9962131810845255,"[22.0, 43.0]",SR,FF,SR-FF,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,43,0.00048783129904140875,0.9995121687009586,"[27.0, 43.0]",SIR,FF,SIR-FF,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,43,0.0062810574897394925,0.9937189425102605,"[31.0, 43.0]",SIR,FF,SIR-FF,320.1562118716424,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,43,0.001952521631247166,0.9980474783687528,"[32.0, 43.0]",SIR,FF,SIR-FF,320.1562118716424,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
39,43,0.022991952797522454,0.9770080472024776,"[39.0, 43.0]",SR,FF,SR-FF,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
40,43,0.009992224328038002,0.990007775671962,"[40.0, 43.0]",SIR,FF,SIR-FF,353.5533905932738,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,44,0.002781065674759798,0.9972189343252402,"[9.0, 44.0]",SIR,SIR,SIR-SIR,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,44,0.02507672887049597,0.974923271129504,"[12.0, 44.0]",SIR,SIR,SIR-SIR,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,44,0.01938186079729904,0.9806181392027009,"[17.0, 44.0]",SIR,SIR,SIR-SIR,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,44,0.010550362543834704,0.9894496374561653,"[18.0, 44.0]",SIR,SIR,SIR-SIR,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,44,0.016609578181696064,0.9833904218183039,"[22.0, 44.0]",SR,SIR,SR-SIR,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,44,0.004720780129436275,0.9952792198705638,"[27.0, 44.0]",SIR,SIR,SIR-SIR,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,44,0.031059583737389276,0.9689404162626107,"[31.0, 44.0]",SIR,SIR,SIR-SIR,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,44,0.011382300996288423,0.9886176990037115,"[32.0, 44.0]",SIR,SIR,SIR-SIR,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,44,0.005424646557758208,0.9945753534422418,"[33.0, 44.0]",SIR,SIR,SIR-SIR,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
35,44,0.003557704762260604,0.9964422952377394,"[35.0, 44.0]",SIR,SIR,SIR-SIR,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
37,44,0.009466481300824359,0.9905335186991756,"[37.0, 44.0]",SR,SIR,SR-SIR,353.5533905932738,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
39,44,0.023084417386854614,0.9769155826131454,"[39.0, 44.0]",SR,SIR,SR-SIR,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
40,44,0.022934719593733638,0.9770652804062664,"[40.0, 44.0]",SIR,SIR,SIR-SIR,305.16389039334257,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
42,44,0.0035944916120897296,0.9964055083879103,"[42.0, 44.0]",FF,SIR,SIR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
9,45,0.0038408069348833465,0.9961591930651167,"[9.0, 45.0]",SIR,FF,SIR-FF,305.16389039334257,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,45,0.047007504607062114,0.9529924953929378,"[12.0, 45.0]",SIR,FF,SIR-FF,336.34060117684277,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,45,0.024042234157659194,0.9759577658423408,"[17.0, 45.0]",SIR,FF,SIR-FF,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,45,0.016373390185652387,0.9836266098143476,"[18.0, 45.0]",SIR,FF,SIR-FF,371.6517186829626,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,45,0.017025933688570086,0.9829740663114299,"[22.0, 45.0]",SR,FF,SR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,45,0.04623457759252529,0.9537654224074747,"[27.0, 45.0]",SIR,FF,SIR-FF,320.1562118716424,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,45,0.045323655958579206,0.9546763440414208,"[31.0, 45.0]",SIR,FF,SIR-FF,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,45,0.005914293457350097,0.9940857065426499,"[32.0, 45.0]",SIR,FF,SIR-FF,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,45,0.006775209242895279,0.9932247907571047,"[33.0, 45.0]",SIR,FF,SIR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
35,45,0.02785690901123281,0.9721430909887672,"[35.0, 45.0]",SIR,FF,SIR-FF,336.34060117684277,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
39,45,0.010616484181904919,0.989383515818095,"[39.0, 45.0]",SR,FF,SR-FF,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
40,45,0.02975443766940711,0.9702455623305929,"[40.0, 45.0]",SIR,FF,SIR-FF,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
44,45,0.06111290246950752,0.9388870975304925,"[44.0, 45.0]",SIR,FF,SIR-FF,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,37,0.043942925959884374,0.9560570740401156,"[12.0, 37.0]",SIR,SR,SR-SIR,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,37,0.019052238139340875,0.9809477618606591,"[22.0, 37.0]",SR,SR,SR-SR,336.34060117684277,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,37,0.04048766184958432,0.9595123381504157,"[31.0, 37.0]",SIR,SR,SR-SIR,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
34,37,0.015614650825061,0.984385349174939,"[34.0, 37.0]",SIR,SR,SR-SIR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
36,37,0.014376427701809887,0.9856235722981901,"[36.0, 37.0]",SR,SR,SR-SR,353.5533905932738,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
12,46,0.025391898938696734,0.9746081010613032,"[12.0, 46.0]",SIR,FF,SIR-FF,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
17,46,0.047321740127191,0.952678259872809,"[17.0, 46.0]",SIR,FF,SIR-FF,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
18,46,0.025150162127431232,0.9748498378725687,"[18.0, 46.0]",SIR,FF,SIR-FF,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
27,46,0.03130807980895876,0.9686919201910412,"[27.0, 46.0]",SIR,FF,SIR-FF,0.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
31,46,0.08065024699574301,0.919349753004257,"[31.0, 46.0]",SIR,FF,SIR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,46,0.010729052358574702,0.9892709476414253,"[32.0, 46.0]",SIR,FF,SIR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
33,46,0.019653096272031538,0.9803469037279685,"[33.0, 46.0]",SIR,FF,SIR-FF,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
35,46,0.01086666094595557,0.9891333390540444,"[35.0, 46.0]",SIR,FF,SIR-FF,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
39,46,0.022648621010515655,0.9773513789894843,"[39.0, 46.0]",SR,FF,SR-FF,100.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
40,46,0.02764151408533155,0.9723584859146684,"[40.0, 46.0]",SIR,FF,SIR-FF,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
41,46,0.009595132771227604,0.9904048672287724,"[41.0, 46.0]",FF,FF,FF-FF,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
42,46,0.007125877131684751,0.9928741228683152,"[42.0, 46.0]",FF,FF,FF-FF,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
43,46,0.03759947491892879,0.9624005250810712,"[43.0, 46.0]",FF,FF,FF-FF,250.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
44,46,0.017230910949419573,0.9827690890505805,"[44.0, 46.0]",SIR,FF,SIR-FF,176.4404998859389,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
45,46,0.04843569945576295,0.951564300544237,"[45.0, 46.0]",FF,FF,FF-FF,320.1562118716424,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,34,0.013283840154871543,0.9867161598451285,"[22.0, 34.0]",SR,SIR,SR-SIR,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,36,0.007982433404904878,0.9920175665950951,"[22.0, 36.0]",SR,SR,SR-SR,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
32,36,0.0046871510918333106,0.9953128489081667,"[32.0, 36.0]",SIR,SR,SR-SIR,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
34,36,0.02897392542568649,0.9710260745743136,"[34.0, 36.0]",SIR,SR,SR-SIR,150.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,38,0.010277412473664947,0.989722587526335,"[22.0, 38.0]",SR,SR,SR-SR,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
34,38,0.0248290945459531,0.9751709054540469,"[34.0, 38.0]",SIR,SR,SR-SIR,78.30229881682912,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
36,38,0.04609629068712997,0.95390370931287,"[36.0, 38.0]",SR,SR,SR-SR,226.12220147522004,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
37,38,0.003584995101367573,0.9964150048986324,"[37.0, 38.0]",SR,SR,SR-SR,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
22,47,0.001806718759818129,0.9981932812401819,"[22.0, 47.0]",SR,SR,SR-SR,0.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
36,47,0.07231095770338321,0.9276890422966168,"[36.0, 47.0]",SR,SR,SR-SR,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
37,47,0.01681356686997429,0.9831864331300257,"[37.0, 47.0]",SR,SR,SR-SR,336.34060117684277,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
38,47,0.02261976737259319,0.9773802326274068,"[38.0, 47.0]",SR,SR,SR-SR,200.0,,,,,,sw,0.05,,,False,ESHOCK_04_LOC1
48,49,0.005615119364601111,0.9943848806353989,"[48.0, 49.0]",SR,FF,SR-FF,100.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,50,0.0019646216426979332,0.998035378357302,"[48.0, 50.0]",SR,SR,SR-SR,150.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
49,50,0.02082286195873281,0.9791771380412672,"[49.0, 50.0]",FF,SR,SR-FF,50.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,52,0.025939777302449674,0.9740602226975503,"[48.0, 52.0]",SR,SR,SR-SR,250.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
49,52,0.003829647105242055,0.996170352894758,"[49.0, 52.0]",FF,SR,SR-FF,150.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
50,52,0.02070055963502645,0.9792994403649735,"[50.0, 52.0]",SR,SR,SR-SR,100.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,54,0.004857199410694418,0.9951428005893056,"[48.0, 54.0]",SR,SR,SR-SR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
51,54,0.007444512384521934,0.9925554876154781,"[51.0, 54.0]",SR,SR,SR-SR,390.51248379533274,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,55,0.0013860152093718488,0.9986139847906281,"[48.0, 55.0]",SR,SR,SR-SR,250.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
52,55,0.006208628902657081,0.993791371097343,"[52.0, 55.0]",SR,SR,SR-SR,0.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,57,0.022355107393783956,0.977644892606216,"[48.0, 57.0]",SR,FF,SR-FF,251.24689052802225,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
49,57,0.24988319795382807,0.7501168020461719,"[49.0, 57.0]",FF,FF,FF-FF,261.00766272276377,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
50,57,0.009861844556559475,0.9901381554434405,"[50.0, 57.0]",SR,FF,SR-FF,279.5084971874737,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
52,57,0.02727431883682935,0.9727256811631706,"[52.0, 57.0]",SR,FF,SR-FF,336.34060117684277,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,58,0.013367390672775686,0.9866326093272243,"[48.0, 58.0]",SR,SR,SR-SR,291.547594742265,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
49,58,0.02265702083768993,0.97734297916231,"[49.0, 58.0]",FF,SR,SR-FF,254.95097567963924,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
50,58,0.018621164176179858,0.9813788358238201,"[50.0, 58.0]",SR,SR,SR-SR,250.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
52,58,0.023078952123312714,0.9769210478766873,"[52.0, 58.0]",SR,SR,SR-SR,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
57,58,0.009426638633009176,0.9905733613669908,"[57.0, 58.0]",FF,SR,SR-FF,127.00885795880538,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
48,60,0.014417178750069079,0.9855828212499309,"[48.0, 60.0]",SR,SR,SR-SR,250.0,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
49,60,0.05161017995332638,0.9483898200466736,"[49.0, 60.0]",FF,SR,SR-FF,269.2582403567252,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
50,60,0.019154883821521577,0.9808451161784785,"[50.0, 60.0]",SR,SR,SR-SR,291.547594742265,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
52,60,0.008215915832288801,0.9917840841677112,"[52.0, 60.0]",SR,SR,SR-SR,353.5533905932738,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
57,60,0.047636564975019745,0.9523634350249802,"[57.0, 60.0]",FF,SR,SR-FF,33.63406011768428,,,,,,sw,0.05,,,False,ESHOCK_06_LOC1
