avg_deg,avg_clust,swp,swp_delta,swp_delta_C,swp_delta_L,avg_path_len,density,session,state,bin_width
0.036854574184629146,0.1709111156552068,0.2928932188134524,-1.0,0.0,1.0,1.5506955328988674,0.07625084314061202,hamilton_04,sw,0.1
0.04753495203971537,0.04712303153712027,0.7467284569964503,-1.0,0.0,0.3581800510787806,1.1948591288377453,0.07029816850943822,hamilton_09,sw,0.1
0.06046927992591122,0.08843539001548291,0.2928932188134524,-1.0,0.0,1.0,1.2311675890049192,0.09530484336149049,acute_15,sw,0.1
0.04455426660821808,0.0672151209077037,0.2928932188134524,-1.0,0.0,1.0,1.2202290886976013,0.06441580714441168,acute_16,sw,0.1
0.019282661176684153,0.06793801871881318,0.5269513411980874,-1.0,0.0,0.6689918289400676,1.3966513419484745,0.03545521571196762,acute_14,sw,0.1
0.04622520359345069,0.04509269590328831,,,,,,0.05859532849874032,acute_12,sw,0.1
0.04437924919272051,0.03700142675432437,0.6795483264964904,-1.0,0.0,0.4531871027538182,1.2698325956374383,0.07637042575802516,acute_11,sw,0.1
0.06679742654111927,0.0,,,,,,0.6679742654111926,ESHOCK_03_LOC1,act,0.1
0.04371660085007706,0.16842073952674008,0.2928932188134524,-1.0,0.0,1.0,1.3411860402693907,0.07373533343379662,ESHOCK_04_LOC1,act,0.1
0.019027856957769006,0.0631242730518251,0.8091586285156676,-1.0,0.0,0.26989045581502497,1.4326148568026267,0.03602815538725115,ESHOCK_06_LOC1,act,0.1
0.032837749491204354,0.06714165267762512,0.2928932188134524,-1.0,0.0,1.0,1.3545802568156675,0.05821237409804409,ESHOCK_07_LOC1,act,0.1
0.047577745492505076,0.039021236902504135,0.7908298808578993,-1.0,0.0,0.29581121933395504,1.3333985375837343,0.09314920051243461,ESHOCK_08_LOC1,act,0.1
0.03258544762520157,0.09445500659881674,0.7407082280625178,-1.0,0.0,0.36669394048573883,1.3250069907810962,0.05766525843785671,ESHOCK_09_LOC1,act,0.1
0.0059834323549142285,0.0,,,,,,0.0418840264843996,hamilton_10,act,0.1
0.023195228531093237,0.2224526665725216,1.0,-1.0,0.0,0.0,1.3624004541817678,0.03795582850542529,hamilton_03,act,0.1
0.014974582166052332,0.07680392046150356,0.1355745419669807,0.2196858419070744,1.0,0.7031804498072953,1.5056438491690127,0.033904714338231695,hamilton_04,act,0.1
0.018865717583806084,0.11928948639713952,0.2928932188134524,-1.0,0.0,1.0,1.497794420301815,0.037731435167612175,hamilton_09,act,0.1
0.0648342942392428,0.11947593002311416,0.2928932188134524,-1.0,0.0,1.0,1.2231560260112555,0.10406980809620155,acute_15,act,0.1
0.020330134107433995,0.0704800651717084,0.12911144550074494,0.20634736563962264,1.0,0.7189532312435933,1.3368485739162954,0.03388355684572333,acute_16,act,0.1
0.023994886107978182,0.10198868618581601,0.09909884399362168,0.14911886684520392,1.0,0.7894591729704948,1.3871627628057333,0.042740890879836124,acute_14,act,0.1
0.040848208848249024,0.0434958545765439,0.2928932188134524,-1.0,0.0,1.0,1.2231275534797343,0.059466645887136585,acute_12,act,0.1
0.05134200135939154,0.08103196600543959,0.6193394348930825,-1.0,0.0,0.5383353338348094,1.2408626707356507,0.08471430224299606,acute_11,act,0.1
0.32868027356363455,0.4720879242927225,0.7839855588943382,1.0,0.30549055228007116,0.0,0.6599280587839855,0.3652003039595939,ESHOCK_03_LOC1,sw,0.5
0.0721932966382249,0.19025829659253063,0.4561318132512312,-1.0,0.0,0.7691457658433721,1.313946751657974,0.12953832659199216,ESHOCK_04_LOC1,sw,0.5
0.09597924413277373,0.2398540666492558,0.2928932188134524,-1.0,0.0,1.0,1.3700877418225903,0.1944842578479888,ESHOCK_06_LOC1,sw,0.5
0.14889526909544196,0.22569220418848956,0.0,0.0,1.0,1.0,1.152981903891001,0.25247458672705375,ESHOCK_07_LOC1,sw,0.5
0.1697973681193342,0.15812707294847328,0.5026969283235857,-1.0,0.0,0.7032927485745845,0.9402643507773526,0.22518858271923894,ESHOCK_08_LOC1,sw,0.5
0.18676739220965358,0.16626690810346728,0.6426065118303036,-1.0,0.0,0.505430718073413,0.8513615752297607,0.23915336807333692,ESHOCK_09_LOC1,sw,0.5
0.08443536667549917,0.1329734780060762,0.2928932188134524,-1.0,0.0,1.0,1.4813928559153993,0.16887073335099836,hamilton_10,sw,0.5
0.12208933548521782,0.3688211357320788,0.2594301573845731,-0.6157852985453621,0.3112673827802654,1.0,1.4920923745368708,0.2930144051645228,hamilton_03,sw,0.5
0.1105346676863245,0.22149097796163364,0.2928932188134524,-1.0,0.0,1.0,1.3025911749835957,0.22869241590274034,hamilton_04,sw,0.5
0.09996169943274505,0.10859724896368385,0.8585801165584402,-1.0,0.0,0.19999791715227608,1.1179705861795282,0.15902997637027624,hamilton_09,sw,0.5
0.13698807515913022,0.1868898663584969,0.3314961309556562,-1.0,0.0,0.9454072381013985,1.1012193263425425,0.224867217714044,acute_15,sw,0.5
0.08967226649207333,0.10327301672012879,0.2928932188134524,-1.0,0.0,1.0,1.227012158894302,0.13795733306472818,acute_16,sw,0.5
0.06738803170327422,0.1111475884601666,0.39669437492309756,-1.0,0.0,0.853202997239733,1.2764290360679593,0.12258886618361585,acute_14,sw,0.5
0.20124216542029605,0.2023359691521287,0.2928932188134524,-1.0,0.0,1.0,0.9267801195290636,0.24057412564475622,acute_12,sw,0.5
0.09131457286154437,0.09662903890437104,0.6997881858163676,-1.0,0.0,0.42456361920312446,1.1553764416685661,0.16008586054789498,acute_11,sw,0.5
0.11643428490362129,0.048486379488791365,0.0,0.0,1.0,1.0,1.2704702605769156,0.19405714150603548,ESHOCK_03_LOC1,act,0.5
0.1466467190935335,0.22637209214228662,0.2928932188134524,-1.0,0.0,1.0,1.128798832409193,0.2457060922560528,ESHOCK_04_LOC1,act,0.5
0.06685877648582271,0.15856507231709985,0.535351431891604,-1.0,0.0,0.6571123067561325,1.3730826514733558,0.12870314473520875,ESHOCK_06_LOC1,act,0.5
0.09327701625436623,0.1383107423384917,0.2928932188134524,-1.0,0.0,1.0,1.1323494627344446,0.13473346792297344,ESHOCK_07_LOC1,act,0.5
0.07612152808929575,0.06824009119499433,0.5681764434497798,-1.0,0.0,0.6106907302255067,1.1984686451306912,0.13668230181779623,ESHOCK_08_LOC1,act,0.5
0.09833653743602988,0.15174722845441066,0.4577115101858552,-1.0,0.0,0.7669117370139876,1.1681140335759044,0.17905207683438965,ESHOCK_09_LOC1,act,0.5
0.0697210938370725,0.12272918643387595,0.2928932188134524,-1.0,0.0,1.0,1.4807371486648946,0.15016850980292543,hamilton_10,act,0.5
0.06837545654157834,0.20789293759753014,0.0,0.0,1.0,1.0,1.3963889652264447,0.13675091308315668,hamilton_03,act,0.5
0.04434531773327399,0.14786101961546563,0.5893768120486012,-1.0,0.0,0.5807088814257447,1.386300709318044,0.09675342050896144,hamilton_04,act,0.5
0.07253319219523671,0.07076102442227332,1.0,-1.0,0.0,0.0,1.3834953564286798,0.14888392082180169,hamilton_09,act,0.5
0.14883463278310696,0.2182691115556333,0.2928932188134524,-1.0,0.0,1.0,1.0473120734678718,0.240680540002422,acute_15,act,0.5
0.05373816884735602,0.13088344080425085,0.18409373850925026,0.3349306454033125,1.0,0.5756787776873691,1.3253636775023925,0.0977057615406473,acute_16,act,0.5
0.08368187409785274,0.17721302990362753,0.2928932188134524,-1.0,0.0,1.0,1.2887926381840795,0.14752165433745174,acute_14,act,0.5
0.1561170820970433,0.1809979806135862,0.2928932188134524,-1.0,0.0,1.0,1.017793133952137,0.22594288639435373,acute_12,act,0.5
0.11596012386391052,0.18554105018446895,0.39355625137510786,-1.0,0.0,0.8576409741217025,1.109823936385767,0.20329259214891815,acute_11,act,0.5
0.3709213726156294,0.4594056112098057,0.21025485542840394,-0.41232890625692464,0.49738796401684504,1.0,0.6125425529991787,0.41213485846181036,ESHOCK_03_LOC1,sw,1.0
0.10954575206435913,0.22090053299428083,0.2928932188134524,-1.0,0.0,1.0,1.2176608687076904,0.1911384501536749,ESHOCK_04_LOC1,sw,1.0
0.1286280494100219,0.27426476112112924,0.2928932188134524,-1.0,0.0,1.0,1.2962632765012296,0.26064104748872857,ESHOCK_06_LOC1,sw,1.0
0.17995614617565045,0.2477995575999315,0.2928932188134524,-1.0,0.0,1.0,1.2305376665288885,0.29865062556810074,ESHOCK_07_LOC1,sw,1.0
0.17709990058601374,0.1737998393592938,0.4951308235223284,-1.0,0.0,0.7139928365988588,0.9332979671679087,0.24456652938068565,ESHOCK_08_LOC1,sw,1.0
0.23480191269716888,0.21807883961792543,0.5732702773734146,-1.0,0.0,0.603486961206226,0.7884583389972182,0.30500042267879673,ESHOCK_09_LOC1,sw,1.0
0.1073530185281225,0.15720166441849892,0.2928932188134524,1.0,1.0,0.0,1.4251579349295602,0.21470603705624497,hamilton_10,sw,1.0
0.14732384548652788,0.3499895615293622,1.0,-1.0,0.0,0.0,1.389052147263467,0.35357722916766693,hamilton_03,sw,1.0
0.13676368950606907,0.22513820092712603,0.2928932188134524,-1.0,0.0,1.0,1.228202961397077,0.27816343628353035,hamilton_04,sw,1.0
0.11889438875745452,0.1352869255435421,0.5680413614195265,-1.0,0.0,0.6108817650647237,1.095290748963013,0.20135340031504395,hamilton_09,sw,1.0
0.17632327523919072,0.2540374592269732,0.2928932188134524,-1.0,0.0,1.0,1.0425962276431913,0.2916373563842128,acute_15,sw,1.0
0.1048143604960724,0.12176636363499406,0.0,0.0,1.0,1.0,1.1816155989708574,0.16996923323687418,acute_16,sw,1.0
0.09259663587756431,0.1407775974297747,0.42479070306844113,-1.0,0.0,0.8134687889237033,1.2213655317169099,0.1702583304845537,acute_14,sw,1.0
0.3033901487632574,0.31163898896068726,0.2928932188134524,-1.0,0.0,1.0,0.8068362385978263,0.36337603368983296,acute_12,sw,1.0
0.10801851384916669,0.115091982922847,0.6574497917154444,-1.0,0.0,0.4844391503497471,1.0972750717902222,0.1917670451562738,acute_11,sw,1.0
0.13582156752685579,0.07862146607062305,1.0,-1.0,0.0,0.0,1.2400143111157464,0.22636927921142636,ESHOCK_03_LOC1,act,1.0
0.19526404313408205,0.2758943115186864,0.2928932188134524,-1.0,0.0,1.0,1.0363854420948135,0.3337959656278564,ESHOCK_04_LOC1,act,1.0
0.09555435405260156,0.22404923380801398,0.3976167103713496,-1.0,0.0,0.8518986179397575,1.3196027724711565,0.1870597947978895,ESHOCK_06_LOC1,act,1.0
0.1296129642447569,0.17759699666290543,0.2928932188134524,-1.0,0.0,1.0,1.055964508910059,0.18721872613131552,ESHOCK_07_LOC1,act,1.0
0.11286681965205739,0.10563733407150779,0.297335726820231,-1.0,0.0,0.9937173449258627,1.138197573102815,0.19721352896192823,ESHOCK_08_LOC1,act,1.0
0.12854604786437818,0.1816842478028061,0.3660646267058424,-1.0,0.0,0.8965200025806485,1.0946371693966086,0.23541863417022751,ESHOCK_09_LOC1,act,1.0
0.0961587076501551,0.11698971813882675,0.4275044720133572,0.11328607946058411,0.6211013684045943,0.5193605195770568,1.275341620292565,0.17949625428028956,hamilton_10,act,1.0
0.09025800569174475,0.19747679021521225,1.0,-1.0,0.0,0.0,1.3404923003718556,0.19113460028840068,hamilton_03,act,1.0
0.05889577694699015,0.194442251525528,0.471972032266767,-1.0,0.0,0.7467443132806412,1.3712388485677216,0.13857829869880034,hamilton_04,act,1.0
0.09111458436233451,0.09984436022781142,0.2928932188134524,-1.0,0.0,1.0,1.393227661011176,0.1920793940611376,hamilton_09,act,1.0
0.1853208013543524,0.25702677325855405,0.2928932188134524,-1.0,0.0,1.0,0.9831682304852416,0.30420584373261617,acute_15,act,1.0
0.07537213378614671,0.1492177245786764,0.634665982793603,-1.0,0.0,0.5166603219295323,1.2463504571017512,0.1310819718019943,acute_16,act,1.0
0.11972278308652536,0.2522626349399538,0.32101121025921875,-1.0,0.0,0.9602351551507067,1.244230397433239,0.20890403987546774,acute_14,act,1.0
0.20235940740743807,0.23158881834253792,0.2928932188134524,-1.0,0.0,1.0,0.9430767251898975,0.2963405551164261,acute_12,act,1.0
0.13596664309527154,0.2334435548230875,0.2928932188134524,-1.0,0.0,1.0,1.0821371404222893,0.24605576379499142,acute_11,act,1.0
