neuron_id,degree,clust,page_rank,session,state,bin_width,neuron_type,in_ensemble,response_bs,phase_lock_delta,phase_lock_theta
8,0.2544988559213552,0.41927998912787295,0.1926903616247388,ESHOCK_03_LOC1,sw,0.5,SR,True,inhibited,True,True
9,0.05545257738509472,0.17826383148063624,0.03470928278746301,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,True
12,0.07832792616377478,0.150052131594119,0.04600636176905084,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,False
17,0.12777510366792014,0.24465964702380588,0.07042048285504626,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,True
18,0.0755589527292767,0.18295181419117423,0.043932849692147696,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,True
22,0.026588403854945503,0.10257238554229291,0.02494513891317273,ESHOCK_04_LOC1,sw,0.5,SR,True,activated,True,True
27,0.08910059828096442,0.2080393314776894,0.05102626587823333,ESHOCK_04_LOC1,sw,0.5,SIR,True,no_response,True,True
31,0.10165833833221835,0.2384114355873,0.05765165219445535,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,False
32,0.0422645154649816,0.14377273954981593,0.02819517857450725,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,True
33,0.07179429154596237,0.1715625552670892,0.04253893140481102,ESHOCK_04_LOC1,sw,0.5,SIR,True,no_response,True,True
34,0.03415376117884109,0.10056416560369277,0.029743896810472834,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,True
35,0.07031487144674975,0.16331699071572653,0.041353758073725724,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,False,False
36,0.0631131724253643,0.4017298851841339,0.0519285552973171,ESHOCK_04_LOC1,sw,0.5,SR,True,activated,True,True
37,0.05330558755215302,0.15574177692014637,0.04106885530519361,ESHOCK_04_LOC1,sw,0.5,SR,True,inhibited,True,True
38,0.05271401851709519,0.3881454487294605,0.04409691748323524,ESHOCK_04_LOC1,sw,0.5,SR,True,activated,True,True
39,0.0859341417418123,0.16699602821771675,0.05128381849291504,ESHOCK_04_LOC1,sw,0.5,SR,True,inhibited,True,True
40,0.10943564177727526,0.22893513499924031,0.06179537447986105,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,False
41,0.029405485511612546,0.10253591505427818,0.02106768476393104,ESHOCK_04_LOC1,sw,0.5,FF,True,activated,True,True
42,0.024251016527492664,0.057754907579178644,0.019763701916720066,ESHOCK_04_LOC1,sw,0.5,FF,True,inhibited,True,True
43,0.05632505794604266,0.17244841406104103,0.03442640237231731,ESHOCK_04_LOC1,sw,0.5,FF,True,inhibited,True,True
44,0.05664788224162363,0.12324142062654406,0.03460673811215166,ESHOCK_04_LOC1,sw,0.5,SIR,True,inhibited,True,True
45,0.09941033879449647,0.22295875982040547,0.0560162679435522,ESHOCK_04_LOC1,sw,0.5,FF,True,inhibited,True,True
46,0.1415249191867112,0.27458850311395533,0.07663337870745804,ESHOCK_04_LOC1,sw,0.5,FF,True,inhibited,True,True
47,0.043195923768536815,0.19669759928877417,0.03678850617226165,ESHOCK_04_LOC1,sw,0.5,SR,True,activated,False,True
48,0.09004495411289304,0.343982114296965,0.03869692098515095,ESHOCK_06_LOC1,sw,0.5,SR,True,inhibited,True,True
49,0.12951295062822712,0.2424487958964486,0.05770543766654179,ESHOCK_06_LOC1,sw,0.5,FF,True,activated,True,True
50,0.1472713332545055,0.38180154134663036,0.059140110785477,ESHOCK_06_LOC1,sw,0.5,SR,True,inhibited,True,True
51,0.07831973201286924,0.20317625919792046,0.053663032145384676,ESHOCK_06_LOC1,sw,0.5,SR,True,no_response,True,True
52,0.13331453032553656,0.3470972905649011,0.05412683818692668,ESHOCK_06_LOC1,sw,0.5,SR,True,no_response,True,True
54,0.0530699270640099,0.22953970162281934,0.04017904447305928,ESHOCK_06_LOC1,sw,0.5,SR,True,inhibited,True,True
55,0.013714109070957851,0.13012327515864497,0.015387545567759358,ESHOCK_06_LOC1,sw,0.5,SR,True,inhibited,True,True
57,0.08510805155928663,0.24987780695569473,0.03947957028043253,ESHOCK_06_LOC1,sw,0.5,FF,True,activated,True,True
58,0.15634519924230836,0.35383346729332144,0.06343771396665711,ESHOCK_06_LOC1,sw,0.5,SR,True,activated,True,True
59,0.037887809387422915,0.0757241178843117,0.023886025640362067,ESHOCK_06_LOC1,sw,0.5,SIR,True,activated,True,False
60,0.1455739944964363,0.2878547147225641,0.06091005619972947,ESHOCK_06_LOC1,sw,0.5,SR,True,no_response,True,True
62,0.17794195278948347,0.3360436342500966,0.07163297379537133,ESHOCK_06_LOC1,sw,0.5,FF,True,activated,True,True
63,0.06525327175466437,0.19017243611888024,0.04566098466401585,ESHOCK_06_LOC1,sw,0.5,SR,True,no_response,False,False
64,0.08468444380596454,0.15766570458671536,0.049846342211954775,ESHOCK_06_LOC1,sw,0.5,SIR,True,no_response,True,True
69,0.0704743167435511,0.15767146093771547,0.04706046799939193,ESHOCK_06_LOC1,sw,0.5,SIR,True,activated,True,True
70,0.09866416211398828,0.26696381858802704,0.04150641938983061,ESHOCK_06_LOC1,sw,0.5,SR,True,activated,True,True
71,0.011560275301127836,0.03638038691746825,0.01177084931244119,ESHOCK_06_LOC1,sw,0.5,SR,True,no_response,False,False
73,0.04701514955590253,0.2114473223114364,0.03687829045018674,ESHOCK_06_LOC1,sw,0.5,SR,True,inhibited,True,True
74,0.10466742002998398,0.4689389836223126,0.04335866109847688,ESHOCK_06_LOC1,sw,0.5,SR,True,inhibited,True,True
75,0.13678239797116357,0.21552087243207807,0.06025454761470009,ESHOCK_06_LOC1,sw,0.5,SR,True,activated,True,True
76,0.06036388849005956,0.17974999004658235,0.04304798461413504,ESHOCK_06_LOC1,sw,0.5,SIR,True,no_response,True,True
77,0.08799425707788383,0.21077577153202315,0.04237018295201452,ESHOCK_06_LOC1,sw,0.5,SIR,True,activated,True,True
81,0.006572790828992086,0.05592674642899954,0.01525249403075555,ESHOCK_07_LOC1,sw,0.5,SIR,True,inhibited,True,True
82,0.060475378265303664,0.17330502791533356,0.03854016519234648,ESHOCK_07_LOC1,sw,0.5,SIR,True,activated,False,False
84,0.2832161086332167,0.388012380261741,0.13634121440024155,ESHOCK_07_LOC1,sw,0.5,SR,True,activated,True,False
85,0.2701240590833764,0.29930889294674284,0.13078303753198103,ESHOCK_07_LOC1,sw,0.5,SR,True,activated,True,True
86,0.1897018543007576,0.41634112435879267,0.0917211876594197,ESHOCK_07_LOC1,sw,0.5,SR,True,activated,True,True
88,0.2273831552762,0.32505827801060205,0.11000357711259362,ESHOCK_07_LOC1,sw,0.5,FF,True,activated,True,True
89,0.17336773204598557,0.32858284733325993,0.08805750292388444,ESHOCK_07_LOC1,sw,0.5,SR,True,no_response,True,True
90,0.11360370036859523,0.16482602185985049,0.07145563204694515,ESHOCK_07_LOC1,sw,0.5,FF,True,activated,True,True
91,0.14230527108296848,0.32834299133492906,0.07367975382033297,ESHOCK_07_LOC1,sw,0.5,FF,True,activated,True,True
92,0.01679615442181165,0.0,0.039632019385563017,ESHOCK_07_LOC1,sw,0.5,SIR,True,activated,True,True
93,0.18777524478825688,0.3100775913124043,0.09449718927491357,ESHOCK_07_LOC1,sw,0.5,SR,True,activated,True,True
94,0.02463297656600233,0.0,0.04901051141962655,ESHOCK_07_LOC1,sw,0.5,SIR,True,activated,True,True
95,0.0907888034838496,0.14421675268771067,0.06102571520139628,ESHOCK_07_LOC1,sw,0.5,SIR,True,activated,True,True
97,0.23571989707310498,0.20978941270351975,0.04507867672175972,ESHOCK_08_LOC1,sw,0.5,FF,True,activated,False,True
98,0.1406968926255877,0.14726651021318066,0.028409983848746927,ESHOCK_08_LOC1,sw,0.5,FF,True,inhibited,True,True
99,0.18175586583023062,0.16222238592704202,0.03544531027830629,ESHOCK_08_LOC1,sw,0.5,SIR,True,inhibited,True,True
100,0.1313730656969937,0.16801013036445894,0.03029710025904276,ESHOCK_08_LOC1,sw,0.5,SIR,True,no_response,True,False
101,0.19294032541126774,0.19598606766919097,0.03831513859593304,ESHOCK_08_LOC1,sw,0.5,FF,True,activated,True,False
102,0.15752577848603147,0.15773196722658325,0.032563385390175746,ESHOCK_08_LOC1,sw,0.5,SR,True,activated,True,True
103,0.097327115532611,0.159463844951454,0.020818375002296392,ESHOCK_08_LOC1,sw,0.5,SR,True,no_response,False,False
104,0.1863935812628056,0.19211546763474244,0.03752422447953705,ESHOCK_08_LOC1,sw,0.5,SR,True,activated,True,True
105,0.2230654911046207,0.19757567837820644,0.04325058017731777,ESHOCK_08_LOC1,sw,0.5,SR,True,activated,True,True
106,0.08416264538772555,0.1141400454961427,0.019490568847062732,ESHOCK_08_LOC1,sw,0.5,SR,True,activated,False,True
107,0.07890830858523004,0.11172421307655643,0.02077697341397347,ESHOCK_08_LOC1,sw,0.5,SR,True,inhibited,True,False
108,0.07430829077390146,0.11723994114339886,0.01798075982396702,ESHOCK_08_LOC1,sw,0.5,FF,True,inhibited,True,True
109,0.09138755133677073,0.15497914217743786,0.02076161345977445,ESHOCK_08_LOC1,sw,0.5,SR,True,inhibited,True,False
110,0.0434620993287094,0.09885464007611733,0.013015102989411187,ESHOCK_08_LOC1,sw,0.5,SR,True,inhibited,True,False
111,0.050648627286916895,0.08773239644924764,0.015523947667975487,ESHOCK_08_LOC1,sw,0.5,FF,True,activated,True,True
113,0.09844512348913499,0.09883009559351877,0.024237972079771616,ESHOCK_08_LOC1,sw,0.5,FF,True,activated,True,True
114,0.33282006761862865,0.2286542196875846,0.06045837827060619,ESHOCK_08_LOC1,sw,0.5,FF,True,no_response,True,True
115,0.11537365122519498,0.14354459037438438,0.027004293178625544,ESHOCK_08_LOC1,sw,0.5,SIR,True,activated,True,True
116,0.0663759748160237,0.14124119017942868,0.017334441109374113,ESHOCK_08_LOC1,sw,0.5,FF,True,inhibited,True,False
117,0.32511692244406415,0.2071780406384839,0.05904386721160476,ESHOCK_08_LOC1,sw,0.5,FF,True,no_response,True,False
118,0.3322834985388772,0.21191733880638922,0.060244197419593346,ESHOCK_08_LOC1,sw,0.5,SIR,True,no_response,True,True
120,0.2136790424371025,0.15788041268106748,0.0409425846903812,ESHOCK_08_LOC1,sw,0.5,SIR,True,no_response,True,False
121,0.07804562693066579,0.0984247389690402,0.020006981844753927,ESHOCK_08_LOC1,sw,0.5,SR,True,activated,True,True
122,0.3294064784899667,0.2130750921734688,0.059844408655220546,ESHOCK_08_LOC1,sw,0.5,SIR,True,no_response,True,True
123,0.07567233105807043,0.06330277770390161,0.019952648665147323,ESHOCK_08_LOC1,sw,0.5,SIR,True,activated,False,True
124,0.1662058061408142,0.15880749990311127,0.032839372312533505,ESHOCK_08_LOC1,sw,0.5,SIR,True,no_response,True,True
125,0.06497602562681153,0.09506792667065418,0.01846283381329113,ESHOCK_08_LOC1,sw,0.5,SR,True,inhibited,True,False
126,0.1698130499082274,0.20480871415007643,0.03328837663735387,ESHOCK_08_LOC1,sw,0.5,SIR,True,inhibited,True,True
127,0.2828807117354045,0.23214386129142292,0.051850968279174646,ESHOCK_08_LOC1,sw,0.5,SIR,True,no_response,True,False
128,0.3033538292792461,0.21410384614499856,0.05523693487728833,ESHOCK_08_LOC1,sw,0.5,FF,True,no_response,True,True
132,0.12266260329120662,0.10663273704451587,0.021467512589560873,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,True
135,0.2925851202617342,0.2430538158270032,0.040346941227728875,ESHOCK_09_LOC1,sw,0.5,FF,True,inhibited,True,True
136,0.11378333414763146,0.10677641184258475,0.020706667976051044,ESHOCK_09_LOC1,sw,0.5,SR,True,no_response,True,False
137,0.14804256612309377,0.14866193510416637,0.022160648631524456,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,False,False
138,0.3028768935411935,0.2175851567401195,0.04146131163411178,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,True
139,0.06064349812901689,0.13313724078235795,0.014077233463217919,ESHOCK_09_LOC1,sw,0.5,SR,True,no_response,True,False
140,0.32999671858910085,0.2395705562380634,0.04547674180738427,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,True
142,0.2806384758573033,0.23096740731943363,0.039740878809111486,ESHOCK_09_LOC1,sw,0.5,SR,True,no_response,True,True
144,0.1776792627210684,0.2088748004332075,0.02670232528998501,ESHOCK_09_LOC1,sw,0.5,FF,True,inhibited,True,True
145,0.0465250576564965,0.08732406403735703,0.011435110370007474,ESHOCK_09_LOC1,sw,0.5,SIR,True,inhibited,True,False
146,0.1642156495399304,0.1308132912893065,0.025991506993691262,ESHOCK_09_LOC1,sw,0.5,SR,True,inhibited,True,True
147,0.20734073199255232,0.16847827095139065,0.03174359843949613,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,True
151,0.04522757260977468,0.07458691327400725,0.011460419537556889,ESHOCK_09_LOC1,sw,0.5,SIR,True,inhibited,True,True
152,0.1922677341390618,0.19608556823307974,0.028228890195231327,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,True
153,0.24085167075897773,0.23645125534658376,0.034663999683605645,ESHOCK_09_LOC1,sw,0.5,SIR,True,activated,True,True
154,0.2130459531153796,0.22774899994707118,0.030096336335873553,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,True
155,0.25177256085664873,0.26097592652961005,0.03438318944116934,ESHOCK_09_LOC1,sw,0.5,SR,True,inhibited,True,True
156,0.2751374757672267,0.25450946076822356,0.03817622363164459,ESHOCK_09_LOC1,sw,0.5,SR,True,inhibited,True,True
157,0.2598758619702737,0.2516504417880496,0.036016888595476484,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,True
158,0.15755672323262251,0.12747209794187003,0.025862250485891226,ESHOCK_09_LOC1,sw,0.5,SIR,True,activated,True,True
159,0.09751189152851164,0.1091123074852796,0.017718014082433016,ESHOCK_09_LOC1,sw,0.5,SIR,True,activated,True,True
161,0.3460467769806409,0.23294274052196523,0.04675881433314865,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,True
162,0.26758309940601077,0.22299243127698185,0.03837051480258826,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,True
163,0.186561548745128,0.16482946284079586,0.028101955336233855,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,False
164,0.23711747822874557,0.2000356833305402,0.03453658619015856,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,False
166,0.3270061970306705,0.25993959649332427,0.044086691937710566,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,False,True
167,0.15087715503612875,0.12521542084243714,0.02563305912895655,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,True
176,0.10990442886322413,0.10927577945208876,0.01949115032390448,ESHOCK_09_LOC1,sw,0.5,FF,True,inhibited,True,True
177,0.13873362285173574,0.13598977185152566,0.023974180046187996,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,False
178,0.037928817801853934,0.04908391669726221,0.01012889838249535,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,True,False
179,0.07896170415360745,0.09358982216634765,0.015814807798311275,ESHOCK_09_LOC1,sw,0.5,SIR,True,activated,True,True
180,0.0623541800441702,0.08034625085567988,0.012717362562239584,ESHOCK_09_LOC1,sw,0.5,SIR,True,inhibited,True,True
181,0.07827775925028929,0.08264812547673062,0.017140042877205223,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,False
182,0.07941264469819638,0.09183401099925165,0.017232738306068453,ESHOCK_09_LOC1,sw,0.5,FF,True,activated,True,True
184,0.3247181569844954,0.261705476334564,0.043890784753854835,ESHOCK_09_LOC1,sw,0.5,SIR,True,activated,True,False
185,0.13113780143426845,0.1147115436632804,0.024205724000183816,ESHOCK_09_LOC1,sw,0.5,SR,True,activated,False,True
1011,0.08437640988280756,0.23673439011820782,0.1305716217116546,hamilton_10,sw,0.5,SR,True,activated,True,True
1013,0.1746974807912583,0.2174348557932931,0.25091712568068036,hamilton_10,sw,0.5,SR,True,activated,False,True
1014,0.060869684833616655,0.11786109487115917,0.1119498306033883,hamilton_10,sw,0.5,SIR,True,no_response,True,True
1015,0.17220092337095633,0.2096459809382289,0.2491796639049855,hamilton_10,sw,0.5,SR,True,activated,False,True
1016,0.003283595432567215,0.0,0.023883250250842623,hamilton_10,sw,0.5,SR,True,inhibited,False,True
1018,0.003169880627472431,0.0,0.023650625172617297,hamilton_10,sw,0.5,SR,True,inhibited,True,True
1019,0.06469663232352951,0.13280214147537836,0.10247460245336598,hamilton_10,sw,0.5,SIR,True,activated,True,True
1020,0.05903492023839741,0.09270399115055106,0.10737328022246447,hamilton_10,sw,0.5,SIR,True,no_response,False,False
1021,0.1091327819547198,0.34018755317469324,0.11728939005219856,hamilton_03,sw,0.5,FF,True,no_response,True,True
1022,0.0938069245237169,0.21654020008398409,0.0995812457522864,hamilton_03,sw,0.5,SIR,True,no_response,True,True
1024,0.13946011018905718,0.6806749760296454,0.12278042320377971,hamilton_03,sw,0.5,SR,True,inhibited,True,True
1025,0.10310661982675284,0.16077979706001455,0.11974134114492757,hamilton_03,sw,0.5,SR,True,activated,False,True
1026,0.08668704576830344,0.5422859736118132,0.08128233224508014,hamilton_03,sw,0.5,SR,True,inhibited,True,True
1027,0.15535763509147416,0.24921917590114884,0.13923172184974555,hamilton_03,sw,0.5,SR,True,inhibited,True,True
1028,0.06440334761815614,0.36556717748859124,0.09102191980690082,hamilton_03,sw,0.5,SR,True,activated,True,True
1029,0.05966542739528789,0.36556717748859124,0.08553960593550733,hamilton_03,sw,0.5,FF,True,activated,True,True
1030,0.16509479151427783,0.3985681907501995,0.14353202000957374,hamilton_03,sw,0.5,SR,True,inhibited,True,True
1031,0.046951065724507406,0.06251361500954096,0.04000318849991176,hamilton_04,sw,0.5,FF,True,inhibited,True,True
1032,0.0038542833253048772,0.0,0.012704414427162436,hamilton_04,sw,0.5,SR,True,inhibited,True,False
1034,0.09545073693029871,0.17230548763182285,0.05807205202036952,hamilton_04,sw,0.5,SR,True,activated,True,True
1035,0.1892698772785648,0.4490046207117954,0.09742937034426045,hamilton_04,sw,0.5,SR,True,activated,False,True
1036,0.18223244709270625,0.36121790520961106,0.09522540358740014,hamilton_04,sw,0.5,SIR,True,activated,False,True
1037,0.09164087814136596,0.25756096068016293,0.0657737183268075,hamilton_04,sw,0.5,SIR,True,inhibited,True,True
1038,0.07585405499636973,0.17905364263021742,0.053363376993570986,hamilton_04,sw,0.5,SR,True,no_response,True,False
1040,0.02728266480391009,0.16134611948532457,0.022577085394347187,hamilton_04,sw,0.5,SIR,True,no_response,True,False
1041,0.030111377207032938,0.12910330703301473,0.027201343076533192,hamilton_04,sw,0.5,SIR,True,inhibited,True,True
1044,0.04566062540218155,0.11149954072811633,0.04640162864565813,hamilton_04,sw,0.5,SIR,True,inhibited,False,False
1045,0.19611863978774902,0.300772395724952,0.10275454718214479,hamilton_04,sw,0.5,SIR,True,activated,False,True
1046,0.07789530489217175,0.23744938380406003,0.05518400516456963,hamilton_04,sw,0.5,SR,True,no_response,True,False
1047,0.17555320031620825,0.3425097184270276,0.0914768329220742,hamilton_04,sw,0.5,SR,True,activated,True,False
1048,0.10987571265338174,0.2543057568142253,0.0598222954570127,hamilton_04,sw,0.5,SIR,True,activated,True,True
1049,0.13877464930349795,0.2480798405491034,0.07765345709444704,hamilton_04,sw,0.5,SR,True,no_response,True,True
1050,0.17149449743962927,0.277133352947074,0.09435728086373035,hamilton_04,sw,0.5,SR,True,activated,True,True
1051,0.1379367184046034,0.08804368929881079,0.09279275529656063,hamilton_09,sw,0.5,FF,True,,,
1052,0.045826373238525356,0.13986112701065392,0.03896941605645174,hamilton_09,sw,0.5,SR,True,,,
1053,0.06448407374415056,0.06235886638756634,0.051273128711804776,hamilton_09,sw,0.5,FF,True,,,
1054,0.09270710213440544,0.1196295528263908,0.06506965911441169,hamilton_09,sw,0.5,FF,True,,,
1055,0.07552953806503367,0.12239488946325576,0.05891520154328915,hamilton_09,sw,0.5,FF,True,,,
1056,0.1052269792924704,0.09300581445347099,0.07174778685696619,hamilton_09,sw,0.5,SIR,True,,,
1057,0.06838680443182323,0.06903734484653988,0.05570890680911943,hamilton_09,sw,0.5,FF,True,,,
1058,0.05038362229618362,0.09004062097779182,0.03971888090321737,hamilton_09,sw,0.5,SR,True,,,
1059,0.0879005653282967,0.07073780163626017,0.06485726915025726,hamilton_09,sw,0.5,SR,True,,,
1060,0.18147469342096453,0.1425150079128536,0.1178708868916975,hamilton_09,sw,0.5,SR,True,,,
1061,0.07111414278999005,0.16777660424717067,0.0564098290879364,hamilton_09,sw,0.5,SR,True,,,
1062,0.07808592538431945,0.12906686060551353,0.055552766001152554,hamilton_09,sw,0.5,SIR,True,,,
1064,0.14313583052325038,0.07058240143322378,0.09576862434884019,hamilton_09,sw,0.5,FF,True,,,
1065,0.10658908103136772,0.113201498922958,0.07236332291842289,hamilton_09,sw,0.5,SR,True,,,
1068,0.09068234197303887,0.1507066544327801,0.06298156630987234,hamilton_09,sw,0.5,FF,True,,,
2291,0.10943543056053895,0.09434397678721543,0.03486167478212343,acute_15,sw,0.5,SR,True,no_response,True,True
2293,0.050959428795021335,0.0845967487878763,0.02118268790481397,acute_15,sw,0.5,SR,True,activated,True,True
2296,0.07039921921364488,0.2570678759336798,0.016894390895076578,acute_15,sw,0.5,SR,True,no_response,False,True
2298,0.09582769857399226,0.13304281230175488,0.03364034583892196,acute_15,sw,0.5,SIR,True,activated,True,True
2299,0.05805439608830243,0.09992680459757647,0.024663182184831822,acute_15,sw,0.5,SR,True,inhibited,False,True
2301,0.06568059535354359,0.10178572602905506,0.0274888874020734,acute_15,sw,0.5,SR,True,inhibited,False,True
2305,0.169158690599238,0.1464150922362766,0.04127904036404749,acute_15,sw,0.5,SIR,True,activated,True,True
2306,0.263068103584321,0.24303702977446937,0.05327830362388432,acute_15,sw,0.5,FF,True,activated,True,True
2309,0.0642259566019572,0.07150868307572929,0.023220116726949395,acute_15,sw,0.5,SR,True,activated,False,True
2316,0.04498205789126264,0.08283582597619883,0.01799070513485202,acute_15,sw,0.5,SIR,True,activated,False,True
2324,0.12231971450344313,0.11092913104446782,0.03874790614902774,acute_15,sw,0.5,SIR,True,activated,False,True
2328,0.10155688716004316,0.0980786385769652,0.02864628390488217,acute_15,sw,0.5,FF,True,activated,True,True
2329,0.2591108191483252,0.3690236326709538,0.05019859983231278,acute_15,sw,0.5,SIR,True,activated,True,True
2334,0.03566802821533986,0.060048146069028925,0.014744296859931668,acute_15,sw,0.5,SR,True,no_response,False,True
2335,0.22737438575236663,0.48240464112184317,0.044150162800449824,acute_15,sw,0.5,SR,True,activated,True,True
2337,0.05392885265072893,0.12526383088542367,0.022326646237243477,acute_15,sw,0.5,SR,True,no_response,True,True
2338,0.15332242275235392,0.18963235805308126,0.033432002261166084,acute_15,sw,0.5,SR,True,activated,False,True
2339,0.2702201661647895,0.28435748421320806,0.05280630110113192,acute_15,sw,0.5,SIR,True,activated,True,False
2340,0.09716443022041524,0.08286627714943802,0.03083101506978226,acute_15,sw,0.5,SR,True,activated,False,True
2344,0.23387757205361936,0.3521469276731351,0.045868793216939714,acute_15,sw,0.5,FF,True,activated,True,True
2347,0.24005432587033593,0.3967347833610164,0.04671474138880903,acute_15,sw,0.5,SIR,True,activated,True,True
2348,0.16369371931382706,0.21056655240215177,0.036361922038228814,acute_15,sw,0.5,SIR,True,activated,True,False
2350,0.19280588257817044,0.3799808678926768,0.038396392607374305,acute_15,sw,0.5,FF,True,activated,False,True
2352,0.26054228732369444,0.3461949087035518,0.051107879906591866,acute_15,sw,0.5,FF,True,activated,True,True
2353,0.08016854669039683,0.1327877922040472,0.030418455980919037,acute_15,sw,0.5,SR,True,activated,True,True
2354,0.0544985056039213,0.08745412693223399,0.021021297314797183,acute_15,sw,0.5,SR,True,activated,False,True
2359,0.015519449771531326,0.05894108581388782,0.010262810510648023,acute_15,sw,0.5,SR,True,inhibited,False,True
2360,0.2075906277702037,0.2964045160238613,0.04174288492812301,acute_15,sw,0.5,SIR,True,activated,True,True
2361,0.1267903736519056,0.1347818732200635,0.04181915197634048,acute_15,sw,0.5,SR,True,activated,False,True
2362,0.0846556051575424,0.09353784124396636,0.02590312105772603,acute_15,sw,0.5,SIR,True,activated,False,True
2406,0.007892988134208719,0.015287362131067383,0.033486748226265226,acute_16,sw,0.5,SR,True,inhibited,True,True
2407,0.044222576171501396,0.07447602752099688,0.04131966944952357,acute_16,sw,0.5,SIR,True,inhibited,True,True
2408,0.0866007647332089,0.10465634265588757,0.059024410924209035,acute_16,sw,0.5,FF,True,activated,True,True
2410,0.050645683232561016,0.13102100665376742,0.037811711657573646,acute_16,sw,0.5,SIR,True,activated,True,True
2411,0.008559367540322292,0.029067116607398295,0.03491289166522627,acute_16,sw,0.5,SR,True,activated,True,True
2412,0.07505679308279135,0.09399447473022741,0.055698164052605276,acute_16,sw,0.5,SIR,True,activated,True,True
2413,0.11845136896584083,0.12812467261548077,0.08033517344061356,acute_16,sw,0.5,SIR,True,activated,True,True
2414,0.07684697771183911,0.09020971481689065,0.05386538165184326,acute_16,sw,0.5,SR,True,activated,True,True
2415,0.13715512005002067,0.11413314015609018,0.09279639514877358,acute_16,sw,0.5,FF,True,activated,True,True
2418,0.03744597861970124,0.04749501710952293,0.04084663025788316,acute_16,sw,0.5,SIR,True,activated,True,True
2420,0.1291374612379862,0.18999516012745638,0.08182273467554786,acute_16,sw,0.5,FF,True,activated,True,True
2422,0.1746200406457378,0.17678094396127153,0.10826641250440618,acute_16,sw,0.5,FF,True,activated,True,True
2424,0.20647073181155587,0.1973561192392979,0.12693632427104942,acute_16,sw,0.5,FF,True,activated,True,True
2425,0.09093823345441905,0.09789906068303796,0.06609380972155336,acute_16,sw,0.5,SIR,True,activated,True,False
2428,0.024067091657390932,0.04316456131820983,0.029231654778969468,acute_16,sw,0.5,SIR,True,inhibited,True,True
2429,0.07697282033200839,0.11870754719549681,0.05755188757395686,acute_16,sw,0.5,FF,True,activated,True,True
2461,0.06248155300605643,0.16443436044385282,0.0549427043969159,acute_14,sw,0.5,SR,True,inhibited,True,False
2463,0.03673379696562078,0.09488666534198834,0.0354321240364548,acute_14,sw,0.5,SR,True,activated,True,True
2464,0.10363355278805648,0.16147352881640123,0.07652750842617263,acute_14,sw,0.5,SR,True,activated,True,True
2465,0.02486870584226468,0.05850031268972835,0.03006052058098887,acute_14,sw,0.5,SR,True,inhibited,True,True
2469,0.09336426853986238,0.15718126701561683,0.06865179789360282,acute_14,sw,0.5,SIR,True,no_response,True,True
2472,0.06689771868110947,0.1137087964738213,0.056963960962394034,acute_14,sw,0.5,SR,True,activated,True,True
2475,0.16376355474536386,0.21021894979994843,0.1158980483321321,acute_14,sw,0.5,FF,True,activated,True,True
2476,0.04029768065949744,0.08325192667921419,0.03449372458713698,acute_14,sw,0.5,FF,True,no_response,True,True
2478,0.033007238333429834,0.08967843857035292,0.029388766614430097,acute_14,sw,0.5,SR,True,no_response,True,True
2480,0.06015283099659496,0.10366475806055929,0.049529951894797565,acute_14,sw,0.5,SR,True,activated,True,True
2481,0.06902629262781171,0.08155306911703249,0.057891792815776597,acute_14,sw,0.5,SR,True,activated,True,True
2482,0.07579343424127286,0.09164046169126427,0.060710980335555956,acute_14,sw,0.5,FF,True,activated,True,True
2485,0.07753566714657929,0.15034235490222425,0.059537698749441335,acute_14,sw,0.5,FF,True,inhibited,True,True
2487,0.09985781011558462,0.16893953239817985,0.07447292500037062,acute_14,sw,0.5,SR,True,activated,True,True
2489,0.036209119713377175,0.0820477085588682,0.03661840702885274,acute_14,sw,0.5,SR,True,activated,True,True
2493,0.011457880682152017,0.05110058147990357,0.018775912895210144,acute_14,sw,0.5,SR,True,inhibited,True,False
