neuron_id,degree,clust,page_rank,session,shuffle,neuron_type,in_ensemble
1813,0.17453243392504672,0.1659523045770617,0.028836987641877983,hamilton_37,True,SR,False
1814,0.16093929035464805,0.18397423017788522,0.02674212266293903,hamilton_37,True,SR,True
1815,0.1658754941258212,0.14417179762196658,0.027428516650374966,hamilton_37,True,SR,True
1816,0.17639995747116624,0.17144807454852745,0.028764304989142134,hamilton_37,True,SR,True
1817,0.15525361194670073,0.16059133903267597,0.026036364193010197,hamilton_37,True,SR,True
1818,0.14370457668794268,0.16489865898717468,0.02437282609429177,hamilton_37,True,SIR,True
1819,0.20072727668034454,0.18836936286647502,0.03243232646907097,hamilton_37,True,SIR,True
1820,0.18953299891889072,0.2061348352860068,0.03064179090141805,hamilton_37,True,SR,False
1821,0.17748593688694564,0.18147427563999524,0.029281921920615437,hamilton_37,True,SIR,True
1822,0.16823143315120223,0.1463447212144512,0.02790037761620259,hamilton_37,True,SR,True
1823,0.12136917666437019,0.15972957279284022,0.021229648194820344,hamilton_37,True,SR,True
1824,0.1115945407901961,0.13586263230234227,0.01981817792932593,hamilton_37,True,SR,True
1825,0.1673479058761013,0.1501256959638223,0.02793244594522577,hamilton_37,True,SR,True
1826,0.1667816290406849,0.19755283585408012,0.027556916587887618,hamilton_37,True,SR,True
1827,0.12883532255541844,0.1585843632289308,0.022355982276799066,hamilton_37,True,SIR,True
1828,0.180878656451661,0.18629505767657925,0.029666556480494946,hamilton_37,True,SIR,True
1829,0.1510711668627925,0.18605322326833548,0.025251933333051407,hamilton_37,True,SIR,True
1830,0.11223190662814674,0.14377997526828543,0.019891295186482437,hamilton_37,True,SIR,True
1831,0.19756496882926108,0.2011996671354285,0.0320493978183779,hamilton_37,True,SR,True
1832,0.1553296943330654,0.1519844001831854,0.026035644819094154,hamilton_37,True,SR,True
1833,0.1085737929087091,0.12160632347118076,0.019499334907633704,hamilton_37,True,SIR,True
1834,0.14676015608469584,0.1615438350877938,0.024866690423598268,hamilton_37,True,SIR,True
1835,0.14269688311020562,0.14483956505824375,0.024072534618635757,hamilton_37,True,FF,True
1836,0.17796269904472453,0.18331543081632976,0.029119609495449273,hamilton_37,True,SIR,True
1837,0.17809506974057712,0.1742500641974629,0.029424807207389776,hamilton_37,True,SIR,True
1839,0.34178829256017024,0.32113787972816993,0.01878120978961908,hamilton_35,True,FF,True
1841,0.32077625493266676,0.28805645989209966,0.01781895862934027,hamilton_35,True,SR,True
1842,0.37417548452904786,0.3405248078771942,0.020256547315552115,hamilton_35,True,SIR,True
1843,0.3679228127698329,0.3028122621241589,0.019975144388703035,hamilton_35,True,FF,True
1844,0.3428038264876082,0.3135540335101931,0.018794071618442588,hamilton_35,True,FF,True
