avg_deg,avg_clust,swp,avg_path_len,density,session,shuffle
0.2655005671210864,0.42639158724487913,0.29146293504465903,0.6882116613365516,0.6637514178027161,ESHOCK_03_LOC1,False
0.17877326718656023,0.28538286012935554,0.2928932188134524,1.04725040121018,2.055892572645443,ESHOCK_04_LOC1,False
0.09253735796989133,0.18522240568596218,0.2928932188134524,1.2420360903622574,1.0179109376688045,ESHOCK_06_LOC1,False
0.19972074804435586,0.2661631386647443,0.2928932188134524,0.9714538367703378,1.2981848622883128,ESHOCK_07_LOC1,False
0.17542643751817685,0.1930639695378753,0.3284358932845979,0.9626206297869945,2.631396562772653,ESHOCK_08_LOC1,False
0.19387547051691034,0.21764622948233814,0.6259101855633978,0.8709782807759054,3.489758469304386,ESHOCK_09_LOC1,False
0.13319130322913594,0.18050873815014512,0.0,1.367271537096769,0.532765212916544,hamilton_10,False
0.13229804661432476,0.3397172935369676,1.0,1.4511167211973426,0.5953412097644616,hamilton_03,False
0.10403663912797012,0.24224391128669964,0.2928932188134524,1.2695417544829233,0.832293113023761,hamilton_04,False
0.10976673104206856,0.1454401289075846,0.5716525711548768,1.1368664485591362,0.8232504828155142,hamilton_09,False
0.07603999221374948,0.11828645889909052,0.6521697412674148,1.1336671213487655,1.9770397975574865,hamilton_31,False
0.11255862220180193,0.12861932130053896,0.2928932188134524,1.0934874391759057,1.857217266329732,hamilton_38,False
0.1591305854096391,0.2306692714482288,0.5817742429078483,1.0075707440988957,2.943915830078323,hamilton_37,False
0.21654054090187805,0.23136791161610987,0.2928932188134524,0.9064408509517545,5.521783792997891,hamilton_35,False
0.13280840219214438,0.17721346435284305,0.5887057048060329,0.9979265019924697,1.5937008263057326,hamilton_36,False
0.10775296128111128,0.16054001587777555,0.2928932188134524,1.1970182203075752,1.6701708998572249,hamilton_32,False
0.18779214082190823,0.262615579523155,0.2928932188134524,0.9564696578115865,2.816882112328623,acute_15,False
0.14602711763602158,0.2052283119031365,0.2928932188134524,1.1567095033380477,1.1682169410881726,acute_16,False
0.09202349707888723,0.15031021935509295,0.2992765772351136,1.1909833544134998,0.8742232222494285,acute_01,False
0.09911019027643891,0.1927321855504356,0.6126154643249073,1.2538626289125796,0.9415468076261697,acute_14,False
0.2041242210001287,0.22125771764855726,0.2928932188134524,0.9018382162395022,3.980422309502509,acute_12,False
0.11963222717909423,0.18633320069185036,0.4674432215448454,1.0985022867299963,2.033747862044602,acute_11,False
0.31236084520135654,0.5136659792960676,1.0,0.5782119323828064,0.7809021130033914,ESHOCK_03_LOC1,True
0.17826834727972796,0.20409763065636446,0.2928932188134524,0.7932741940743039,2.050085993716871,ESHOCK_04_LOC1,True
0.09498288557690117,0.109563703811643,0.2908321282932722,1.0567633061483137,1.0448117413459128,ESHOCK_06_LOC1,True
0.205688009671355,0.19807629391822557,0.2928932188134524,0.7481293722362743,1.3369720628638075,ESHOCK_07_LOC1,True
0.17819169568373208,0.14480253426622058,0.3137829248053913,0.6450208613617536,2.6728754352559814,ESHOCK_08_LOC1,True
0.19832655090873266,0.18957155242886123,0.3033784687301375,0.7319406927233848,3.569877916357188,ESHOCK_09_LOC1,True
0.16385010794088134,0.14910887452635968,1.0,0.825993395438421,0.6554004317635254,hamilton_10,True
0.17461634990611696,0.212959329941101,0.6654517057480096,0.8993857411868653,0.7857735745775263,hamilton_03,True
0.11270684625081473,0.13557084850051454,0.2708630260644205,0.9997513164679984,0.9016547700065176,hamilton_04,True
0.10346814974555914,0.10907533650152904,1.0,1.0683758792908131,0.7760111230916936,hamilton_09,True
0.07571265498526293,0.09103720892447036,0.2928932188134524,1.0429779935918815,1.9685290296168363,hamilton_31,True
0.11028573517917306,0.08616680125347057,0.29257577443650296,0.9254423436970954,1.8197146304563552,hamilton_38,True
0.15566613197979492,0.1849777861585268,0.40654191454088584,0.8644570489053898,2.8798234416262067,hamilton_37,True
0.21306252275785814,0.18853177405833385,0.3201917392166048,0.6400821832911727,5.433094330325382,hamilton_35,True
0.11832037004216732,0.13465225475611822,0.2928932188134524,0.9451410408960415,1.4198444405060078,hamilton_36,True
0.10968121220984302,0.09372536483015602,0.40009043447742176,0.9054141712217332,1.7000587892525667,hamilton_32,True
0.19803149760809427,0.19024306372186092,0.2925803986604809,0.6773051196135089,2.970472464121414,acute_15,True
0.17248648529020083,0.17935271889438015,0.2928932188134524,0.8033962032741434,1.3798918823216066,acute_16,True
0.09188786962614526,0.0948174924921995,0.5104841989828038,1.0538468824636145,0.8729347614483798,acute_01,True
0.09659887879762757,0.17655786784986136,0.5724361145208208,1.0786881963508377,0.9176893485774616,acute_14,True
0.20645138684625416,0.1877609608788037,0.3843474203233248,0.6636660792387711,4.025802043501956,acute_12,True
0.11442146190732705,0.11576106793277792,0.2928932188134524,0.9308318329297534,1.9451648524245595,acute_11,True
