neuron_id,waveform_width,peak_asymmetry,mean_firing_rate,cv2_isi,recording_session_id,cluster_id,channel,is_single_unit,session_name,group_name,experiment_name,cv2_burst,is_burster,median_burst
1899,15.0,0.06172839506172839,0.3462544627705162,0.9632239988696263,42,231,32,1,hamilton_35,acute_sal,HAMILTON,0.752291209248361,True,0.024400000000014188
1900,19.0,0.07692307692307693,0.05953820794073059,1.2304627006016677,42,234,32,1,hamilton_35,acute_sal,HAMILTON,0.9371602938321899,True,0.0032333333332985603
1902,44.0,0.16296296296296298,0.9965104665471591,0.5756530487110938,42,240,8,1,hamilton_35,acute_sal,HAMILTON,0.5468531445380027,False,0.0261000000000422
1903,49.0,0.1781818181818182,1.3825485244854445,0.4320596119843032,42,241,9,1,hamilton_35,acute_sal,HAMILTON,0.3934455930998562,False,0.0216333333332841
1904,15.0,0.061224489795918366,1.7592580152809427,0.6152467623672758,42,242,10,1,hamilton_35,acute_sal,HAMILTON,0.6617305770564855,True,0.03398333333336723
1906,55.0,0.19298245614035087,1.1564679560837763,0.36637488475278124,42,249,9,1,hamilton_35,acute_sal,HAMILTON,0.35202304912100807,False,0.0181999999999789
1908,19.0,0.07755102040816327,10.690812315256073,0.3554625737270593,42,252,6,1,hamilton_35,acute_sal,HAMILTON,0.2457009907969284,True,0.03036666666673682
1909,12.0,0.049586776859504134,3.1840594615307767,0.7114120557444843,42,253,9,1,hamilton_35,acute_sal,HAMILTON,0.5932744444963669,True,0.026733333333368137
1910,62.0,0.2152777777777778,0.5427031120127425,0.45964140886542765,42,254,16,1,hamilton_35,acute_sal,HAMILTON,0.44069692414642064,False,0.027833333333319388
1911,63.0,0.23247232472324722,0.95919619797601,0.9599061065869459,43,1,4,1,hamilton_36,acute_cit,HAMILTON,0.7925893791912312,True,0.02393333333336045
1914,44.0,0.16541353383458646,3.6935638493000704,0.6679926066266465,43,17,5,1,hamilton_36,acute_cit,HAMILTON,0.4422771002865941,True,0.02338333333329956
1917,59.0,0.21454545454545454,1.6215244651139071,0.6184493784670089,43,26,8,1,hamilton_36,acute_cit,HAMILTON,0.5202497181929244,False,0.022866666666686797
1919,61.0,0.21554770318021202,3.8858969542145965,0.9774468151735175,43,64,9,1,hamilton_36,acute_cit,HAMILTON,0.6110166798711598,True,0.023133333333362316
1921,71.0,0.24398625429553264,0.3764351211736515,0.7078444309820844,43,72,10,1,hamilton_36,acute_cit,HAMILTON,0.6873119257077194,False,0.021466666666583478
1924,50.0,0.18518518518518517,3.4178223793441522,0.8850843864066121,43,83,13,1,hamilton_36,acute_cit,HAMILTON,0.5332001886038467,True,0.02406666666666979
1928,53.0,0.19557195571955718,1.6100009409963463,0.35182388582231716,43,89,12,1,hamilton_36,acute_cit,HAMILTON,0.33788884118491763,False,0.024416666666638775
1929,45.0,0.16853932584269662,3.356912323294188,0.3134472457426522,43,90,14,1,hamilton_36,acute_cit,HAMILTON,0.3024899215175227,False,0.02746666666666897
1930,45.0,0.16853932584269662,1.5704917154504237,0.5019954741565633,43,104,14,1,hamilton_36,acute_cit,HAMILTON,0.40181576431177113,False,0.02566666666666606
1931,88.0,0.3548387096774194,1.828673529608154,0.7195500719584655,43,108,12,1,hamilton_36,acute_cit,HAMILTON,0.5344426042263383,False,0.02515000000003198
1934,47.0,0.17343173431734318,1.9406163353216015,0.8201869537352561,43,116,16,1,hamilton_36,acute_cit,HAMILTON,0.5845307278827931,True,0.023799999999937427
1938,47.0,0.1649122807017544,0.8933474887328057,0.6047803239682076,43,198,26,1,hamilton_36,acute_cit,HAMILTON,0.5488723644942418,False,0.02769999999986794
1940,21.0,0.08433734939759036,6.100059802517342,0.25220739543812387,43,204,25,1,hamilton_36,acute_cit,HAMILTON,0.1964012723751285,False,0.04259999999999309
1942,24.0,0.09230769230769231,0.3566805084006902,0.8155522513171795,43,226,26,1,hamilton_36,acute_cit,HAMILTON,0.8155522513171795,False,
1945,48.0,0.17647058823529413,0.80774416671664,0.8828261671691212,43,247,25,1,hamilton_36,acute_cit,HAMILTON,0.7630423543230886,False,0.02393333333333203
1946,26.0,0.10483870967741936,4.2439493107245205,0.881453973554372,43,251,22,1,hamilton_36,acute_cit,HAMILTON,0.5211982561246604,True,0.02576666666664096
1947,32.0,0.12598425196850394,0.3009834751658132,0.6269046216305654,43,252,27,1,hamilton_36,acute_cit,HAMILTON,0.5974805868883415,False,0.01353333333338469
1949,35.0,0.14644351464435146,2.6462950027112746,1.0031267734923952,43,269,29,1,hamilton_36,acute_cit,HAMILTON,0.6823332321694049,True,0.017949999999927968
1950,34.0,0.14655172413793102,3.8318461387107994,0.917405263929631,43,270,32,1,hamilton_36,acute_cit,HAMILTON,0.5950665850374618,True,0.024900000000002365
