n_best,neuron_id,score,session_name
1,1,0.4258661043726472,ESHOCK_03_LOC1
2,1,0.7551285424871557,ESHOCK_03_LOC1
3,1,0.7902334163508797,ESHOCK_03_LOC1
4,1,0.7886375360211197,ESHOCK_03_LOC1
1,4,0.4939436813406829,ESHOCK_03_LOC1
2,4,0.5147806633760877,ESHOCK_03_LOC1
3,4,0.6743272793923849,ESHOCK_03_LOC1
4,4,0.7196142400963594,ESHOCK_03_LOC1
1,5,0.5123050748086222,ESHOCK_03_LOC1
2,5,0.7523743745686143,ESHOCK_03_LOC1
3,5,0.7669148251938498,ESHOCK_03_LOC1
4,5,0.7876652620358024,ESHOCK_03_LOC1
1,6,0.4208562110258562,ESHOCK_03_LOC1
2,6,0.442085114794119,ESHOCK_03_LOC1
3,6,0.4594961131890587,ESHOCK_03_LOC1
4,6,0.4780395642402179,ESHOCK_03_LOC1
1,8,0.573912976370278,ESHOCK_03_LOC1
2,8,0.6279063909009419,ESHOCK_03_LOC1
3,8,0.6868352327370003,ESHOCK_03_LOC1
4,8,0.7168580827495676,ESHOCK_03_LOC1
1,9,0.22705447259747435,ESHOCK_04_LOC1
2,9,0.28663266754980976,ESHOCK_04_LOC1
3,9,0.2803227543775855,ESHOCK_04_LOC1
4,9,0.2908648543499536,ESHOCK_04_LOC1
5,9,0.3001908821013968,ESHOCK_04_LOC1
6,9,0.30603705070262904,ESHOCK_04_LOC1
7,9,0.30383331965130433,ESHOCK_04_LOC1
8,9,0.3066820918120821,ESHOCK_04_LOC1
9,9,0.32601498299425147,ESHOCK_04_LOC1
10,9,0.31524603656451333,ESHOCK_04_LOC1
11,9,0.32622617997547365,ESHOCK_04_LOC1
12,9,0.3183348775901078,ESHOCK_04_LOC1
13,9,0.3188931587698824,ESHOCK_04_LOC1
14,9,0.30825772557268893,ESHOCK_04_LOC1
15,9,0.3179364750178292,ESHOCK_04_LOC1
16,9,0.3216273963162838,ESHOCK_04_LOC1
17,9,0.3231754538671421,ESHOCK_04_LOC1
18,9,0.3130115090928923,ESHOCK_04_LOC1
19,9,0.3236775793911931,ESHOCK_04_LOC1
20,9,0.3150106839280505,ESHOCK_04_LOC1
21,9,0.3120271898826612,ESHOCK_04_LOC1
22,9,0.3281347871332431,ESHOCK_04_LOC1
1,12,0.39318110629190434,ESHOCK_04_LOC1
2,12,0.39860495848395816,ESHOCK_04_LOC1
3,12,0.38994715942215386,ESHOCK_04_LOC1
4,12,0.37430817914303643,ESHOCK_04_LOC1
5,12,0.3780775978854816,ESHOCK_04_LOC1
6,12,0.4006888028480991,ESHOCK_04_LOC1
7,12,0.3876137100555794,ESHOCK_04_LOC1
8,12,0.3844501704801293,ESHOCK_04_LOC1
9,12,0.3742585697099767,ESHOCK_04_LOC1
10,12,0.39070929616437344,ESHOCK_04_LOC1
11,12,0.38821029366598403,ESHOCK_04_LOC1
12,12,0.3929874610479426,ESHOCK_04_LOC1
13,12,0.3897652011378058,ESHOCK_04_LOC1
14,12,0.3840970462043548,ESHOCK_04_LOC1
15,12,0.40314170910950303,ESHOCK_04_LOC1
16,12,0.3968081689038811,ESHOCK_04_LOC1
17,12,0.39839370507923827,ESHOCK_04_LOC1
18,12,0.4047792480875211,ESHOCK_04_LOC1
19,12,0.40997291795112883,ESHOCK_04_LOC1
20,12,0.3968909768237235,ESHOCK_04_LOC1
21,12,0.3945739875580542,ESHOCK_04_LOC1
22,12,0.4050758250533786,ESHOCK_04_LOC1
1,17,0.727774821471962,ESHOCK_04_LOC1
2,17,0.7392566874792393,ESHOCK_04_LOC1
3,17,0.7375995117055163,ESHOCK_04_LOC1
4,17,0.761712967350293,ESHOCK_04_LOC1
5,17,0.7634384738302149,ESHOCK_04_LOC1
6,17,0.7637302752450876,ESHOCK_04_LOC1
7,17,0.7644316896158826,ESHOCK_04_LOC1
8,17,0.7658758443577962,ESHOCK_04_LOC1
9,17,0.7652480312065679,ESHOCK_04_LOC1
10,17,0.7660131082080521,ESHOCK_04_LOC1
11,17,0.7709945886917301,ESHOCK_04_LOC1
12,17,0.7628641830612066,ESHOCK_04_LOC1
13,17,0.7671431980572068,ESHOCK_04_LOC1
14,17,0.7623021707169607,ESHOCK_04_LOC1
15,17,0.760464593165137,ESHOCK_04_LOC1
16,17,0.7682452912111332,ESHOCK_04_LOC1
17,17,0.7701469563795154,ESHOCK_04_LOC1
18,17,0.770437003339327,ESHOCK_04_LOC1
19,17,0.7633203484328435,ESHOCK_04_LOC1
20,17,0.7676799600756838,ESHOCK_04_LOC1
21,17,0.7647213956842455,ESHOCK_04_LOC1
22,17,0.7699034427037759,ESHOCK_04_LOC1
1,18,0.38607264732016555,ESHOCK_04_LOC1
2,18,0.43059403157464987,ESHOCK_04_LOC1
3,18,0.44298823064149745,ESHOCK_04_LOC1
4,18,0.45148351871516834,ESHOCK_04_LOC1
5,18,0.45519816717966,ESHOCK_04_LOC1
6,18,0.4425817381831097,ESHOCK_04_LOC1
7,18,0.4543907559751796,ESHOCK_04_LOC1
8,18,0.45584956972064694,ESHOCK_04_LOC1
9,18,0.46077821667951585,ESHOCK_04_LOC1
10,18,0.4550642562999265,ESHOCK_04_LOC1
11,18,0.46124603746898896,ESHOCK_04_LOC1
12,18,0.4545020469363795,ESHOCK_04_LOC1
13,18,0.4614373465054554,ESHOCK_04_LOC1
14,18,0.5508520384657404,ESHOCK_04_LOC1
15,18,0.5684258205266299,ESHOCK_04_LOC1
16,18,0.5535981536310637,ESHOCK_04_LOC1
17,18,0.5525548819925663,ESHOCK_04_LOC1
18,18,0.5624495575732673,ESHOCK_04_LOC1
19,18,0.5652836786023997,ESHOCK_04_LOC1
20,18,0.5591573100971737,ESHOCK_04_LOC1
21,18,0.5591381043660197,ESHOCK_04_LOC1
22,18,0.5542625448914074,ESHOCK_04_LOC1
1,22,0.5638058466663105,ESHOCK_04_LOC1
2,22,0.582535260842235,ESHOCK_04_LOC1
3,22,0.5942434329776046,ESHOCK_04_LOC1
