neuron_id,pop,session_name
1031,0.45808914427334874,hamilton_04
1032,0.6359029254360568,hamilton_04
1034,0.7988828538649646,hamilton_04
1035,0.875322591807579,hamilton_04
1036,0.7908813831017525,hamilton_04
1037,0.7113630050391524,hamilton_04
1038,0.7600828657545702,hamilton_04
1040,0.3766093594486434,hamilton_04
1041,0.476292855350238,hamilton_04
1044,0.7964100353483824,hamilton_04
1045,0.7922443224586833,hamilton_04
1046,0.8435184433870019,hamilton_04
1047,0.6870276779149086,hamilton_04
1048,0.3460641318231039,hamilton_04
1049,0.7879019472791355,hamilton_04
1050,0.8095926659318445,hamilton_04
1051,0.8679508399177941,hamilton_09
1052,0.31623676180430593,hamilton_09
1053,0.4882716624046061,hamilton_09
1054,0.6185815428489538,hamilton_09
1055,0.5485305232484127,hamilton_09
1056,0.8756544980378109,hamilton_09
1057,0.5646069790499931,hamilton_09
1058,0.6704355638550019,hamilton_09
1059,0.47875382147896517,hamilton_09
1060,0.5344204363018801,hamilton_09
1061,0.6141706547707881,hamilton_09
1062,0.4759034980800364,hamilton_09
1064,0.8488064811483514,hamilton_09
1065,0.6015510285378384,hamilton_09
1068,0.3436962396815303,hamilton_09
1613,0.11320825714369225,hamilton_31
1614,0.043736056353924455,hamilton_31
1615,0.025807714551472172,hamilton_31
1616,0.12323619985275713,hamilton_31
1617,-0.028292902731804893,hamilton_31
1619,0.2264908011663696,hamilton_31
1620,0.6892792739413989,hamilton_31
1621,-0.025944956501796335,hamilton_31
1622,0.21823684459159587,hamilton_31
1623,0.13154039885353064,hamilton_31
1625,0.038768036892129376,hamilton_31
1626,0.43939251849597377,hamilton_31
1632,0.06087133593563112,hamilton_31
1636,0.06010131714575275,hamilton_31
1638,0.6654116248637476,hamilton_31
1639,0.05827483650494343,hamilton_31
1640,0.40445410374774216,hamilton_31
1641,0.2685768615570955,hamilton_31
1642,0.03620144084520449,hamilton_31
1644,0.10462525218909673,hamilton_31
1645,0.10314544488722048,hamilton_31
1647,0.45880435191896707,hamilton_31
1648,0.18864458283980914,hamilton_31
1649,0.03910436085223101,hamilton_31
1650,0.19760072733750106,hamilton_31
1651,0.44572854334460965,hamilton_31
1655,0.4622102005737874,hamilton_31
1657,0.19633360395092964,hamilton_31
1658,0.08607623802569782,hamilton_31
1659,0.20215844962585008,hamilton_31
1660,0.8096688137389971,hamilton_31
1661,0.42640580428159947,hamilton_31
1663,0.7346429082097701,hamilton_31
1664,0.2889599969667169,hamilton_31
1666,0.365138299792225,hamilton_31
1667,0.07446573488352767,hamilton_31
1668,0.2935620005401808,hamilton_31
1669,0.6080985764337024,hamilton_31
1670,0.451124128692339,hamilton_31
1671,0.12015602541021271,hamilton_31
1675,0.11421921863849596,hamilton_31
1676,0.3561631674849245,hamilton_31
1678,0.2672876289773144,hamilton_31
1679,0.1777194464990547,hamilton_31
1680,0.31904450769452275,hamilton_31
1681,0.10665190567604883,hamilton_31
1682,0.20572180190913708,hamilton_31
1683,0.03770887533510381,hamilton_31
1684,0.3057409651514612,hamilton_31
1685,0.34312383027225657,hamilton_31
1686,0.2821104649601953,hamilton_31
