neuron_id,state,session_name
1,0.06529352377102897,ESHOCK_03_LOC1
4,0.3240571370353622,ESHOCK_03_LOC1
5,0.010005237414293,ESHOCK_03_LOC1
6,0.41386698455590765,ESHOCK_03_LOC1
8,0.5882535061255003,ESHOCK_03_LOC1
9,0.005934558898272657,ESHOCK_04_LOC1
12,0.1478322165768679,ESHOCK_04_LOC1
17,0.027637208459258055,ESHOCK_04_LOC1
18,0.011220153543131084,ESHOCK_04_LOC1
22,0.05541283822466454,ESHOCK_04_LOC1
27,-0.003720784911427577,ESHOCK_04_LOC1
31,0.22384741671680713,ESHOCK_04_LOC1
32,0.02414791527897848,ESHOCK_04_LOC1
33,-0.004215627631349061,ESHOCK_04_LOC1
34,0.06755021894780011,ESHOCK_04_LOC1
35,0.007305666844414027,ESHOCK_04_LOC1
36,0.09953803646766486,ESHOCK_04_LOC1
37,0.0997794023602804,ESHOCK_04_LOC1
38,-0.00729964771085938,ESHOCK_04_LOC1
39,0.10183677885911388,ESHOCK_04_LOC1
40,0.10776643965032703,ESHOCK_04_LOC1
41,0.012385549294416487,ESHOCK_04_LOC1
42,0.05522207542732573,ESHOCK_04_LOC1
43,0.07993118806262367,ESHOCK_04_LOC1
44,0.08153817417928633,ESHOCK_04_LOC1
45,0.4076825820749669,ESHOCK_04_LOC1
46,0.1751103350728826,ESHOCK_04_LOC1
47,0.17176626477933973,ESHOCK_04_LOC1
48,0.003272825908136534,ESHOCK_06_LOC1
49,0.08796493950804633,ESHOCK_06_LOC1
50,0.01820805028910848,ESHOCK_06_LOC1
51,-0.00047664915026577324,ESHOCK_06_LOC1
52,-0.007033140077036615,ESHOCK_06_LOC1
54,0.04772067609555297,ESHOCK_06_LOC1
55,0.03732649290841437,ESHOCK_06_LOC1
57,0.05451612772752088,ESHOCK_06_LOC1
58,0.07395021858777322,ESHOCK_06_LOC1
59,0.03032354086433442,ESHOCK_06_LOC1
60,-0.005590301840515966,ESHOCK_06_LOC1
62,0.11597221753300532,ESHOCK_06_LOC1
63,0.0031447204125038208,ESHOCK_06_LOC1
64,-0.0065655605844873845,ESHOCK_06_LOC1
69,0.014289692686848121,ESHOCK_06_LOC1
70,0.024454946077950578,ESHOCK_06_LOC1
71,-0.005773662580769523,ESHOCK_06_LOC1
73,0.04654914166982087,ESHOCK_06_LOC1
74,0.060530398286413066,ESHOCK_06_LOC1
75,0.019611538280079,ESHOCK_06_LOC1
76,-0.00442843887449722,ESHOCK_06_LOC1
77,0.04958929265721823,ESHOCK_06_LOC1
81,0.008943461334792091,ESHOCK_07_LOC1
82,0.00031437865513530563,ESHOCK_07_LOC1
84,0.28116476342831787,ESHOCK_07_LOC1
85,0.26308943698365433,ESHOCK_07_LOC1
86,0.24570520189605,ESHOCK_07_LOC1
88,0.10185198190879319,ESHOCK_07_LOC1
89,-0.010992114725409929,ESHOCK_07_LOC1
90,0.007691503916231368,ESHOCK_07_LOC1
91,0.3578374516227456,ESHOCK_07_LOC1
92,0.0013580992632988176,ESHOCK_07_LOC1
93,0.5038458198409028,ESHOCK_07_LOC1
94,0.2029883730208069,ESHOCK_07_LOC1
95,0.5794990567862107,ESHOCK_07_LOC1
97,0.459848160642642,ESHOCK_08_LOC1
98,0.16352570609518519,ESHOCK_08_LOC1
99,0.001010949644723347,ESHOCK_08_LOC1
100,-0.00813499747633215,ESHOCK_08_LOC1
101,0.059304165508801444,ESHOCK_08_LOC1
102,0.2126076725550341,ESHOCK_08_LOC1
103,-0.001343664938742961,ESHOCK_08_LOC1
104,0.36962731168720886,ESHOCK_08_LOC1
105,0.33641264208987004,ESHOCK_08_LOC1
106,0.2233844545399944,ESHOCK_08_LOC1
107,0.1654862894646685,ESHOCK_08_LOC1
108,0.42231404074660794,ESHOCK_08_LOC1
109,0.6020352617101004,ESHOCK_08_LOC1
110,0.27429299846334204,ESHOCK_08_LOC1
111,0.007772555192206809,ESHOCK_08_LOC1
113,0.554652400935986,ESHOCK_08_LOC1
114,-0.029206817589231448,ESHOCK_08_LOC1
115,0.9060979293199527,ESHOCK_08_LOC1
116,0.04100845479990667,ESHOCK_08_LOC1
117,-0.0419824640049512,ESHOCK_08_LOC1
118,-0.00632639255137919,ESHOCK_08_LOC1
120,-0.0004153073865292622,ESHOCK_08_LOC1
121,0.8991979482058057,ESHOCK_08_LOC1
122,-0.05470831807046524,ESHOCK_08_LOC1
123,0.15205398999072142,ESHOCK_08_LOC1
124,-0.041691454868152046,ESHOCK_08_LOC1
125,0.12096329203957042,ESHOCK_08_LOC1
126,0.19272873897354798,ESHOCK_08_LOC1
127,0.00020043129429236917,ESHOCK_08_LOC1
128,-0.12115358421871977,ESHOCK_08_LOC1
132,0.025565437106622423,ESHOCK_09_LOC1
135,0.1185005454763192,ESHOCK_09_LOC1
136,0.014653845544961342,ESHOCK_09_LOC1
137,0.4033219680304268,ESHOCK_09_LOC1
138,0.27894879189106103,ESHOCK_09_LOC1
139,-0.003938570320840151,ESHOCK_09_LOC1
140,0.12084317744597309,ESHOCK_09_LOC1
142,-0.003751752626219629,ESHOCK_09_LOC1
144,0.04655375535001953,ESHOCK_09_LOC1
145,0.03858031556090276,ESHOCK_09_LOC1
146,0.01520283193922738,ESHOCK_09_LOC1
147,0.3703172006612355,ESHOCK_09_LOC1
151,0.006892947603888788,ESHOCK_09_LOC1
152,0.04916724784971875,ESHOCK_09_LOC1
153,0.09450154520195075,ESHOCK_09_LOC1
154,0.25079605144477185,ESHOCK_09_LOC1
155,-0.012908471766419604,ESHOCK_09_LOC1
156,0.03731631778201674,ESHOCK_09_LOC1
157,0.040692920635744124,ESHOCK_09_LOC1
158,0.17309272861791647,ESHOCK_09_LOC1
159,0.3887884968212335,ESHOCK_09_LOC1
161,0.1727645356510989,ESHOCK_09_LOC1
162,0.38081268713464994,ESHOCK_09_LOC1
163,0.260958387782613,ESHOCK_09_LOC1
164,0.41034298155856036,ESHOCK_09_LOC1
