neuron_id,neuron_type,score,session_name
1031,SIR,0.4656348350084391,hamilton_04
1032,SIR,0.6033295673827531,hamilton_04
1034,SIR,0.767913103999964,hamilton_04
1035,SIR,0.5054742494421921,hamilton_04
1036,SIR,0.7950021302044716,hamilton_04
1037,SIR,0.7100461934869085,hamilton_04
1038,SIR,0.40997589307547216,hamilton_04
1040,SIR,0.34583947112103564,hamilton_04
1041,SIR,0.3888081016564092,hamilton_04
1044,SIR,0.8013725312475621,hamilton_04
1045,SIR,0.7449602938470998,hamilton_04
1046,SIR,0.7683454667160472,hamilton_04
1047,SIR,0.6135254167316823,hamilton_04
1048,SIR,0.3309362795984542,hamilton_04
1049,SIR,0.7725940764967467,hamilton_04
1050,SIR,0.6172432671402227,hamilton_04
1031,FF,0.4591003516216509,hamilton_04
1032,FF,0.5656589037009109,hamilton_04
1034,FF,0.7951714170050381,hamilton_04
1035,FF,0.8604252594409509,hamilton_04
1036,FF,0.7676471108753401,hamilton_04
1037,FF,0.7094352006339457,hamilton_04
1038,FF,0.7289309140691733,hamilton_04
1040,FF,0.3520672099993663,hamilton_04
1041,FF,0.4833486370947776,hamilton_04
1044,FF,0.7975827441160699,hamilton_04
1045,FF,0.7886681375776552,hamilton_04
1046,FF,0.8451752359654131,hamilton_04
1047,FF,0.6785135129747221,hamilton_04
1048,FF,0.3613978031230566,hamilton_04
1049,FF,0.784458207693291,hamilton_04
1050,FF,0.8079595220055055,hamilton_04
1031,SR,0.353274528900105,hamilton_04
1032,SR,0.48734926970911063,hamilton_04
1034,SR,0.6386154366972316,hamilton_04
1035,SR,0.7834197894210989,hamilton_04
1036,SR,0.7301490371248336,hamilton_04
1037,SR,0.32434411411228786,hamilton_04
1038,SR,0.5950447831211513,hamilton_04
1040,SR,0.032008568736018206,hamilton_04
1041,SR,0.06371495696142564,hamilton_04
1044,SR,0.5164157402652413,hamilton_04
1045,SR,0.677381405006588,hamilton_04
1046,SR,0.7723980139594218,hamilton_04
1047,SR,0.66452827840255,hamilton_04
1048,SR,0.3588053332535394,hamilton_04
1049,SR,0.6724505581058893,hamilton_04
1050,SR,0.7955326996309703,hamilton_04
1051,SIR,0.8676738039302556,hamilton_09
1052,SIR,0.30444832489559803,hamilton_09
1053,SIR,0.4670234914710537,hamilton_09
1054,SIR,0.59777117999666,hamilton_09
1055,SIR,0.5453897990155574,hamilton_09
1056,SIR,0.8813391546636933,hamilton_09
1057,SIR,0.551818302012344,hamilton_09
1058,SIR,0.6577941600063809,hamilton_09
1059,SIR,0.4639486552389709,hamilton_09
1060,SIR,0.5226405625080901,hamilton_09
1061,SIR,0.5982465274145431,hamilton_09
1062,SIR,0.4437429530710689,hamilton_09
1064,SIR,0.8502771566713868,hamilton_09
1065,SIR,0.4960864876771792,hamilton_09
1068,SIR,0.33568277924974976,hamilton_09
1051,FF,0.8292581144933215,hamilton_09
1052,FF,0.29641412721334,hamilton_09
1053,FF,0.44635350793707856,hamilton_09
1054,FF,0.5850522532510872,hamilton_09
1055,FF,0.47533542478822693,hamilton_09
1056,FF,0.7712482151580098,hamilton_09
1057,FF,0.5363760050384616,hamilton_09
1058,FF,0.6393342974949036,hamilton_09
1059,FF,0.47227342234540215,hamilton_09
1060,FF,0.2886655681523592,hamilton_09
1061,FF,0.5559428605994917,hamilton_09
1062,FF,0.43478053283789003,hamilton_09
1064,FF,0.7800431360263794,hamilton_09
1065,FF,0.5531603478199851,hamilton_09
1068,FF,0.26079838841872166,hamilton_09
1051,SR,0.8689467334899629,hamilton_09
1052,SR,0.24437261078074077,hamilton_09
1053,SR,0.29509093634686306,hamilton_09
1054,SR,0.5800812308518015,hamilton_09
1055,SR,0.49537795890967395,hamilton_09
1056,SR,0.8463361984604312,hamilton_09
1057,SR,0.349440691951966,hamilton_09
1058,SR,0.4763025929861849,hamilton_09
1059,SR,0.2877148223933874,hamilton_09
1060,SR,0.4524936098597602,hamilton_09
1061,SR,0.4721645969578116,hamilton_09
1062,SR,0.4330532918110185,hamilton_09
1064,SR,0.8493669953696322,hamilton_09
1065,SR,0.6004723976887154,hamilton_09
1068,SR,0.2769031845302034,hamilton_09
1613,SIR,0.06947937687745187,hamilton_31
1614,SIR,0.032164222868929546,hamilton_31
1615,SIR,0.007703835451021601,hamilton_31
1616,SIR,0.11077043264841682,hamilton_31
1617,SIR,-0.02600701463575237,hamilton_31
1619,SIR,0.18244472298724035,hamilton_31
1620,SIR,0.5433363554477741,hamilton_31
1621,SIR,-0.023210845236697697,hamilton_31
1622,SIR,0.18547489234078676,hamilton_31
1623,SIR,0.08393761997738884,hamilton_31
1625,SIR,0.05025032958270239,hamilton_31
1626,SIR,0.42047567478325487,hamilton_31
1632,SIR,0.0464950984158113,hamilton_31
1636,SIR,0.023780922429185704,hamilton_31
1638,SIR,0.6394101247381813,hamilton_31
1639,SIR,0.03556332955844534,hamilton_31
1640,SIR,0.2874431568443298,hamilton_31
1641,SIR,0.2635708866045808,hamilton_31
1642,SIR,0.02625667651625021,hamilton_31
1644,SIR,0.09906654931829498,hamilton_31
1645,SIR,0.12675532759339087,hamilton_31
1647,SIR,0.3982145280707983,hamilton_31
1648,SIR,0.1308218199018404,hamilton_31
1649,SIR,0.015793453408144486,hamilton_31
1650,SIR,0.15335989561953137,hamilton_31
1651,SIR,0.39079037341446166,hamilton_31
1655,SIR,0.4316032805146963,hamilton_31
1657,SIR,0.16197107597801155,hamilton_31
1658,SIR,0.0657711078787491,hamilton_31
1659,SIR,0.17022253020307349,hamilton_31
1660,SIR,0.6759711649182844,hamilton_31
1661,SIR,0.39633345996776653,hamilton_31
1663,SIR,0.7082995879662404,hamilton_31
1664,SIR,0.20716627221702444,hamilton_31
1666,SIR,0.21568210119897085,hamilton_31
1667,SIR,0.055733820421462424,hamilton_31
1668,SIR,0.29110891272265926,hamilton_31
1669,SIR,0.5126603551667035,hamilton_31
1670,SIR,0.33115445361349716,hamilton_31
1671,SIR,0.09419899952426092,hamilton_31
1675,SIR,0.11812242886071674,hamilton_31
1676,SIR,0.18103053726738197,hamilton_31
1678,SIR,0.22532993219026093,hamilton_31
1679,SIR,0.1766267822433584,hamilton_31
1680,SIR,0.25848075225437916,hamilton_31
1681,SIR,0.03979803452046995,hamilton_31
1682,SIR,0.1546360698743091,hamilton_31
1683,SIR,-0.0018806755741672232,hamilton_31
1684,SIR,0.2589717871715497,hamilton_31
1685,SIR,0.2898901014539163,hamilton_31
1686,SIR,0.20825588188428693,hamilton_31
1687,SIR,0.12534016960336208,hamilton_31
1613,FF,0.11574882067877827,hamilton_31
1614,FF,0.048950806623856535,hamilton_31
1615,FF,0.027780994240014657,hamilton_31
1616,FF,0.11251886145473364,hamilton_31
1617,FF,-0.027120861952625818,hamilton_31
1619,FF,0.2270083321236494,hamilton_31
1620,FF,0.6651006043509938,hamilton_31
1621,FF,-0.0395068485488526,hamilton_31
1622,FF,0.19682726789183128,hamilton_31
1623,FF,0.1313094712146135,hamilton_31
1625,FF,0.04481036479467961,hamilton_31
1626,FF,0.42815092236443075,hamilton_31
1632,FF,0.04868068714035343,hamilton_31
1636,FF,0.06382016578640726,hamilton_31
1638,FF,0.6495436245388818,hamilton_31
1639,FF,0.05576742147112248,hamilton_31
1640,FF,0.4030449563784768,hamilton_31
1641,FF,0.25046637185041537,hamilton_31
1642,FF,0.03752961842750948,hamilton_31
1644,FF,0.10934871282738272,hamilton_31
1645,FF,0.11110763550428568,hamilton_31
1647,FF,0.431014287462346,hamilton_31
1648,FF,0.18912195866073778,hamilton_31
1649,FF,0.0377102621826723,hamilton_31
1650,FF,0.19360042424449922,hamilton_31
1651,FF,0.4192345599707366,hamilton_31
1655,FF,0.4784987646104809,hamilton_31
1657,FF,0.20258848341945246,hamilton_31
1658,FF,0.09955371879182277,hamilton_31
1659,FF,0.18608577182441718,hamilton_31
1660,FF,0.810525290901654,hamilton_31
1661,FF,0.43846093508127415,hamilton_31
1663,FF,0.6906451357593419,hamilton_31
1664,FF,0.28116878092098035,hamilton_31
1666,FF,0.3646112004419221,hamilton_31
1667,FF,0.06985667755486644,hamilton_31
1668,FF,0.23914544685487288,hamilton_31
1669,FF,0.5861732324608548,hamilton_31
1670,FF,0.44416187414361563,hamilton_31
1671,FF,0.11092346981331405,hamilton_31
1675,FF,0.09723054948069824,hamilton_31
1676,FF,0.35215392293897174,hamilton_31
1678,FF,0.28537059093405565,hamilton_31
1679,FF,0.02745724862427019,hamilton_31
1680,FF,0.311667037525247,hamilton_31
1681,FF,0.09693834620698763,hamilton_31
1682,FF,0.18100338505127214,hamilton_31
