neuron_id,state,session_name
1,-0.005474997807816307,ESHOCK_03_LOC1
4,-0.00838216366755149,ESHOCK_03_LOC1
5,-0.005851253036125703,ESHOCK_03_LOC1
6,-0.012690657222775448,ESHOCK_03_LOC1
8,-0.007049963180697771,ESHOCK_03_LOC1
9,-0.0005225968331098896,ESHOCK_04_LOC1
12,-0.0005631179796382835,ESHOCK_04_LOC1
17,-0.0010310053573006517,ESHOCK_04_LOC1
18,-0.0027641849477765047,ESHOCK_04_LOC1
22,-0.004348528125187046,ESHOCK_04_LOC1
27,-0.002380821735803851,ESHOCK_04_LOC1
31,-0.0010150019223235996,ESHOCK_04_LOC1
32,-0.004831801072873687,ESHOCK_04_LOC1
33,-0.0050454814348619426,ESHOCK_04_LOC1
34,-0.004621407241220421,ESHOCK_04_LOC1
35,0.00018574689413248803,ESHOCK_04_LOC1
36,-0.002145169192270835,ESHOCK_04_LOC1
37,-0.00368029353296353,ESHOCK_04_LOC1
38,-0.003556324794941013,ESHOCK_04_LOC1
39,-0.004132828828679313,ESHOCK_04_LOC1
40,-0.0030893297437580625,ESHOCK_04_LOC1
41,-0.002424840158299535,ESHOCK_04_LOC1
42,-0.002921624709264314,ESHOCK_04_LOC1
43,-0.0009381092628286458,ESHOCK_04_LOC1
44,-0.011275571698596365,ESHOCK_04_LOC1
45,-0.005565952857552947,ESHOCK_04_LOC1
46,-0.003197201978652209,ESHOCK_04_LOC1
47,-0.007708701067687063,ESHOCK_04_LOC1
48,-0.0016348013887775626,ESHOCK_06_LOC1
49,-0.00228777324766416,ESHOCK_06_LOC1
50,-0.0016604710387934317,ESHOCK_06_LOC1
51,-0.012531997857283095,ESHOCK_06_LOC1
52,-0.004664452918744333,ESHOCK_06_LOC1
54,-0.00430027585664976,ESHOCK_06_LOC1
55,-0.001355208419241949,ESHOCK_06_LOC1
57,-0.0034037098173959725,ESHOCK_06_LOC1
58,-0.001304075677177563,ESHOCK_06_LOC1
59,-0.001754697174429154,ESHOCK_06_LOC1
60,-0.004149367829673433,ESHOCK_06_LOC1
62,-0.0013582890408254666,ESHOCK_06_LOC1
63,-0.0007656359410612712,ESHOCK_06_LOC1
64,-0.0032259555291019202,ESHOCK_06_LOC1
