neuron_id,comb,session_name
1031,-0.10412481465253531,hamilton_04
1032,-0.11070555266231966,hamilton_04
1034,-0.06329817439518863,hamilton_04
1035,-0.09377247447807031,hamilton_04
1036,-0.062999715851713,hamilton_04
1037,-0.09049309908130691,hamilton_04
1038,-0.08382006940925871,hamilton_04
1040,-0.09053008193472004,hamilton_04
1041,-0.07978292458760201,hamilton_04
1044,-0.07630559169491077,hamilton_04
1045,-0.07502216197622968,hamilton_04
1046,-0.09105829548183482,hamilton_04
1047,-0.06131265414610767,hamilton_04
1048,-0.07581525963924998,hamilton_04
1049,-0.1244477209116686,hamilton_04
1050,-0.0849295749780187,hamilton_04
1051,-0.07682780238967135,hamilton_09
1052,-0.1060835643405544,hamilton_09
1053,-0.10435667286939196,hamilton_09
1054,-0.05717803250944333,hamilton_09
1055,-0.08492104668229264,hamilton_09
1056,-0.098800321367538,hamilton_09
1057,-0.0426272132468978,hamilton_09
1058,-0.06364356227760685,hamilton_09
1059,-0.0862404367701806,hamilton_09
1060,-0.06927780114466162,hamilton_09
1061,-0.07803361589674718,hamilton_09
1062,-0.10183671749064808,hamilton_09
1064,-0.12400059080157484,hamilton_09
1065,-0.07746369887556223,hamilton_09
1068,-0.09239360929039542,hamilton_09
1613,-0.10758744296186444,hamilton_31
1614,-0.07515913239174488,hamilton_31
1615,-0.11140335508392281,hamilton_31
1616,-0.0626532953592942,hamilton_31
1617,-0.0991643157925878,hamilton_31
1619,-0.041300169340990234,hamilton_31
1620,-0.07802334103286283,hamilton_31
1621,-0.027301144987364467,hamilton_31
1622,-0.06198946694997387,hamilton_31
1623,-0.09139229219265754,hamilton_31
1625,-0.08511355034355703,hamilton_31
1626,-0.03728579575438733,hamilton_31
1632,-0.11242778554577151,hamilton_31
1636,-0.05302917371687264,hamilton_31
1638,-0.0493339145946333,hamilton_31
1639,-0.0903489029905323,hamilton_31
1640,-0.07439156696579396,hamilton_31
1641,-0.05171132101466143,hamilton_31
1642,-0.09459580264022942,hamilton_31
1644,-0.07091878246433984,hamilton_31
1645,-0.08154721315006838,hamilton_31
1647,-0.1052359910277186,hamilton_31
1648,-0.08277324886934716,hamilton_31
1649,-0.10698504801459525,hamilton_31
1650,-0.09897577205575243,hamilton_31
1651,-0.07943384223409189,hamilton_31
1655,-0.023829158979542298,hamilton_31
1657,-0.06744683197169458,hamilton_31
1658,-0.09529749682151811,hamilton_31
1659,-0.08786620810197703,hamilton_31
1660,-0.058712193143769256,hamilton_31
1661,-0.10804993990418006,hamilton_31
1663,-0.09245345276430346,hamilton_31
1664,-0.06234925873549839,hamilton_31
1666,-0.06474276500610454,hamilton_31
1667,-0.058059454267352616,hamilton_31
1668,-0.11885398951127861,hamilton_31
1669,-0.08957275454195765,hamilton_31
1670,-0.07402033895090213,hamilton_31
1671,-0.07541414179098141,hamilton_31
1675,-0.06298255394036052,hamilton_31
1676,-0.08384058798942351,hamilton_31
1678,-0.04927078360486128,hamilton_31
1679,-0.061934515866518505,hamilton_31
1680,-0.06909033404436227,hamilton_31
1681,-0.10752066122441058,hamilton_31
1682,-0.06995323327709055,hamilton_31
1683,-0.08830783201505472,hamilton_31
1684,-0.08443851968293395,hamilton_31
1685,-0.060867884567958,hamilton_31
1686,-0.08660673146347228,hamilton_31
1687,-0.07979768803515533,hamilton_31
1690,-0.07098311408860898,hamilton_38
1691,-0.09950292517226159,hamilton_38
1693,-0.09296515653680423,hamilton_38
1695,-0.09056881488905093,hamilton_38
