true,session_name,n_units
0.7485873440391316,acute_15,25
0.9758375819565087,acute_12,25
0.8533565389723773,acute_11,25
0.9898228898394963,ESHOCK_08_LOC1,26
0.9477013602373259,ESHOCK_09_LOC1,26
0.7666997471911364,acute_15,26
0.9492461392030702,acute_12,26
0.8591277097703742,acute_11,26
0.9896084429814204,ESHOCK_08_LOC1,27
0.9621605703862114,ESHOCK_09_LOC1,27
0.7732465309112057,acute_15,27
0.9702425683362194,acute_12,27
0.8440327608877572,acute_11,27
0.9939813316633949,ESHOCK_08_LOC1,28
0.9640348991219868,ESHOCK_09_LOC1,28
0.7616890124160267,acute_15,28
0.9747493225882369,acute_12,28
0.8490026712353508,acute_11,28
0.9900111694203186,ESHOCK_08_LOC1,29
0.9496643412962211,ESHOCK_09_LOC1,29
0.7709907821500568,acute_15,29
0.9751793048296327,acute_12,29
0.8533674176672085,acute_11,29
0.9901542690994452,ESHOCK_08_LOC1,30
0.9581091331125148,ESHOCK_09_LOC1,30
0.7709427456846146,acute_15,30
0.9769192304125749,acute_12,30
0.8564736368092977,acute_11,30
