ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,block,bin_width,ensemble_id
0,11,0.48428410515547965,0.053271251567102766,0.035034936000754684,10.021806580811404,0.7195026210513431,0.04842841051554797,4.694681424101131,0.4684466205015335,0.4267892203728301,0.1609011749880464,0.1111111111111111,1.0,0.5277777777777778,0.1111111111111111,0.18518518518518517,-1,hamilton_38,pre,0.05,-1
1,14,0.7459423997040464,0.06609616199909273,0.03330076356827536,15.771315766780711,0.7492669867595543,0.057380184592618955,5.328122170924058,0.4114307370950376,0.3805801550660041,0.1609011749880464,0.0,1.0,0.6296296296296297,0.1111111111111111,0.1111111111111111,-1,hamilton_38,pre,0.05,-1
2,8,0.16333773061048928,0.04083443265262232,0.017627395113724922,2.9284221953466076,0.6166605267646845,0.023333961515784183,1.6217203504626931,0.5537863881238431,0.20271504380783664,0.1609011749880464,1.0,1.0,0.1111111111111111,0.2962962962962963,0.0,-1,hamilton_38,pre,0.05,-1
0,25,0.727820960315516,0.0328439061514222,0.012041701053162778,19.48398602057632,0.758583598376982,0.030325873346479834,1.2884620126884172,0.6924543160356931,0.11713291024440156,0.03343353791440673,0.0,1.0,0.2872340425531915,1.0,0.0,-1,hamilton_37,pre,0.05,-1
1,4,0.04523624405427571,0.022618122027137855,0.006858568215598544,0.27010636301988394,0.3343280725557969,0.015078748018091904,0.08916138680278107,0.3300973209439625,0.022290346700695268,0.03343353791440673,1.0,1.0,0.0,0.0,0.0,-1,hamilton_37,pre,0.05,-1
2,7,0.03494092442856792,0.012229323549998772,0.011807235798230953,1.590611351998304,0.9143701941375266,0.0058234874047613195,1.3460248809983284,0.8462311546483692,0.19228926871404692,0.03343353791440673,1.0,1.0,1.0,1.0,0.0,-1,hamilton_37,pre,0.05,-1
0,18,0.29889493396187505,0.019779811806300555,0.03000985184191379,19.904877102800025,0.8653098571924082,0.017582054938933826,14.52476829148628,0.7297090163617779,0.8069315717492378,0.04106611275130782,1.0,1.0,1.0,1.0,0.015625,-1,hamilton_35,pre,0.05,-1
1,2,0.0545974811207089,0.0545974811207089,0.0038194154052928987,0.16266677791551837,0.3291414681837859,0.0545974811207089,0.05347181567410058,0.3287199535105526,0.02673590783705029,0.04106611275130782,1.0,1.0,0.0,0.0,0.0,-1,hamilton_35,pre,0.05,-1
2,3,0.017091057494899028,0.012818293121174272,0.00737172765596346,0.3977443723149798,0.8738264165704112,0.008545528747449514,0.3464711998302825,0.8710901371494623,0.11549039994342751,0.04106611275130782,1.0,1.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.05,-1
3,1,0.0,,0.00845618126764996,0.16066744408534928,1.0012665105343668,,0.16066744408534928,1.0,0.16066744408534928,0.04106611275130782,1.0,0.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.05,-1
4,27,3.4041837442798246,0.13759425313705878,0.030808737285581533,106.39306761977859,0.8381333350666735,0.13093014401076247,14.480106524223313,0.7020332408765946,0.603337771842638,0.04106611275130782,0.0,1.0,1.0,1.0,0.0,4,hamilton_35,pre,0.05,6
