ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,state,bin_width,ensemble_id
3,10,1.1586589933150306,0.13166579469488984,0.0752528376165008,21.36945882329541,0.7370170870305612,0.1287398881461145,9.7828688901451,0.457796754285632,0.97828688901451,0.18423303146449505,0.13043478260869565,1.0,0.9347826086956522,0.4782608695652174,0.5869565217391305,-1,acute_15,act,0.1,-1
0,7,0.10311426133388926,0.02776153189758557,0.019502231171486,1.345871226824777,0.6403158452042549,0.017185710222314878,0.6240713974875519,0.4636932457200095,0.089153056783936,0.22429379618834977,0.7948717948717948,0.9487179487179487,0.717948717948718,0.6666666666666666,0.3076923076923077,-1,acute_16,act,0.1,-1
1,5,0.14610288337102384,0.040584134269728844,0.023709656897766662,1.3469654961970523,0.6321791172389754,0.03652572084275596,0.6164510793419332,0.4576591464906763,0.12329021586838665,0.22429379618834977,0.7948717948717948,0.9487179487179487,0.717948717948718,0.6666666666666666,0.576923076923077,-1,acute_16,act,0.1,-1
2,4,0.34122036744804213,0.11374012248268071,0.02738379976567203,2.18639546276233,0.6808127989914434,0.11374012248268071,0.8215139929701609,0.37573897630223124,0.20537849824254023,0.22429379618834977,0.07692307692307693,0.8461538461538461,0.717948717948718,0.6666666666666666,0.9487179487179487,-1,acute_16,act,0.1,-1
0,9,0.30851165615677484,0.04338445164704646,0.03710511231651628,4.223704285755109,0.7059740995875715,0.038563957019596855,1.4470993803441348,0.36336029842146467,0.1607888200382372,0.20799528880882323,0.15789473684210525,0.8947368421052632,0.7105263157894737,0.07894736842105263,0.2763157894736842,-1,acute_14,act,0.1,-1
1,4,0.157626571736026,0.05254219057867534,0.014589133977262969,0.7909867606939966,0.22452833086939983,0.05254219057867534,0.16048047374989266,0.20288642202947893,0.040120118437473165,0.20799528880882323,0.8157894736842105,0.8947368421052632,0.0,0.0,0.0,-1,acute_14,act,0.1,-1
2,6,0.2985268538374461,0.05970537076748921,0.038899968873743196,3.1915600024794317,0.7180411906053621,0.05970537076748921,1.4003988794547544,0.43878193684806943,0.23339981324245906,0.20799528880882323,0.15789473684210525,0.8947368421052632,0.7105263157894737,0.3157894736842105,0.6052631578947368,-1,acute_14,act,0.1,-1
0,25,1.9212962825123328,0.08516384230994382,0.024343470121142314,52.2681708638871,0.5932930290979935,0.0800540117713472,4.235763801078764,0.5122539620889485,0.3025545572199117,0.08580193743901164,0.0,1.0,0.05681818181818182,0.6818181818181818,0.0,-1,acute_12,act,0.1,-1
1,3,0.17052337945057264,0.12789253458792949,0.02162316912040153,1.8089602855758098,0.7392935945183747,0.08526168972528632,1.2973901472240918,0.7172021174644637,0.4324633824080306,0.08580193743901164,1.0,0.7386363636363636,0.3693181818181818,1.0,0.0,-1,acute_12,act,0.1,-1
2,2,0.10288894265101753,0.10288894265101753,0.018592220005592033,0.7635444854697961,0.739827869605218,0.10288894265101753,0.557766600167761,0.73049653397022,0.2788833000838805,0.08580193743901164,1.0,0.7386363636363636,0.3693181818181818,1.0,0.0,-1,acute_12,act,0.1,-1
