neuron_id,ensemble,sig,ensemble_orig,session_name,state,bin_width,ensemble_id
2350,0,True,0,acute_15,act,1.0,191
2334,0,True,0,acute_15,act,1.0,191
2329,0,True,0,acute_15,act,1.0,191
2328,0,True,0,acute_15,act,1.0,191
2324,0,True,0,acute_15,act,1.0,191
2348,0,True,0,acute_15,act,1.0,191
2340,0,True,0,acute_15,act,1.0,191
2306,0,True,0,acute_15,act,1.0,191
2305,0,True,0,acute_15,act,1.0,191
2296,0,True,0,acute_15,act,1.0,191
2309,0,True,0,acute_15,act,1.0,191
2301,1,True,1,acute_15,act,1.0,192
2299,1,True,1,acute_15,act,1.0,192
2337,1,True,1,acute_15,act,1.0,192
2359,1,True,1,acute_15,act,1.0,192
2354,2,True,2,acute_15,act,1.0,193
2291,2,True,2,acute_15,act,1.0,193
2362,2,True,2,acute_15,act,1.0,193
2361,2,True,2,acute_15,act,1.0,193
2316,2,True,2,acute_15,act,1.0,193
2298,2,True,2,acute_15,act,1.0,193
2293,2,True,2,acute_15,act,1.0,193
2347,-1,False,3,acute_15,act,1.0,-1
2339,-1,False,3,acute_15,act,1.0,-1
2352,-1,False,3,acute_15,act,1.0,-1
2360,-1,False,3,acute_15,act,1.0,-1
2344,-1,False,3,acute_15,act,1.0,-1
2335,-1,False,3,acute_15,act,1.0,-1
2410,-1,False,0,acute_16,act,1.0,-1
2411,-1,False,0,acute_16,act,1.0,-1
2414,-1,False,0,acute_16,act,1.0,-1
2420,-1,False,0,acute_16,act,1.0,-1
2408,-1,False,1,acute_16,act,1.0,-1
2422,-1,False,1,acute_16,act,1.0,-1
2424,-1,False,1,acute_16,act,1.0,-1
2425,-1,False,1,acute_16,act,1.0,-1
2429,-1,False,1,acute_16,act,1.0,-1
2406,-1,False,2,acute_16,act,1.0,-1
2418,-1,False,2,acute_16,act,1.0,-1
2428,-1,False,2,acute_16,act,1.0,-1
2407,-1,False,3,acute_16,act,1.0,-1
2412,-1,False,3,acute_16,act,1.0,-1
2413,-1,False,3,acute_16,act,1.0,-1
2415,-1,False,3,acute_16,act,1.0,-1
2503,-1,False,0,acute_14,act,1.0,-1
2485,-1,False,0,acute_14,act,1.0,-1
2469,-1,False,0,acute_14,act,1.0,-1
2475,-1,False,0,acute_14,act,1.0,-1
2478,-1,False,0,acute_14,act,1.0,-1
2489,-1,False,1,acute_14,act,1.0,-1
2487,-1,False,1,acute_14,act,1.0,-1
2482,-1,False,1,acute_14,act,1.0,-1
2481,-1,False,1,acute_14,act,1.0,-1
2480,-1,False,1,acute_14,act,1.0,-1
2476,-1,False,1,acute_14,act,1.0,-1
2472,-1,False,1,acute_14,act,1.0,-1
2464,-1,False,1,acute_14,act,1.0,-1
2463,-1,False,1,acute_14,act,1.0,-1
2465,2,True,2,acute_14,act,1.0,197
2493,2,True,2,acute_14,act,1.0,197
2494,2,True,2,acute_14,act,1.0,197
2496,2,True,2,acute_14,act,1.0,197
2461,2,True,2,acute_14,act,1.0,197
2577,-1,False,0,acute_12,act,1.0,-1
2574,-1,False,0,acute_12,act,1.0,-1
2568,-1,False,2,acute_12,act,1.0,-1
2564,-1,False,2,acute_12,act,1.0,-1
2562,1,True,1,acute_12,act,1.0,199
2587,1,True,1,acute_12,act,1.0,199
2575,1,True,1,acute_12,act,1.0,199
2527,1,True,1,acute_12,act,1.0,199
2570,1,True,1,acute_12,act,1.0,199
2566,1,True,1,acute_12,act,1.0,199
2533,1,True,1,acute_12,act,1.0,199
2589,3,True,3,acute_12,act,1.0,200
2558,3,True,3,acute_12,act,1.0,200
2522,3,True,3,acute_12,act,1.0,200
2523,4,True,4,acute_12,act,1.0,201
2542,4,True,4,acute_12,act,1.0,201
2569,4,True,4,acute_12,act,1.0,201
2551,5,True,5,acute_12,act,1.0,202
2588,5,True,5,acute_12,act,1.0,202
2586,5,True,5,acute_12,act,1.0,202
2585,5,True,5,acute_12,act,1.0,202
2578,5,True,5,acute_12,act,1.0,202
2524,5,True,5,acute_12,act,1.0,202
2525,5,True,5,acute_12,act,1.0,202
2526,5,True,5,acute_12,act,1.0,202
2573,5,True,5,acute_12,act,1.0,202
2571,5,True,5,acute_12,act,1.0,202
2528,5,True,5,acute_12,act,1.0,202
2529,5,True,5,acute_12,act,1.0,202
2567,5,True,5,acute_12,act,1.0,202
2531,5,True,5,acute_12,act,1.0,202
2563,5,True,5,acute_12,act,1.0,202
2544,5,True,5,acute_12,act,1.0,202
2560,5,True,5,acute_12,act,1.0,202
2559,5,True,5,acute_12,act,1.0,202
2546,5,True,5,acute_12,act,1.0,202
2555,5,True,5,acute_12,act,1.0,202
2548,5,True,5,acute_12,act,1.0,202
2590,5,True,5,acute_12,act,1.0,202
