ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,block,bin_width,ensemble_id,prop_total,prop_total_SR,comp_SR,prop_total_SIR,comp_SIR,prop_total_FF,comp_FF,neuron_type_entropy,response_fs_entropy
0,6,1.7521148016283827,0.3754531717775106,0.223797628077149,15.883831883621871,0.5425937829013429,0.3504229603256765,5.371143073851576,0.338151594225186,0.895190512308596,0.2272768742254201,0.3636363636363636,1.0,0.0909090909090909,0.0909090909090909,0.1515151515151515,-1,hamilton_04,pre,1.0,-1,1.0,0.5,0.5,0.5,0.4375,0.5,0.0625,1.2717822215997983,1.338279494008977
0,6,1.1900251900039167,0.2550053978579821,0.1012944460073014,8.862156722147624,0.3462509934614402,0.2380050380007833,1.7220055821241242,0.1943099897816769,0.2870009303540207,0.3839739415562718,0.0416666666666666,0.6666666666666666,0.0,0.0,0.0,0,hamilton_09,pre,1.0,86,0.4,0.25,0.5,,,0.21428571428571427,0.5,1.0,0.0
1,7,1.200312917164204,0.2333941783374841,0.1036768319565273,9.85366606754081,0.2876524984837617,0.2000521528607006,1.4514756473913828,0.1473031090603651,0.2073536639130546,0.3839739415562718,0.0416666666666666,0.6666666666666666,0.0,0.0,0.0,1,hamilton_09,pre,1.0,87,0.4666666666666667,0.25,0.42857142857142855,0.5,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.556656707462823,0.9852281360342515
0,34,4.627272570716083,0.1518602967223425,0.0865128981907652,185.1844206217732,0.8149261365497757,0.1402203809307904,27.857153217426397,0.6644968881070962,1.5476196231903552,0.051596379393414,0.0,1.0,0.2836879432624113,0.5957446808510638,0.0,0,hamilton_31,pre,1.0,89,0.6538461538461539,0.2,0.11764705882352941,0.375,0.8823529411764706,,,0.5225593745369408,1.1331842537834438
0,23,4.394211634243153,0.2296974263354375,0.1059699259955468,111.23998048316504,0.5677917918097035,0.1997368924655978,10.17311289557249,0.4763398439454004,1.0173112895572491,0.1085835188542213,0.0,1.0,0.0,0.1224489795918367,0.0,0,hamilton_38,pre,1.0,91,0.696969696969697,0.3333333333333333,0.17391304347826086,0.34782608695652173,0.6956521739130435,0.375,0.13043478260869565,1.1863929342238186,1.1625633078480364
2,8,1.1372404987639997,0.1684800738909629,0.108797202772457,19.977644267357697,0.6412010416709067,0.162462928394857,10.879720277245696,0.5445947545988955,1.3599650346557122,0.1085835188542213,1.0,1.0,0.0,0.3061224489795918,0.0,2,hamilton_38,pre,1.0,93,0.24242424242424243,0.16666666666666666,0.25,0.10869565217391304,0.625,0.125,0.125,1.2987949406953987,0.5435644431995964
0,3,0.5058476880298007,0.2529238440149003,0.063445198393914,3.420899015906824,0.5629721454105594,0.2529238440149003,1.9033559518174208,0.5563905695453196,0.6344519839391404,0.0358230392229612,1.0,1.0,0.0,0.2727272727272727,0.0,0,hamilton_37,pre,1.0,94,0.08108108108108109,0.06818181818181818,1.0,,,,,0.0,0.9182958340544894
1,28,10.103488878363576,0.3833302013471275,0.0464624762202882,284.5238752618903,0.2066880137484221,0.3742032917912435,1.6261866677100902,0.2009725472828636,0.2032733334637612,0.0358230392229612,0.0,1.0,0.0,0.0,0.0,1,hamilton_37,pre,1.0,95,0.7567567567567568,0.3409090909090909,0.5357142857142857,0.4444444444444444,0.42857142857142855,0.5,0.03571428571428571,1.1779653169582593,0.5896261811873141
2,5,0.5675464117012586,0.1773582536566433,0.0733182005526603,4.670687072322802,0.3988036307673426,0.1418866029253146,1.8329550138165092,0.3924379829850073,0.3665910027633018,0.0358230392229612,1.0,1.0,0.0,0.0,0.0,2,hamilton_37,pre,1.0,96,0.13513513513513514,0.09090909090909091,0.8,0.037037037037037035,0.2,,,0.7219280948873623,0.9709505944546688
0,38,16.90819954102948,0.4582821558909559,0.1064183928123014,670.3932014759432,0.8522083998436213,0.4569783659737697,27.881618916822973,0.8106184510561955,2.1447399166786902,0.0106780664211294,0.0,0.8,0.0,1.0,0.0,0,hamilton_35,pre,1.0,97,0.7450980392156863,0.44,0.5789473684210527,0.28125,0.23684210526315788,0.35,0.18421052631578946,1.3982352745645177,0.9548942810595401
4,4,0.3159104427246894,0.1053034809082298,0.095272074198743,16.98353401369137,0.9484512175991644,0.1053034809082298,15.719892242792609,0.9255960644068502,3.929973060698152,0.0106780664211294,1.0,1.0,1.0,1.0,0.0,4,hamilton_35,pre,1.0,99,0.0784313725490196,0.02,0.25,0.09375,0.75,,,0.8112781244591328,0.8112781244591328
5,3,0.2128841141233619,0.1064420570616809,0.1105928265173369,14.241570004002536,0.9748545165627428,0.1064420570616809,13.602917661632452,0.9551557628695014,4.5343058872108175,0.0106780664211294,1.0,1.0,1.0,1.0,0.0,5,hamilton_35,pre,1.0,100,0.058823529411764705,0.02,0.3333333333333333,0.0625,0.6666666666666666,,,0.9182958340544894,0.0
2,11,3.2451887994508186,0.3305284888329537,0.1313871150863657,46.47082023104099,0.7293053196132372,0.3245188799450819,10.773743437081988,0.4974664283796049,0.979431221552908,0.0988227509226695,0.0,1.0,0.3703703703703703,0.7777777777777778,0.0277777777777777,2,hamilton_36,pre,1.0,102,0.4583333333333333,0.13333333333333333,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.3333333333333333,0.18181818181818182,1.4949188482339508,1.0957952550009338
0,12,4.372161769471682,0.4098901658879702,0.1054580764699772,62.69537465124799,0.511185853208746,0.3974692517701529,10.2294334175878,0.3480249585735278,0.8524527847989832,0.2334795697015593,0.0,1.0,0.0,0.0490196078431372,0.0,0,hamilton_32,pre,1.0,103,0.3870967741935484,0.2631578947368421,0.8333333333333334,0.1,0.16666666666666666,,,0.6500224216483541,0.8112781244591328
2,6,0.9270432281774836,0.1854086456354967,0.0689499604517124,8.527107668488535,0.383178039082282,0.1854086456354967,2.9648482994236343,0.3476968292988806,0.4941413832372723,0.2334795697015593,1.0,1.0,0.0,0.0490196078431372,0.0,2,hamilton_32,pre,1.0,105,0.1935483870967742,0.05263157894736842,0.3333333333333333,0.15,0.5,0.25,0.16666666666666666,1.4591479170272446,1.2516291673878228
3,4,0.9421943800322604,0.3140647933440867,0.065825232424673,7.060039141362692,0.5048896863753802,0.3140647933440867,3.291261621233652,0.4661817810543172,0.822815405308413,0.2334795697015593,1.0,1.0,0.0,0.196078431372549,0.0,3,hamilton_32,pre,1.0,106,0.12903225806451613,0.02631578947368421,0.25,0.15,0.75,,,0.8112781244591328,1.0
0,3,0.2331548367341086,0.1165774183670543,0.047918966549973,1.2265731422520294,0.4445857806075459,0.1165774183670543,0.5271086320497036,0.4297408885718095,0.1757028773499012,0.3772176301648725,0.9736842105263158,0.9736842105263158,0.0263157894736842,0.3684210526315789,0.0,0,hamilton_04,base_shock,1.0,107,0.1875,0.0625,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.5,0.3333333333333333,1.584962500721156,1.584962500721156
1,7,2.530725289345212,0.4920854729282357,0.0726170163395713,20.32928961364105,0.287947757347237,0.421787548224202,2.614212588224569,0.1593543515810847,0.3734589411749384,0.3772176301648725,0.0,0.868421052631579,0.0,0.0,0.0,1,hamilton_04,base_shock,1.0,108,0.4375,0.25,0.5714285714285714,0.21428571428571427,0.42857142857142855,,,0.9852281360342515,0.8631205685666311
2,6,2.1675718958178525,0.4335143791635705,0.0658491942847419,15.178454786303602,0.2439739232759265,0.4335143791635705,2.173023411396484,0.1431649955143871,0.3621705685660806,0.3772176301648725,0.0394736842105263,0.868421052631579,0.0,0.0,0.0,2,hamilton_04,base_shock,1.0,109,0.375,0.1875,0.5,0.21428571428571427,0.5,,,1.0,0.0
0,14,1.726545908998659,0.1405328065464024,0.0522169500027089,34.145080176498624,0.4463931004428364,0.1328112237691276,9.973437450517403,0.2920900287527197,0.7123883893226717,0.3384620190455949,0.0,0.8490566037735849,0.0,0.0,0.0,0,hamilton_31,base_shock,1.0,111,0.2692307692307692,0.25,0.35714285714285715,0.0875,0.5,0.5,0.14285714285714285,1.4315602842833153,0.946372935985442
0,11,3.545908843896167,0.3679716724797909,0.1143936287374688,49.30042386923003,0.2958959448629089,0.3545908843896166,10.295426586372194,0.2088303868072399,0.9359478714883812,0.3225373708695795,0.0,0.7674418604651163,0.0,0.0,0.0,0,hamilton_38,base_shock,1.0,113,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.17391304347826086,0.7272727272727273,0.125,0.09090909090909091,1.0957952550009338,0.0
1,17,5.091335473496592,0.3407586734230002,0.1409794769049915,103.18828132423104,0.4196876331048584,0.318208467093537,16.635578274789,0.2584718626578457,1.0397236421743126,0.3225373708695795,0.0,0.7674418604651163,0.0,0.0,0.0,1,hamilton_38,base_shock,1.0,114,0.5151515151515151,0.3333333333333333,0.23529411764705882,0.21739130434782608,0.5882352941176471,0.375,0.17647058823529413,1.3830999911893338,1.2210477851797181
2,5,1.5787447452988324,0.3946861863247081,0.1706458576468216,15.060849747660669,0.522878960053727,0.3946861863247081,7.167126021166506,0.4758779312754078,1.433425204233301,0.3225373708695795,0.7906976744186046,0.7674418604651163,0.0,0.0697674418604651,0.0,2,hamilton_38,base_shock,1.0,115,0.15151515151515152,,,0.10869565217391304,1.0,,,0.0,0.0
0,17,3.3268271397092555,0.2142275052085505,0.0808596983075977,64.64203120581712,0.2657090426256,0.2079266962318284,8.085969830759776,0.1406206182687843,0.4756452841623397,0.3658909195932086,0.0,1.0,0.0,0.0,0.0,0,hamilton_37,base_shock,1.0,116,0.4594594594594595,0.1590909090909091,0.4117647058823529,0.37037037037037035,0.5882352941176471,,,0.9774178175281716,1.0863128407412879
1,20,2.4708025890532426,0.1573759610861937,0.0808596983075977,57.502021611824624,0.2657090426256,0.130042241529118,8.085969830759774,0.1406206182687842,0.4756452841623396,0.3658909195932086,0.0,1.0,0.0,0.0,0.0,1,hamilton_37,base_shock,1.0,117,0.5405405405405406,0.3409090909090909,0.75,0.14814814814814814,0.2,0.5,0.05,0.9917601481809734,0.747584679824574
3,4,0.5806286917656044,0.2322514767062417,0.0740403247937982,8.393821400153874,0.7519294721895647,0.1935428972552014,6.071306633091456,0.7233066256306285,1.517826658272864,0.1902056003394935,1.0,0.8333333333333334,0.0249999999999999,0.9375,0.0,3,hamilton_35,base_shock,1.0,119,0.0784313725490196,0.06,0.75,0.03125,0.25,,,0.8112781244591328,0.8112781244591328
4,4,1.1067635684933528,0.3689211894977842,0.1002366105388783,8.737228527145177,0.5136644132793182,0.3689211894977842,4.310174253171768,0.493311378977984,1.077543563292942,0.1902056003394935,1.0,0.0,0.0,0.0625,0.0,4,hamilton_35,base_shock,1.0,120,0.0784313725490196,0.04,0.5,,,0.1,0.5,1.0,0.0
5,4,0.4493244303550187,0.1497748101183395,0.0633871471498195,5.917462286158346,0.7154723513444777,0.1497748101183395,4.12016456473827,0.6962722135763888,1.0300411411845676,0.1902056003394935,1.0,0.9791666666666666,0.0,0.9375,0.0,5,hamilton_35,base_shock,1.0,121,0.0784313725490196,0.06,0.75,0.03125,0.25,,,0.8112781244591328,0.0
0,14,1.939859286779614,0.1578955233425267,0.0539856648223986,30.937026552482497,0.5420598728834901,0.1492199451368934,3.778996537567906,0.4199086205271235,0.3778996537567906,0.1598299561459408,0.0,0.9714285714285714,0.0,0.2142857142857142,0.0,0,hamilton_36,base_shock,1.0,122,0.5833333333333334,0.23333333333333334,0.5,0.3333333333333333,0.2857142857142857,0.5,0.21428571428571427,1.492614068017126,0.3712323266408757
1,5,0.4604674856890354,0.1151168714222588,0.0402114175550786,3.99121696575848,0.4701336260302286,0.1151168714222588,1.6888795373133036,0.4231490174056107,0.3377759074626607,0.1598299561459408,0.9428571428571428,0.9714285714285714,0.0,0.2142857142857142,0.0,1,hamilton_36,base_shock,1.0,123,0.20833333333333334,0.13333333333333333,0.8,0.08333333333333333,0.2,,,0.7219280948873623,1.5219280948873626
