neuron_id,lag,time,cc,session_name,bin_width
91,0,0.0,0.049727923922311686,ESHOCK_07_LOC1,0.05
92,0,0.0,-0.025262670516641765,ESHOCK_07_LOC1,0.05
97,0,0.0,0.12864263851408805,ESHOCK_08_LOC1,0.05
99,0,0.0,0.04719217190752853,ESHOCK_08_LOC1,0.05
100,0,0.0,0.045827388874318024,ESHOCK_08_LOC1,0.05
102,0,0.0,0.038542081616135246,ESHOCK_08_LOC1,0.05
105,0,0.0,0.07394788030868281,ESHOCK_08_LOC1,0.05
107,0,0.0,-0.0116293595844807,ESHOCK_08_LOC1,0.05
110,0,0.0,-0.006658297455766452,ESHOCK_08_LOC1,0.05
111,0,0.0,0.023510401879290994,ESHOCK_08_LOC1,0.05
114,0,0.0,0.17219652470824717,ESHOCK_08_LOC1,0.05
116,0,0.0,-0.06327010496809059,ESHOCK_08_LOC1,0.05
121,0,0.0,0.040589912609568644,ESHOCK_08_LOC1,0.05
123,0,0.0,0.0309391482793666,ESHOCK_08_LOC1,0.05
125,0,0.0,-0.0010277515075641792,ESHOCK_08_LOC1,0.05
128,0,0.0,0.14677398253593593,ESHOCK_08_LOC1,0.05
135,0,0.0,0.14241977538271644,ESHOCK_09_LOC1,0.05
136,0,0.0,0.017801093778311725,ESHOCK_09_LOC1,0.05
137,0,0.0,0.047165101224732685,ESHOCK_09_LOC1,0.05
138,0,0.0,0.19269516956687147,ESHOCK_09_LOC1,0.05
139,0,0.0,0.009855515971510373,ESHOCK_09_LOC1,0.05
140,0,0.0,0.24444038050711447,ESHOCK_09_LOC1,0.05
145,0,0.0,-0.04800006031189411,ESHOCK_09_LOC1,0.05
146,0,0.0,0.02562315497189623,ESHOCK_09_LOC1,0.05
154,0,0.0,0.11501679298233558,ESHOCK_09_LOC1,0.05
155,0,0.0,0.1342785848427819,ESHOCK_09_LOC1,0.05
157,0,0.0,0.10548582370653362,ESHOCK_09_LOC1,0.05
161,0,0.0,0.23338614602358962,ESHOCK_09_LOC1,0.05
162,0,0.0,0.13865812805641942,ESHOCK_09_LOC1,0.05
164,0,0.0,0.08831553896945807,ESHOCK_09_LOC1,0.05
166,0,0.0,0.06766606360998165,ESHOCK_09_LOC1,0.05
167,0,0.0,0.03032708131457743,ESHOCK_09_LOC1,0.05
176,0,0.0,0.005600630268693324,ESHOCK_09_LOC1,0.05
177,0,0.0,0.07797973440342017,ESHOCK_09_LOC1,0.05
178,0,0.0,0.0240858931868396,ESHOCK_09_LOC1,0.05
179,0,0.0,0.02789372082846362,ESHOCK_09_LOC1,0.05
180,0,0.0,0.019425889241519823,ESHOCK_09_LOC1,0.05
1011,0,0.0,-0.0037012336945077035,hamilton_10,0.05
1014,0,0.0,-0.004087398387452711,hamilton_10,0.05
1015,0,0.0,0.012071085379853259,hamilton_10,0.05
1018,0,0.0,-0.03387354820333631,hamilton_10,0.05
1020,0,0.0,0.0010424965857908025,hamilton_10,0.05
1026,0,0.0,0.014990867314540099,hamilton_03,0.05
1027,0,0.0,0.014990867314540093,hamilton_03,0.05
1031,0,0.0,0.01704886131874553,hamilton_04,0.05
1032,0,0.0,-0.013880925148027932,hamilton_04,0.05
1036,0,0.0,-0.005885183475308998,hamilton_04,0.05
1037,0,0.0,-0.004128361201016153,hamilton_04,0.05
1041,0,0.0,-0.0041977676026552545,hamilton_04,0.05
1047,0,0.0,-0.022454087115947555,hamilton_04,0.05
1051,0,0.0,0.17606219893337255,hamilton_09,0.05
1053,0,0.0,0.008452676589355237,hamilton_09,0.05
1055,0,0.0,0.002770141731524958,hamilton_09,0.05
1061,0,0.0,0.014642690111975025,hamilton_09,0.05
1062,0,0.0,0.000958122799068364,hamilton_09,0.05
1064,0,0.0,0.16972296793346903,hamilton_09,0.05
1065,0,0.0,0.0014511104970542361,hamilton_09,0.05
1613,0,0.0,-0.015280278194180359,hamilton_31,0.05
1615,0,0.0,0.005451259005183659,hamilton_31,0.05
1616,0,0.0,0.005911261467303442,hamilton_31,0.05
1619,0,0.0,0.01813259814387815,hamilton_31,0.05
1621,0,0.0,-0.0104120932740291,hamilton_31,0.05
1622,0,0.0,0.012864350795826374,hamilton_31,0.05
1623,0,0.0,-0.0008630684587687044,hamilton_31,0.05
1625,0,0.0,0.005430588426152054,hamilton_31,0.05
1626,0,0.0,0.029928039901481816,hamilton_31,0.05
1632,0,0.0,0.010114029317491792,hamilton_31,0.05
1636,0,0.0,0.022753303231116795,hamilton_31,0.05
1640,0,0.0,0.0003855353322327005,hamilton_31,0.05
1641,0,0.0,0.016877034352041857,hamilton_31,0.05
1644,0,0.0,0.012137096904445227,hamilton_31,0.05
1645,0,0.0,0.008208762177241345,hamilton_31,0.05
1648,0,0.0,-0.0017377501112419967,hamilton_31,0.05
1650,0,0.0,0.0036913117917779514,hamilton_31,0.05
1651,0,0.0,0.0036982850718670513,hamilton_31,0.05
1657,0,0.0,0.024640848961869577,hamilton_31,0.05
1658,0,0.0,0.012038871490446391,hamilton_31,0.05
1660,0,0.0,-0.035257428367487034,hamilton_31,0.05
1661,0,0.0,0.011942071643988538,hamilton_31,0.05
1663,0,0.0,0.03400873397714621,hamilton_31,0.05
1667,0,0.0,0.018025787556701214,hamilton_31,0.05
1675,0,0.0,0.015358795798577747,hamilton_31,0.05
1678,0,0.0,0.012750894567178067,hamilton_31,0.05
1679,0,0.0,-0.0013880316197973576,hamilton_31,0.05
1681,0,0.0,-0.008847532059924055,hamilton_31,0.05
1682,0,0.0,0.017711924787689064,hamilton_31,0.05
1684,0,0.0,0.017643055546444856,hamilton_31,0.05
1686,0,0.0,0.007438453199524067,hamilton_31,0.05
1690,0,0.0,0.021270915014387968,hamilton_38,0.05
1691,0,0.0,0.03027314697217177,hamilton_38,0.05
1695,0,0.0,0.036828616910732886,hamilton_38,0.05
1698,0,0.0,0.05411919433252474,hamilton_38,0.05
1700,0,0.0,0.0043512354376566325,hamilton_38,0.05
1708,0,0.0,0.003690172335563602,hamilton_38,0.05
1709,0,0.0,0.014641923207200648,hamilton_38,0.05
1713,0,0.0,0.0965576844944391,hamilton_38,0.05
1721,0,0.0,0.03856518323412063,hamilton_38,0.05
1725,0,0.0,0.0816882657434246,hamilton_38,0.05
1727,0,0.0,0.08102933415930659,hamilton_38,0.05
1728,0,0.0,0.011256286533588794,hamilton_38,0.05
1733,0,0.0,0.06766385083698684,hamilton_38,0.05
1735,0,0.0,0.012412082792444958,hamilton_38,0.05
1736,0,0.0,0.008621283785616432,hamilton_38,0.05
1737,0,0.0,0.07947044875402158,hamilton_38,0.05
1741,0,0.0,0.009596940718961371,hamilton_38,0.05
1743,0,0.0,0.07059332660121555,hamilton_38,0.05
1754,0,0.0,0.06254487327789074,hamilton_38,0.05
1760,0,0.0,0.043300705109987,hamilton_37,0.05
1769,0,0.0,0.031415049672069775,hamilton_37,0.05
1772,0,0.0,0.009512325998597164,hamilton_37,0.05
1774,0,0.0,0.01575672325906748,hamilton_37,0.05
1775,0,0.0,0.01236917586639457,hamilton_37,0.05
1792,0,0.0,-0.006026974706545436,hamilton_37,0.05
1795,0,0.0,0.005027629577107341,hamilton_37,0.05
1800,0,0.0,0.039715360596605145,hamilton_37,0.05
1810,0,0.0,0.025224825498642262,hamilton_37,0.05
1811,0,0.0,0.0037890860458864336,hamilton_37,0.05
1815,0,0.0,0.01380423107952276,hamilton_37,0.05
1819,0,0.0,0.0313451510952424,hamilton_37,0.05
1823,0,0.0,0.04067214434491409,hamilton_37,0.05
1824,0,0.0,0.03761274417649168,hamilton_37,0.05
1826,0,0.0,0.05243637658775783,hamilton_37,0.05
1827,0,0.0,0.035210494416995836,hamilton_37,0.05
1828,0,0.0,0.03892416114311351,hamilton_37,0.05
1829,0,0.0,0.03391891972245707,hamilton_37,0.05
1830,0,0.0,0.026285924844949776,hamilton_37,0.05
1834,0,0.0,0.02126100302975369,hamilton_37,0.05
1836,0,0.0,0.027276295199404003,hamilton_37,0.05
1837,0,0.0,0.0489586780996418,hamilton_37,0.05
1839,0,0.0,0.11179324497443403,hamilton_35,0.05
1842,0,0.0,0.03476565144780227,hamilton_35,0.05
1843,0,0.0,0.08280773012636297,hamilton_35,0.05
1854,0,0.0,0.06771920729631037,hamilton_35,0.05
1857,0,0.0,0.08689865643556749,hamilton_35,0.05
1858,0,0.0,0.062129043774405875,hamilton_35,0.05
1860,0,0.0,0.04961462115473713,hamilton_35,0.05
1861,0,0.0,0.06851760294178812,hamilton_35,0.05
1864,0,0.0,0.27141223576551754,hamilton_35,0.05
1865,0,0.0,0.06757333112036777,hamilton_35,0.05
1871,0,0.0,0.1174307019132947,hamilton_35,0.05
1872,0,0.0,0.06604746562982208,hamilton_35,0.05
1879,0,0.0,0.04281364248525386,hamilton_35,0.05
1881,0,0.0,0.0782357727849749,hamilton_35,0.05
1882,0,0.0,0.03399442542524726,hamilton_35,0.05
1883,0,0.0,0.08840958158778499,hamilton_35,0.05
1884,0,0.0,0.22315030032385655,hamilton_35,0.05
1885,0,0.0,0.07702482706363968,hamilton_35,0.05
1889,0,0.0,0.1321214178289359,hamilton_35,0.05
1894,0,0.0,0.24420505716116053,hamilton_35,0.05
1896,0,0.0,-0.014766611909645993,hamilton_35,0.05
1897,0,0.0,0.2456143821383017,hamilton_35,0.05
1899,0,0.0,0.16274379272338357,hamilton_35,0.05
1900,0,0.0,0.022335811336356544,hamilton_35,0.05
1902,0,0.0,0.06513793745409949,hamilton_35,0.05
1919,0,0.0,0.013400710969418278,hamilton_36,0.05
1924,0,0.0,0.003044349238015452,hamilton_36,0.05
1928,0,0.0,-0.0014738312698796055,hamilton_36,0.05
1945,0,0.0,0.0029215269493221923,hamilton_36,0.05
1946,0,0.0,0.02417660390227509,hamilton_36,0.05
1947,0,0.0,0.013799384544039957,hamilton_36,0.05
1951,0,0.0,0.027271591837740642,hamilton_36,0.05
1961,0,0.0,0.00983259996580121,hamilton_32,0.05
1962,0,0.0,-0.005145020762961302,hamilton_32,0.05
1963,0,0.0,0.008304198105833901,hamilton_32,0.05
1966,0,0.0,-0.008032351893333909,hamilton_32,0.05
1968,0,0.0,-0.005961338502882317,hamilton_32,0.05
1973,0,0.0,0.0014215944919247078,hamilton_32,0.05
1975,0,0.0,0.02622769130475462,hamilton_32,0.05
1978,0,0.0,0.019425710804167877,hamilton_32,0.05
1980,0,0.0,0.024433122701525024,hamilton_32,0.05
1982,0,0.0,0.011588303249926088,hamilton_32,0.05
1984,0,0.0,0.014201196070678348,hamilton_32,0.05
1988,0,0.0,0.012029284956104478,hamilton_32,0.05
1989,0,0.0,0.014177264414841793,hamilton_32,0.05
1993,0,0.0,0.026131606438600876,hamilton_32,0.05
2000,0,0.0,0.017888716822267097,hamilton_32,0.05
2003,0,0.0,-0.013620645648373404,hamilton_32,0.05
2291,0,0.0,0.008085626574457215,acute_15,0.05
2296,0,0.0,0.03516027705774946,acute_15,0.05
2298,0,0.0,0.010505712929523616,acute_15,0.05
2301,0,0.0,-0.053373532517107955,acute_15,0.05
2305,0,0.0,0.10585927687168963,acute_15,0.05
2306,0,0.0,0.1454581741792163,acute_15,0.05
2329,0,0.0,0.15321274240283836,acute_15,0.05
2334,0,0.0,0.006657270093033362,acute_15,0.05
2335,0,0.0,0.10229323440468772,acute_15,0.05
2337,0,0.0,-0.01715855786647685,acute_15,0.05
2352,0,0.0,0.14993716883008737,acute_15,0.05
2354,0,0.0,0.004024446442367453,acute_15,0.05
2361,0,0.0,-0.0028310845577043725,acute_15,0.05
2406,0,0.0,-0.009171287472443362,acute_16,0.05
2408,0,0.0,0.022342316376645605,acute_16,0.05
2410,0,0.0,0.014415825605814983,acute_16,0.05
2411,0,0.0,0.0027829736592076032,acute_16,0.05
2422,0,0.0,0.009733684589087653,acute_16,0.05
2428,0,0.0,-0.008934196631779204,acute_16,0.05
2429,0,0.0,0.016288316906074733,acute_16,0.05
2431,0,0.0,0.012652582223562334,acute_01,0.05
2435,0,0.0,0.029099954870869027,acute_01,0.05
2436,0,0.0,0.0413114423625951,acute_01,0.05
2437,0,0.0,0.0005100671668669323,acute_01,0.05
2440,0,0.0,0.02059642845351708,acute_01,0.05
2445,0,0.0,0.005097783679495356,acute_01,0.05
2447,0,0.0,-0.009052496162089384,acute_01,0.05
2452,0,0.0,0.005943545458952822,acute_01,0.05
2454,0,0.0,0.001782083449332454,acute_01,0.05
2457,0,0.0,-0.013020902750796318,acute_01,0.05
2460,0,0.0,-0.0012056943423976122,acute_01,0.05
2461,0,0.0,-0.013140839110272265,acute_14,0.05
2464,0,0.0,-0.00922840844795987,acute_14,0.05
2469,0,0.0,0.005790139387531764,acute_14,0.05
2478,0,0.0,0.0021027668669858428,acute_14,0.05
2481,0,0.0,-0.0017276280859297368,acute_14,0.05
2489,0,0.0,-0.0008757482806103005,acute_14,0.05
2493,0,0.0,0.0003260473244618909,acute_14,0.05
2494,0,0.0,4.17129174684697e-05,acute_14,0.05
2496,0,0.0,0.004766770840240073,acute_14,0.05
2503,0,0.0,0.01029277180936612,acute_14,0.05
2523,0,0.0,0.01702635607829342,acute_12,0.05
2529,0,0.0,0.03613526928285262,acute_12,0.05
2531,0,0.0,0.023575670611337706,acute_12,0.05
2558,0,0.0,0.011921613794777105,acute_12,0.05
2559,0,0.0,0.023391336451423998,acute_12,0.05
2562,0,0.0,0.006829968629624057,acute_12,0.05
2566,0,0.0,0.029779253562516622,acute_12,0.05
2568,0,0.0,0.00047166303238996683,acute_12,0.05
2570,0,0.0,0.009957150028535403,acute_12,0.05
2573,0,0.0,0.025383422362895404,acute_12,0.05
2574,0,0.0,-0.055177322059985545,acute_12,0.05
2586,0,0.0,0.031169208807521862,acute_12,0.05
2588,0,0.0,0.01963610230774581,acute_12,0.05
2592,0,0.0,0.02600219653763802,acute_11,0.05
2598,0,0.0,0.010757650696428603,acute_11,0.05
2601,0,0.0,0.009797023463076333,acute_11,0.05
2603,0,0.0,0.03980604408221269,acute_11,0.05
2607,0,0.0,0.027734843168070025,acute_11,0.05
2609,0,0.0,-0.05283543290250052,acute_11,0.05
2611,0,0.0,-0.015504074276890841,acute_11,0.05
2613,0,0.0,0.00776135818735983,acute_11,0.05
2616,0,0.0,0.025023419033585674,acute_11,0.05
2617,0,0.0,0.04503460466002743,acute_11,0.05
2620,0,0.0,0.06269096250528128,acute_11,0.05
2621,0,0.0,0.05259507161521376,acute_11,0.05
2624,0,0.0,0.09344535610880168,acute_11,0.05
2625,0,0.0,0.07783987781064554,acute_11,0.05
2626,0,0.0,0.04173064016234912,acute_11,0.05
2628,0,0.0,0.0011644629546174376,acute_11,0.05
2630,0,0.0,-0.023699845687759992,acute_11,0.05
2634,0,0.0,0.013568321315729725,acute_11,0.05
1,0,0.0,0.002648281853497942,ESHOCK_03_LOC1,0.1
8,0,0.0,0.002648281853497916,ESHOCK_03_LOC1,0.1
9,0,0.0,0.06132499356982615,ESHOCK_04_LOC1,0.1
12,0,0.0,0.0743582280908837,ESHOCK_04_LOC1,0.1
17,0,0.0,0.10484273140851524,ESHOCK_04_LOC1,0.1
18,0,0.0,0.09142805196637496,ESHOCK_04_LOC1,0.1
27,0,0.0,-0.0023110580145084985,ESHOCK_04_LOC1,0.1
31,0,0.0,0.15276552767638618,ESHOCK_04_LOC1,0.1
32,0,0.0,0.09600975263467508,ESHOCK_04_LOC1,0.1
33,0,0.0,0.041836256528647524,ESHOCK_04_LOC1,0.1
34,0,0.0,0.017050048270255656,ESHOCK_04_LOC1,0.1
35,0,0.0,0.049320908523015246,ESHOCK_04_LOC1,0.1
36,0,0.0,-0.151195388403145,ESHOCK_04_LOC1,0.1
37,0,0.0,0.014755536163582288,ESHOCK_04_LOC1,0.1
39,0,0.0,0.11368335950084663,ESHOCK_04_LOC1,0.1
40,0,0.0,0.12077928458951898,ESHOCK_04_LOC1,0.1
41,0,0.0,-0.03703662096796442,ESHOCK_04_LOC1,0.1
42,0,0.0,0.045218678267311914,ESHOCK_04_LOC1,0.1
45,0,0.0,0.10412390815258188,ESHOCK_04_LOC1,0.1
46,0,0.0,0.15112605013851996,ESHOCK_04_LOC1,0.1
48,0,0.0,0.01310153980103689,ESHOCK_06_LOC1,0.1
50,0,0.0,0.01020928388202575,ESHOCK_06_LOC1,0.1
51,0,0.0,-0.011956373006315397,ESHOCK_06_LOC1,0.1
54,0,0.0,-0.013772994095737772,ESHOCK_06_LOC1,0.1
55,0,0.0,0.0032909057701458106,ESHOCK_06_LOC1,0.1
60,0,0.0,-0.006436500404934739,ESHOCK_06_LOC1,0.1
62,0,0.0,0.03703305998765369,ESHOCK_06_LOC1,0.1
63,0,0.0,-0.005143227611941213,ESHOCK_06_LOC1,0.1
70,0,0.0,0.012868808849090146,ESHOCK_06_LOC1,0.1
73,0,0.0,-0.01784877442581084,ESHOCK_06_LOC1,0.1
74,0,0.0,0.013395297612538395,ESHOCK_06_LOC1,0.1
77,0,0.0,0.026113358050729216,ESHOCK_06_LOC1,0.1
81,0,0.0,-0.010994978564269243,ESHOCK_07_LOC1,0.1
82,0,0.0,0.018588311042502647,ESHOCK_07_LOC1,0.1
84,0,0.0,0.13738041710603424,ESHOCK_07_LOC1,0.1
85,0,0.0,0.16752638869166156,ESHOCK_07_LOC1,0.1
86,0,0.0,0.18547378367451106,ESHOCK_07_LOC1,0.1
88,0,0.0,0.18415921882259612,ESHOCK_07_LOC1,0.1
90,0,0.0,0.023113742679648438,ESHOCK_07_LOC1,0.1
91,0,0.0,0.11224832220738017,ESHOCK_07_LOC1,0.1
95,0,0.0,0.09627816521618633,ESHOCK_07_LOC1,0.1
104,0,0.0,0.09782628901847272,ESHOCK_08_LOC1,0.1
106,0,0.0,0.06063340515996043,ESHOCK_08_LOC1,0.1
107,0,0.0,-0.018085758673329295,ESHOCK_08_LOC1,0.1
109,0,0.0,-0.04035959096095312,ESHOCK_08_LOC1,0.1
110,0,0.0,-0.03596568872571402,ESHOCK_08_LOC1,0.1
111,0,0.0,0.047522830712472076,ESHOCK_08_LOC1,0.1
113,0,0.0,0.10142611657345772,ESHOCK_08_LOC1,0.1
117,0,0.0,0.2531528702373519,ESHOCK_08_LOC1,0.1
121,0,0.0,0.05336065061465524,ESHOCK_08_LOC1,0.1
122,0,0.0,0.2739963999398049,ESHOCK_08_LOC1,0.1
123,0,0.0,0.06718897746099256,ESHOCK_08_LOC1,0.1
124,0,0.0,0.13783274256776182,ESHOCK_08_LOC1,0.1
128,0,0.0,0.1591980419890263,ESHOCK_08_LOC1,0.1
142,0,0.0,0.06126469490052884,ESHOCK_09_LOC1,0.1
144,0,0.0,0.028915994843910706,ESHOCK_09_LOC1,0.1
145,0,0.0,-0.04859650353126639,ESHOCK_09_LOC1,0.1
146,0,0.0,0.018503395863684755,ESHOCK_09_LOC1,0.1
151,0,0.0,-0.002214407712626493,ESHOCK_09_LOC1,0.1
153,0,0.0,0.11537485868607252,ESHOCK_09_LOC1,0.1
154,0,0.0,0.05718005095693811,ESHOCK_09_LOC1,0.1
163,0,0.0,0.11883176281951752,ESHOCK_09_LOC1,0.1
176,0,0.0,0.037106198120967694,ESHOCK_09_LOC1,0.1
177,0,0.0,0.08079657139935033,ESHOCK_09_LOC1,0.1
178,0,0.0,0.013263848624229661,ESHOCK_09_LOC1,0.1
180,0,0.0,0.01391007347555741,ESHOCK_09_LOC1,0.1
181,0,0.0,-0.017878700142602524,ESHOCK_09_LOC1,0.1
1011,0,0.0,0.011100361602376324,hamilton_10,0.1
1013,0,0.0,0.02640955717981736,hamilton_10,0.1
1018,0,0.0,-0.0740330512341015,hamilton_10,0.1
1021,0,0.0,0.040456442952031164,hamilton_03,0.1
1022,0,0.0,0.01298371970439408,hamilton_03,0.1
1025,0,0.0,0.03642056762067148,hamilton_03,0.1
1029,0,0.0,0.0016784989753085365,hamilton_03,0.1
1034,0,0.0,-0.013025641761761611,hamilton_04,0.1
1035,0,0.0,0.03933037363322721,hamilton_04,0.1
1036,0,0.0,0.0436842614456172,hamilton_04,0.1
1040,0,0.0,-0.02891984643843754,hamilton_04,0.1
1041,0,0.0,-0.06382113755208427,hamilton_04,0.1
1046,0,0.0,0.005511100825402023,hamilton_04,0.1
1047,0,0.0,0.02859856207200558,hamilton_04,0.1
1054,0,0.0,0.04420991206915472,hamilton_09,0.1
1061,0,0.0,0.00667425504613729,hamilton_09,0.1
1064,0,0.0,0.03209456920104763,hamilton_09,0.1
1065,0,0.0,0.010764850667804172,hamilton_09,0.1
1068,0,0.0,0.028948468666831262,hamilton_09,0.1
1613,0,0.0,-0.04015431491906185,hamilton_31,0.1
1615,0,0.0,-0.00686952882547786,hamilton_31,0.1
1617,0,0.0,0.012508634848431626,hamilton_31,0.1
1619,0,0.0,0.018291890262823265,hamilton_31,0.1
1621,0,0.0,-0.027343701131286167,hamilton_31,0.1
1623,0,0.0,-0.003916370266110074,hamilton_31,0.1
1639,0,0.0,0.021497565377266346,hamilton_31,0.1
1640,0,0.0,0.018966717683099158,hamilton_31,0.1
1641,0,0.0,0.019532741324024456,hamilton_31,0.1
1642,0,0.0,0.015897883453811993,hamilton_31,0.1
1644,0,0.0,0.01349303020004074,hamilton_31,0.1
1655,0,0.0,0.0006778943426101496,hamilton_31,0.1
1659,0,0.0,0.02728701698090705,hamilton_31,0.1
1660,0,0.0,-0.07739420425158182,hamilton_31,0.1
1661,0,0.0,0.011163084557853321,hamilton_31,0.1
1663,0,0.0,0.06048473408460897,hamilton_31,0.1
1667,0,0.0,0.031990230797877724,hamilton_31,0.1
1669,0,0.0,0.08186885324115203,hamilton_31,0.1
1670,0,0.0,0.02493770161967596,hamilton_31,0.1
1681,0,0.0,-0.017748737755948516,hamilton_31,0.1
1682,0,0.0,0.02903642426842716,hamilton_31,0.1
1686,0,0.0,0.020071412143315686,hamilton_31,0.1
1687,0,0.0,-0.001898955027416204,hamilton_31,0.1
1691,0,0.0,0.08233363871990712,hamilton_38,0.1
1693,0,0.0,0.011230449558707676,hamilton_38,0.1
1695,0,0.0,0.0633053891221528,hamilton_38,0.1
1697,0,0.0,-0.04289852479572704,hamilton_38,0.1
1698,0,0.0,0.07916028306399116,hamilton_38,0.1
1700,0,0.0,0.005883126455108015,hamilton_38,0.1
1706,0,0.0,0.1268430823050094,hamilton_38,0.1
1708,0,0.0,0.002425399989820227,hamilton_38,0.1
1721,0,0.0,0.02259940894157298,hamilton_38,0.1
1727,0,0.0,0.09151322377965983,hamilton_38,0.1
1736,0,0.0,0.009045371862246727,hamilton_38,0.1
1739,0,0.0,0.10680781227242919,hamilton_38,0.1
1741,0,0.0,0.011804868740318207,hamilton_38,0.1
1748,0,0.0,-0.014607624373327398,hamilton_38,0.1
1749,0,0.0,0.13572772036905711,hamilton_38,0.1
1751,0,0.0,0.009466682603196065,hamilton_38,0.1
1754,0,0.0,0.10317961848899901,hamilton_38,0.1
1760,0,0.0,0.09232159277093435,hamilton_37,0.1
1767,0,0.0,-0.03151046108094836,hamilton_37,0.1
1769,0,0.0,0.0613706911122259,hamilton_37,0.1
1775,0,0.0,0.009521626152848534,hamilton_37,0.1
1792,0,0.0,-0.006119351548908639,hamilton_37,0.1
1800,0,0.0,0.06083351742501878,hamilton_37,0.1
1813,0,0.0,-0.006852296784828827,hamilton_37,0.1
1814,0,0.0,0.026156845265045862,hamilton_37,0.1
1815,0,0.0,0.03245940308899656,hamilton_37,0.1
1816,0,0.0,0.03880453949035851,hamilton_37,0.1
1817,0,0.0,0.05454920115292031,hamilton_37,0.1
1825,0,0.0,0.06001353847418267,hamilton_37,0.1
1826,0,0.0,0.0878876837451707,hamilton_37,0.1
1827,0,0.0,0.06622279781383981,hamilton_37,0.1
1828,0,0.0,0.06063433013106787,hamilton_37,0.1
1829,0,0.0,0.057539121993781465,hamilton_37,0.1
1832,0,0.0,0.06382688406897101,hamilton_37,0.1
1834,0,0.0,0.03154716956926495,hamilton_37,0.1
1835,0,0.0,0.11708959394191117,hamilton_37,0.1
1837,0,0.0,0.0764505522980301,hamilton_37,0.1
1839,0,0.0,0.17629061034037152,hamilton_35,0.1
1846,0,0.0,0.14577823370972065,hamilton_35,0.1
1848,0,0.0,0.0611290481242634,hamilton_35,0.1
1850,0,0.0,0.0830737308479755,hamilton_35,0.1
1858,0,0.0,0.13095118430455802,hamilton_35,0.1
1860,0,0.0,0.07856148782019493,hamilton_35,0.1
1861,0,0.0,0.10425755295904239,hamilton_35,0.1
1865,0,0.0,0.12344816968592477,hamilton_35,0.1
1866,0,0.0,0.29830128604291867,hamilton_35,0.1
1868,0,0.0,0.06353043697081573,hamilton_35,0.1
1873,0,0.0,0.1491149214178777,hamilton_35,0.1
1875,0,0.0,0.13844531673873406,hamilton_35,0.1
1879,0,0.0,0.06116774815011063,hamilton_35,0.1
1882,0,0.0,0.05214189998495391,hamilton_35,0.1
1883,0,0.0,0.16336881942280776,hamilton_35,0.1
1889,0,0.0,0.15681070407460873,hamilton_35,0.1
1893,0,0.0,0.2937145876893028,hamilton_35,0.1
1894,0,0.0,0.280570087109628,hamilton_35,0.1
1903,0,0.0,0.08148615490505531,hamilton_35,0.1
1904,0,0.0,0.2976388663031676,hamilton_35,0.1
1906,0,0.0,0.12099816132541635,hamilton_35,0.1
1908,0,0.0,0.2912930433391138,hamilton_35,0.1
1911,0,0.0,0.07496824795005819,hamilton_36,0.1
1917,0,0.0,0.06956372069863673,hamilton_36,0.1
1919,0,0.0,0.07135676000844773,hamilton_36,0.1
1921,0,0.0,-0.0001331610626327773,hamilton_36,0.1
1924,0,0.0,-0.00856905035733202,hamilton_36,0.1
1929,0,0.0,0.021480572380001527,hamilton_36,0.1
1938,0,0.0,0.026351039716727313,hamilton_36,0.1
1942,0,0.0,0.020390745465485517,hamilton_36,0.1
1945,0,0.0,0.040462381541477604,hamilton_36,0.1
